INCKEYNO,FISNO,SIRA,STHAR_TARIH,ODEKOD,OFSET,ORAN,ODEME_TARIHI,ODEME_TUTARI_TL,ODEME_TUTAR_USD
110314,STK25000753,2,2025-09-26,OD07,60,0,2025-11-25,0,0
110314,STK25000753,2,2025-09-26,OD07,120,1,2026-01-24,29306.7648,706.1871
110315,STK25000753,3,2025-09-26,OD07,60,0,2025-11-25,0,0
110315,STK25000753,3,2025-09-26,OD07,120,1,2026-01-24,1305105,31448.3133
110316,STK25000753,4,2025-09-26,OD07,60,0,2025-11-25,0,0
110316,STK25000753,4,2025-09-26,OD07,120,1,2026-01-24,686588.52,16544.3017
110317,STK25000753,5,2025-09-26,OD07,60,0,2025-11-25,0,0
110317,STK25000753,5,2025-09-26,OD07,120,1,2026-01-24,6214708.8,149752.0193
110318,SIP25004817,1,2025-09-26,OD08,0,0.2,2025-09-26,119103.9552,2869.9748
110318,SIP25004817,1,2025-09-26,OD08,45,0.4,2025-11-10,238207.9104,5739.9496
110318,SIP25004817,1,2025-09-26,OD08,90,0.4,2025-12-25,238207.9104,5739.9496
110319,SIP25004818,1,2025-09-26,OD07,60,0,2025-11-25,0,0
110319,SIP25004818,1,2025-09-26,OD07,120,1,2026-01-24,609943.824,14697.4415
110320,SIP25004819,1,2025-09-26,OD03,60,1,2025-11-25,1651985.1,39806.8699
110321,SIP25004819,2,2025-09-26,OD03,60,1,2025-11-25,99345.8736,2393.8765
110322,STK25000754,1,2025-09-26,OD02,30,1,2025-10-26,5213050.4,125615.6723
110323,STK25000754,2,2025-09-26,OD02,30,1,2025-10-26,1933704.72,46595.2945
110324,STK25000754,3,2025-09-26,OD02,30,1,2025-10-26,1410799.68,33995.173
110325,STK25000754,4,2025-09-26,OD02,30,1,2025-10-26,542861.8,13081.0072
110326,SIP25004820,1,2025-09-26,OD01,0,1,2025-09-26,63323.9712,1525.8788
110327,SIP25004820,2,2025-09-26,OD01,0,1,2025-09-26,3393636.8,81774.3807
110328,SIP25004821,1,2025-09-26,OD08,0,0.2,2025-09-26,34455.132,830.2441
110328,SIP25004821,1,2025-09-26,OD08,45,0.4,2025-11-10,68910.264,1660.4883
110328,SIP25004821,1,2025-09-26,OD08,90,0.4,2025-12-25,68910.264,1660.4883
110329,SIP25004821,2,2025-09-26,OD08,0,0.2,2025-09-26,128260.6272,3090.6175
110329,SIP25004821,2,2025-09-26,OD08,45,0.4,2025-11-10,256521.2544,6181.235
110329,SIP25004821,2,2025-09-26,OD08,90,0.4,2025-12-25,256521.2544,6181.235
110330,SIP25004822,1,2025-09-26,OD07,60,0,2025-11-25,0,0
110330,SIP25004822,1,2025-09-26,OD07,120,1,2026-01-24,1992232.8,48005.6096
110331,SIP25004823,1,2025-09-26,OD04,90,1,2025-12-25,3548597.28,85508.3682
110332,SIP25004823,2,2025-09-26,OD04,90,1,2025-12-25,170726.472,4113.8909
110333,SIP25004824,1,2025-09-29,OD08,0,0.2,2025-09-29,275620.3392,6641.454
110333,SIP25004824,1,2025-09-29,OD08,45,0.4,2025-11-13,551240.6784,13282.9079
110333,SIP25004824,1,2025-09-29,OD08,90,0.4,2025-12-28,551240.6784,13282.9079
110334,STKB25000367,1,2025-09-29,OD03,60,1,2025-11-28,170244.72,4102.2824
110335,STKB25000367,2,2025-09-29,OD03,60,1,2025-11-28,4219321.2,101670.3904
110336,SIP25004825,1,2025-09-29,OD04,90,1,2025-12-28,1208238.336,29114.1768
110337,STKB25000368,1,2025-09-29,OD02,30,1,2025-10-29,1477549.056,35603.5917
110338,STKB25000368,2,2025-09-29,OD02,30,1,2025-10-29,3204493.92,77216.721
110339,STKB25000368,3,2025-09-29,OD02,30,1,2025-10-29,3233632.896,77918.865
110340,SIP25004826,1,2025-09-29,OD08,0,0.2,2025-09-29,1083477.76,26107.8978
110340,SIP25004826,1,2025-09-29,OD08,45,0.4,2025-11-13,2166955.52,52215.7957
110340,SIP25004826,1,2025-09-29,OD08,90,0.4,2025-12-28,2166955.52,52215.7957
110341,SIP25004826,2,2025-09-29,OD08,0,0.2,2025-09-29,144447.9264,3480.6729
110341,SIP25004826,2,2025-09-29,OD08,45,0.4,2025-11-13,288895.8528,6961.3459
110341,SIP25004826,2,2025-09-29,OD08,90,0.4,2025-12-28,288895.8528,6961.3459
110342,SIP25004827,1,2025-09-29,OD04,90,1,2025-12-28,1792698.624,43197.5572
110343,SIP25004828,1,2025-09-29,OD07,60,0,2025-11-28,0,0
110343,SIP25004828,1,2025-09-29,OD07,120,1,2026-01-27,97960.2,2360.4867
110344,SIP25004828,2,2025-09-29,OD07,60,0,2025-11-28,0,0
110344,SIP25004828,2,2025-09-29,OD07,120,1,2026-01-27,3301282.368,79548.9727
110345,STKB25000369,1,2025-09-29,OD04,90,1,2025-12-28,88042.932,2121.5164
110346,SIP25004829,1,2025-09-29,OD03,60,1,2025-11-28,20416.104,491.9543
110347,SIP25004830,1,2025-09-29,OD06,0,0.5,2025-09-29,14464.0224,348.5307
110347,SIP25004830,1,2025-09-29,OD06,45,0.5,2025-11-13,14464.0224,348.5307
110348,SIP25004831,1,2025-09-30,OD08,0,0.2,2025-09-30,40165.344,967.8396
110348,SIP25004831,1,2025-09-30,OD08,45,0.4,2025-11-14,80330.688,1935.6792
110348,SIP25004831,1,2025-09-30,OD08,90,0.4,2025-12-29,80330.688,1935.6792
110349,STKB25000370,1,2025-09-30,OD06,0,0.5,2025-09-30,875753.88,21102.5031
110349,STKB25000370,1,2025-09-30,OD06,45,0.5,2025-11-14,875753.88,21102.5031
110350,SIP25004832,1,2025-09-30,OD03,60,1,2025-11-29,285523.5,6880.0843
110351,SIP25004833,1,2025-09-30,OD08,0,0.2,2025-09-30,189109.296,4556.8505
110351,SIP25004833,1,2025-09-30,OD08,45,0.4,2025-11-14,378218.592,9113.701
110351,SIP25004833,1,2025-09-30,OD08,90,0.4,2025-12-29,378218.592,9113.701
110352,STKB25000371,1,2025-09-30,OD05,0,0.3,2025-09-30,1647712.8,39703.9229
110352,STKB25000371,1,2025-09-30,OD05,60,0.7,2025-11-29,3844663.2,92642.4867
110353,SIP25004834,1,2025-09-30,OD08,0,0.2,2025-09-30,563267.4048,13572.7085
110353,SIP25004834,1,2025-09-30,OD08,45,0.4,2025-11-14,1126534.8096,27145.4171
110353,SIP25004834,1,2025-09-30,OD08,90,0.4,2025-12-29,1126534.8096,27145.4171
110354,SIP25004835,1,2025-09-30,OD02,30,1,2025-10-30,992452.08,23914.508
110355,SIP25004836,1,2025-10-01,OD02,30,1,2025-10-31,1405908.24,33354.8811
110356,STK25000755,1,2025-10-01,OD08,0,0.2,2025-10-01,103116.336,2446.4137
110356,STK25000755,1,2025-10-01,OD08,45,0.4,2025-11-15,206232.672,4892.8273
110356,STK25000755,1,2025-10-01,OD08,90,0.4,2025-12-30,206232.672,4892.8273
110357,SIP25004837,1,2025-10-01,OD04,90,1,2025-12-30,170745.9,4050.911
110358,SIP25004838,1,2025-10-01,OD07,60,0,2025-11-30,0,0
110358,SIP25004838,1,2025-10-01,OD07,120,1,2026-01-29,102359.268,2428.4524
110359,STK25000756,1,2025-10-01,OD04,90,1,2025-12-30,272059,6454.5433
110360,STK25000757,1,2025-10-01,OD02,30,1,2025-10-31,691133.76,16397.005
110361,STK25000757,2,2025-10-01,OD02,30,1,2025-10-31,922234.896,21879.8315
110362,STK25000757,3,2025-10-01,OD02,30,1,2025-10-31,617567.2,14651.6536
110363,SIP25004839,1,2025-10-01,OD04,90,1,2025-12-30,972320.16,23068.094
110364,SIP25004839,2,2025-10-01,OD04,90,1,2025-12-30,1021534.848,24235.7022
110365,SIP25004840,1,2025-10-01,OD04,90,1,2025-12-30,1623115.44,38508.0769
110366,SIP25004840,2,2025-10-01,OD04,90,1,2025-12-30,1416560.64,33607.6071
110367,SIP25004840,3,2025-10-01,OD04,90,1,2025-12-30,80179.2576,1902.2362
110368,SIP25004841,1,2025-10-01,OD03,60,1,2025-11-30,171864.72,4077.4548
110369,SIP25004842,1,2025-10-01,OD03,60,1,2025-11-30,184529.28,4377.9189
110370,SIP25004842,2,2025-10-01,OD03,60,1,2025-11-30,671423.5,15929.3832
110371,SIP25004843,1,2025-10-01,OD06,0,0.5,2025-10-01,318774.48,7562.8584
110371,SIP25004843,1,2025-10-01,OD06,45,0.5,2025-11-15,318774.48,7562.8584
110372,SIP25004844,1,2025-10-01,OD04,90,1,2025-12-30,264247.74,6269.2228
110373,SIP25004845,1,2025-10-02,OD07,60,0,2025-12-01,0,0
110373,SIP25004845,1,2025-10-02,OD07,120,1,2026-01-30,310092.54,7356.8811
110374,STK25000758,1,2025-10-02,OD06,0,0.5,2025-10-02,36628.224,868.997
110374,STK25000758,1,2025-10-02,OD06,45,0.5,2025-11-16,36628.224,868.997
110375,STK25000758,2,2025-10-02,OD06,0,0.5,2025-10-02,6182236,146672.2657
110375,STK25000758,2,2025-10-02,OD06,45,0.5,2025-11-16,6182236,146672.2657
110376,SIP25004846,1,2025-10-02,OD05,0,0.3,2025-10-02,479639.88,11379.3566
110376,SIP25004846,1,2025-10-02,OD05,60,0.7,2025-12-01,1119159.72,26551.832
110377,SIP25004846,2,2025-10-02,OD05,0,0.3,2025-10-02,429213.6,10183.0036
110377,SIP25004846,2,2025-10-02,OD05,60,0.7,2025-12-01,1001498.4,23760.3416
110378,STKB25000372,1,2025-10-02,OD06,0,0.5,2025-10-02,2989504.32,70925.3694
110378,STKB25000372,1,2025-10-02,OD06,45,0.5,2025-11-16,2989504.32,70925.3694
110379,SIP25004847,1,2025-10-02,OD04,90,1,2025-12-31,539894.16,12808.8769
110380,SIP25004847,2,2025-10-02,OD04,90,1,2025-12-31,1062299.2,25202.828
110381,SIP25004848,1,2025-10-02,OD06,0,0.5,2025-10-02,154000.68,3653.6342
110381,SIP25004848,1,2025-10-02,OD06,45,0.5,2025-11-16,154000.68,3653.6342
110382,SIP25004849,1,2025-10-02,OD08,0,0.2,2025-10-02,38269.4976,907.9359
110382,SIP25004849,1,2025-10-02,OD08,45,0.4,2025-11-16,76538.9952,1815.8718
110382,SIP25004849,1,2025-10-02,OD08,90,0.4,2025-12-31,76538.9952,1815.8718
110383,SIP25004850,1,2025-10-02,OD01,0,1,2025-10-02,970278.624,23019.6589
110384,SIP25004851,1,2025-10-02,OD03,60,1,2025-12-01,244862.208,5809.3051
110385,SIP25004852,1,2025-10-02,OD04,90,1,2025-12-31,126759.6,3007.3452
110386,SIP25004852,2,2025-10-02,OD04,90,1,2025-12-31,488850.3,11597.8719
110387,SIP25004853,1,2025-10-02,OD06,0,0.5,2025-10-02,87155.5248,2067.7467
110387,SIP25004853,1,2025-10-02,OD06,45,0.5,2025-11-16,87155.5248,2067.7467
110388,SIP25004854,1,2025-10-03,OD08,0,0.2,2025-10-03,57002.292,1352.3675
110388,SIP25004854,1,2025-10-03,OD08,45,0.4,2025-11-17,114004.584,2704.7351
110388,SIP25004854,1,2025-10-03,OD08,90,0.4,2026-01-01,114004.584,2704.7351
110389,SIP25004855,1,2025-10-03,OD05,0,0.3,2025-10-03,112042.1664,2658.1771
110389,SIP25004855,1,2025-10-03,OD05,60,0.7,2025-12-02,261431.7216,6202.4133
110390,STK25000759,1,2025-10-03,OD04,90,1,2026-01-01,2207263.2,52366.8612
110391,SIP25004856,1,2025-10-03,OD02,30,1,2025-11-02,188120.736,4463.1254
110392,SIP25004857,1,2025-10-03,OD06,0,0.5,2025-10-03,49511.0016,1174.6382
110392,SIP25004857,1,2025-10-03,OD06,45,0.5,2025-11-17,49511.0016,1174.6382
110393,SIP25004857,2,2025-10-03,OD06,0,0.5,2025-10-03,3735566.4,88625.5374
110393,SIP25004857,2,2025-10-03,OD06,45,0.5,2025-11-17,3735566.4,88625.5374
110394,SIP25004857,3,2025-10-03,OD06,0,0.5,2025-10-03,79036.44,1875.1231
110394,SIP25004857,3,2025-10-03,OD06,45,0.5,2025-11-17,79036.44,1875.1231
110395,SIP25004858,1,2025-10-03,OD04,90,1,2026-01-01,554907.6,13165.0676
110396,SIP25004859,1,2025-10-03,OD05,0,0.3,2025-10-03,91320.2064,2166.5529
110396,SIP25004859,1,2025-10-03,OD05,60,0.7,2025-12-02,213080.4816,5055.2902
110397,SIP25004860,1,2025-10-03,OD08,0,0.2,2025-10-03,57723.42,1369.4762
110397,SIP25004860,1,2025-10-03,OD08,45,0.4,2025-11-17,115446.84,2738.9523
110397,SIP25004860,1,2025-10-03,OD08,90,0.4,2026-01-01,115446.84,2738.9523
110398,SIP25004860,2,2025-10-03,OD08,0,0.2,2025-10-03,425661.7728,10098.7372
110398,SIP25004860,2,2025-10-03,OD08,45,0.4,2025-11-17,851323.5456,20197.4744
110398,SIP25004860,2,2025-10-03,OD08,90,0.4,2026-01-01,851323.5456,20197.4744
110399,SIP25004861,1,2025-10-03,OD01,0,1,2025-10-03,186710.5728,4429.6696
110400,SIP25004861,2,2025-10-03,OD01,0,1,2025-10-03,220606.9056,5233.853
110401,SIP25004861,3,2025-10-03,OD01,0,1,2025-10-03,280046.304,6644.0404
110402,SIP25004862,1,2025-10-03,OD05,0,0.3,2025-10-03,47054.0664,1116.348
110402,SIP25004862,1,2025-10-03,OD05,60,0.7,2025-12-02,109792.8216,2604.8119
110403,SIP25004863,1,2025-10-03,OD05,0,0.3,2025-10-03,73716.9984,1748.9205
110403,SIP25004863,1,2025-10-03,OD05,60,0.7,2025-12-02,172006.3296,4080.8145
110404,STKB25000373,1,2025-10-03,OD06,0,0.5,2025-10-03,3525327.6,83637.6655
110404,STKB25000373,1,2025-10-03,OD06,45,0.5,2025-11-17,3525327.6,83637.6655
110405,STKB25000373,2,2025-10-03,OD06,0,0.5,2025-10-03,235258.8,5581.4662
110405,STKB25000373,2,2025-10-03,OD06,45,0.5,2025-11-17,235258.8,5581.4662
110406,STKB25000373,3,2025-10-03,OD06,0,0.5,2025-10-03,20860.4592,494.9101
110406,STKB25000373,3,2025-10-03,OD06,45,0.5,2025-11-17,20860.4592,494.9101
110407,SIP25004864,1,2025-10-03,OD03,60,1,2025-12-02,613611.744,14557.8112
110408,SIP25004864,2,2025-10-03,OD03,60,1,2025-12-02,159901.02,3793.6185
110409,SIP25004864,3,2025-10-03,OD03,60,1,2025-12-02,1381937.28,32786.1751
110410,SIP25004865,1,2025-10-03,OD06,0,0.5,2025-10-03,27247.104,646.4319
110410,SIP25004865,1,2025-10-03,OD06,45,0.5,2025-11-17,27247.104,646.4319
110411,SIP25004865,2,2025-10-03,OD06,0,0.5,2025-10-03,101405.7,2405.8292
110411,SIP25004865,2,2025-10-03,OD06,45,0.5,2025-11-17,101405.7,2405.8292
110412,SIP25004865,3,2025-10-03,OD06,0,0.5,2025-10-03,296829.936,7042.2286
110412,SIP25004865,3,2025-10-03,OD06,45,0.5,2025-11-17,296829.936,7042.2286
110413,STK25000760,1,2025-10-03,OD03,60,1,2025-12-02,789168,18722.847
110414,STK25000761,1,2025-10-03,OD04,90,1,2026-01-01,363630.6,8627.0605
110415,STK25000761,2,2025-10-03,OD04,90,1,2026-01-01,44395.092,1053.2643
110416,SIP25004866,1,2025-10-03,OD04,90,1,2026-01-01,71452.6704,1695.1998
110417,SIP25004867,1,2025-10-06,OD05,0,0.3,2025-10-06,46887.1416,1112.3877
110417,SIP25004867,1,2025-10-06,OD05,60,0.7,2025-12-05,109403.3304,2595.5713
110418,STKB25000374,1,2025-10-06,OD08,0,0.2,2025-10-06,16089.024,381.7088
110418,STKB25000374,1,2025-10-06,OD08,45,0.4,2025-11-20,32178.048,763.4175
110418,STKB25000374,1,2025-10-06,OD08,90,0.4,2026-01-04,32178.048,763.4175
110419,SIP25004868,1,2025-10-06,OD01,0,1,2025-10-06,442137.42,10489.6185
110420,SIP25004869,1,2025-10-06,OD02,30,1,2025-11-05,287062.08,6810.4883
110421,SIP25004870,1,2025-10-06,OD02,30,1,2025-11-05,3355063.2,79598.1779
110422,SIP25004870,2,2025-10-06,OD02,30,1,2025-11-05,31197.3552,740.1508
110423,SIP25004870,3,2025-10-06,OD02,30,1,2025-11-05,98980.128,2348.283
110424,SIP25004871,1,2025-10-06,OD01,0,1,2025-10-06,7306.6752,173.3494
110425,SIP25004871,2,2025-10-06,OD01,0,1,2025-10-06,2960459.52,70236.2875
110426,SIP25004871,3,2025-10-06,OD01,0,1,2025-10-06,166544.28,3951.2285
110427,SIP25004871,4,2025-10-06,OD01,0,1,2025-10-06,226770.144,5380.0746
110428,SIP25004871,5,2025-10-06,OD01,0,1,2025-10-06,844915.824,20045.4525
110429,SIP25004872,1,2025-10-06,OD07,60,0,2025-12-05,0,0
110429,SIP25004872,1,2025-10-06,OD07,120,1,2026-02-03,304727.7312,7229.6022
110430,SIP25004873,1,2025-10-06,OD01,0,1,2025-10-06,997929,23675.6584
110431,SIP25004873,2,2025-10-06,OD01,0,1,2025-10-06,1381674.24,32779.9345
110432,SIP25004873,3,2025-10-06,OD01,0,1,2025-10-06,2607583.488,61864.3769
110433,SIP25004873,4,2025-10-06,OD01,0,1,2025-10-06,881169.12,20905.5544
110434,SIP25004874,1,2025-10-06,OD02,30,1,2025-11-05,1899529.92,45065.953
110435,SIP25004875,1,2025-10-06,OD05,0,0.3,2025-10-06,266841.9072,6330.7689
110435,SIP25004875,1,2025-10-06,OD05,60,0.7,2025-12-05,622631.1168,14771.794
110436,SIP25004875,2,2025-10-06,OD05,0,0.3,2025-10-06,44704.7424,1060.6107
110436,SIP25004875,2,2025-10-06,OD05,60,0.7,2025-12-05,104311.0656,2474.7584
110437,STK25000762,1,2025-10-06,OD02,30,1,2025-11-05,107337.576,2546.5617
110438,SIP25004876,1,2025-10-06,OD07,60,0,2025-12-05,0,0
110438,SIP25004876,1,2025-10-06,OD07,120,1,2026-02-03,234072.54,5553.3224
110439,SIP25004877,1,2025-10-06,OD02,30,1,2025-11-05,727029.072,17248.6138
110440,SIP25004877,2,2025-10-06,OD02,30,1,2025-11-05,3306116.736,78436.9332
110441,SIP25004877,3,2025-10-06,OD02,30,1,2025-11-05,203444.892,4826.6878
110442,STK25000763,1,2025-10-07,OD02,30,1,2025-11-06,91297.6848,2166.0186
110443,STKB25000375,1,2025-10-07,OD03,60,1,2025-12-06,582057.792,13809.2003
110444,SIP25004878,1,2025-10-07,OD05,0,0.3,2025-10-07,175269.744,4158.2383
110444,SIP25004878,1,2025-10-07,OD05,60,0.7,2025-12-06,408962.736,9702.556
110445,SIP25004878,2,2025-10-07,OD05,0,0.3,2025-10-07,34278.7176,813.2555
110445,SIP25004878,2,2025-10-07,OD05,60,0.7,2025-12-06,79983.6744,1897.5961
110446,SIP25004878,3,2025-10-07,OD05,0,0.3,2025-10-07,174421.836,4138.1219
110446,SIP25004878,3,2025-10-07,OD05,60,0.7,2025-12-06,406984.284,9655.6177
110447,SIP25004878,4,2025-10-07,OD05,0,0.3,2025-10-07,212261.904,5035.8696
110447,SIP25004878,4,2025-10-07,OD05,60,0.7,2025-12-06,495277.776,11750.3624
110448,SIP25004879,1,2025-10-07,OD08,0,0.2,2025-10-07,448615.008,10643.2979
110448,SIP25004879,1,2025-10-07,OD08,45,0.4,2025-11-21,897230.016,21286.5959
110448,SIP25004879,1,2025-10-07,OD08,90,0.4,2026-01-05,897230.016,21286.5959
110449,STK25000764,1,2025-10-07,OD06,0,0.5,2025-10-07,284449.824,6748.513
110449,STK25000764,1,2025-10-07,OD06,45,0.5,2025-11-21,284449.824,6748.513
110450,STK25000765,1,2025-10-07,OD03,60,1,2025-12-06,5526170.4,131107.2456
110451,STK25000765,2,2025-10-07,OD03,60,1,2025-12-06,302136.912,7168.1355
110452,STK25000765,3,2025-10-07,OD03,60,1,2025-12-06,2154029.184,51103.8952
110453,SIP25004880,1,2025-10-07,OD05,0,0.3,2025-10-07,424251.864,10065.2874
110453,SIP25004880,1,2025-10-07,OD05,60,0.7,2025-12-06,989921.016,23485.6706
110454,STK25000766,1,2025-10-07,OD07,60,0,2025-12-06,0,0
110454,STK25000766,1,2025-10-07,OD07,120,1,2026-02-04,2130694.08,50550.2747
110455,STK25000766,2,2025-10-07,OD07,60,0,2025-12-06,0,0
110455,STK25000766,2,2025-10-07,OD07,120,1,2026-02-04,1160062.56,27522.2434
110456,STK25000766,3,2025-10-07,OD07,60,0,2025-12-06,0,0
110456,STK25000766,3,2025-10-07,OD07,120,1,2026-02-04,43384.8528,1029.2966
110457,STK25000766,4,2025-10-07,OD07,60,0,2025-12-06,0,0
110457,STK25000766,4,2025-10-07,OD07,120,1,2026-02-04,1179898.8,27992.8541
110458,SIP25004881,1,2025-10-07,OD06,0,0.5,2025-10-07,462091.896,10963.0343
110458,SIP25004881,1,2025-10-07,OD06,45,0.5,2025-11-21,462091.896,10963.0343
110459,SIP25004882,1,2025-10-07,OD06,0,0.5,2025-10-07,13670.7552,324.3358
110459,SIP25004882,1,2025-10-07,OD06,45,0.5,2025-11-21,13670.7552,324.3358
110460,SIP25004883,1,2025-10-07,OD02,30,1,2025-11-06,627677.568,14891.52
110461,SIP25004883,2,2025-10-07,OD02,30,1,2025-11-06,5395205.76,128000.1367
110462,SIP25004883,3,2025-10-07,OD02,30,1,2025-11-06,29198.7648,692.7346
110463,SIP25004884,1,2025-10-07,OD06,0,0.5,2025-10-07,471195.75,11179.0214
110463,SIP25004884,1,2025-10-07,OD06,45,0.5,2025-11-21,471195.75,11179.0214
110464,SIP25004885,1,2025-10-07,OD03,60,1,2025-12-06,222483.636,5278.3781
110465,SIP25004885,2,2025-10-07,OD03,60,1,2025-12-06,667109.7,15827.0391
110466,SIP25004886,1,2025-10-07,OD05,0,0.3,2025-10-07,45456.4397,1078.4446
110466,SIP25004886,1,2025-10-07,OD05,60,0.7,2025-12-06,106065.0259,2516.3707
110467,SIP25004887,1,2025-10-07,OD06,0,0.5,2025-10-07,376067.232,8922.117
110467,SIP25004887,1,2025-10-07,OD06,45,0.5,2025-11-21,376067.232,8922.117
110468,SIP25004887,2,2025-10-07,OD06,0,0.5,2025-10-07,159444.2,3782.7805
110468,SIP25004887,2,2025-10-07,OD06,45,0.5,2025-11-21,159444.2,3782.7805
110469,SIP25004887,3,2025-10-07,OD06,0,0.5,2025-10-07,425388.168,10092.246
110469,SIP25004887,3,2025-10-07,OD06,45,0.5,2025-11-21,425388.168,10092.246
110470,STKB25000376,1,2025-10-08,OD06,0,0.5,2025-10-08,1879837.344,44598.7507
110470,STKB25000376,1,2025-10-08,OD06,45,0.5,2025-11-22,1879837.344,44598.7507
110471,STKB25000376,2,2025-10-08,OD06,0,0.5,2025-10-08,792823.35,18809.5694
110471,STKB25000376,2,2025-10-08,OD06,45,0.5,2025-11-22,792823.35,18809.5694
110472,SIP25004888,1,2025-10-08,OD05,0,0.3,2025-10-08,381799.008,9058.1022
110472,SIP25004888,1,2025-10-08,OD05,60,0.7,2025-12-07,890864.352,21135.5718
110473,SIP25004888,2,2025-10-08,OD05,0,0.3,2025-10-08,97046.0006,2302.3962
110473,SIP25004888,2,2025-10-08,OD05,60,0.7,2025-12-07,226440.6682,5372.2578
110474,SIP25004889,1,2025-10-08,OD05,0,0.3,2025-10-08,226778.7,5380.2776
110474,SIP25004889,1,2025-10-08,OD05,60,0.7,2025-12-07,529150.3,12553.981
110475,SIP25004890,1,2025-10-08,OD03,60,1,2025-12-07,109144.392,2589.428
110476,STK25000767,1,2025-10-08,OD05,0,0.3,2025-10-08,118473.264,2810.7536
110476,STK25000767,1,2025-10-08,OD05,60,0.7,2025-12-07,276437.616,6558.4251
110477,STK25000767,2,2025-10-08,OD05,0,0.3,2025-10-08,294425.352,6985.1804
110477,STK25000767,2,2025-10-08,OD05,60,0.7,2025-12-07,686992.488,16298.7542
110478,SIP25004891,1,2025-10-08,OD02,30,1,2025-11-07,111045.024,2634.5201
110479,SIP25004892,1,2025-10-08,OD05,0,0.3,2025-10-08,407316.96,9663.5103
110479,SIP25004892,1,2025-10-08,OD05,60,0.7,2025-12-07,950406.24,22548.1907
110480,SIP25004892,2,2025-10-08,OD05,0,0.3,2025-10-08,47958.8083,1137.8128
110480,SIP25004892,2,2025-10-08,OD05,60,0.7,2025-12-07,111903.8861,2654.8965
110481,SIP25004893,1,2025-10-08,OD01,0,1,2025-10-08,126735.84,3006.7815
110482,SIP25004893,2,2025-10-08,OD01,0,1,2025-10-08,3825267.6,90753.6797
110483,SIP25004893,3,2025-10-08,OD01,0,1,2025-10-08,116728.56,2769.3609
110484,STK25000768,1,2025-10-08,OD03,60,1,2025-12-07,4417764.96,104810.5566
110485,SIP25004894,1,2025-10-08,OD06,0,0.5,2025-10-08,61764.7104,1465.3549
110485,SIP25004894,1,2025-10-08,OD06,45,0.5,2025-11-22,61764.7104,1465.3549
110486,SIP25004894,2,2025-10-08,OD06,0,0.5,2025-10-08,403194.9,9565.7153
110486,SIP25004894,2,2025-10-08,OD06,45,0.5,2025-11-22,403194.9,9565.7153
110487,SIP25004895,1,2025-10-08,OD07,60,0,2025-12-07,0,0
110487,SIP25004895,1,2025-10-08,OD07,120,1,2026-02-05,304484.76,7223.8377
110488,SIP25004895,2,2025-10-08,OD07,60,0,2025-12-07,0,0
110488,SIP25004895,2,2025-10-08,OD07,120,1,2026-02-05,231268,5486.7853
110489,SIP25004896,1,2025-10-08,OD08,0,0.2,2025-10-08,19778.652,469.2444
110489,SIP25004896,1,2025-10-08,OD08,45,0.4,2025-11-22,39557.304,938.4888
110489,SIP25004896,1,2025-10-08,OD08,90,0.4,2026-01-06,39557.304,938.4888
110490,STK25000769,1,2025-10-08,OD05,0,0.3,2025-10-08,1331456.85,31588.5374
110490,STK25000769,1,2025-10-08,OD05,60,0.7,2025-12-07,3106732.65,73706.5872
110491,STK25000769,2,2025-10-08,OD05,0,0.3,2025-10-08,224635.0464,5329.4198
110491,STK25000769,2,2025-10-08,OD05,60,0.7,2025-12-07,524148.4416,12435.313
110492,SIP25004897,1,2025-10-08,OD06,0,0.5,2025-10-08,1523473.8,36144.0996
110492,SIP25004897,1,2025-10-08,OD06,45,0.5,2025-11-22,1523473.8,36144.0996
110493,SIP25004898,1,2025-10-08,OD01,0,1,2025-10-08,65754.528,1560.0125
110494,SIP25004899,1,2025-10-08,OD07,60,0,2025-12-07,0,0
110494,SIP25004899,1,2025-10-08,OD07,120,1,2026-02-05,5956263.6,141311.1174
110495,SIP25004899,2,2025-10-08,OD07,60,0,2025-12-07,0,0
110495,SIP25004899,2,2025-10-08,OD07,120,1,2026-02-05,1622210.16,38486.5993
110496,SIP25004900,1,2025-10-09,OD01,0,1,2025-10-09,2954572.32,70096.6149
110497,STK25000770,1,2025-10-09,OD07,60,0,2025-12-08,0,0
110497,STK25000770,1,2025-10-09,OD07,120,1,2026-02-06,170830.26,4052.9125
110498,STKB25000377,1,2025-10-09,OD08,0,0.2,2025-10-09,12795.431,303.5689
110498,STKB25000377,1,2025-10-09,OD08,45,0.4,2025-11-23,25590.8621,607.1379
110498,STKB25000377,1,2025-10-09,OD08,90,0.4,2026-01-07,25590.8621,607.1379
110499,STKB25000377,2,2025-10-09,OD08,0,0.2,2025-10-09,567338.64,13459.9915
110499,STKB25000377,2,2025-10-09,OD08,45,0.4,2025-11-23,1134677.28,26919.9829
110499,STKB25000377,2,2025-10-09,OD08,90,0.4,2026-01-07,1134677.28,26919.9829
110500,STKB25000377,3,2025-10-09,OD08,0,0.2,2025-10-09,251429.9904,5965.1243
110500,STKB25000377,3,2025-10-09,OD08,45,0.4,2025-11-23,502859.9808,11930.2487
110500,STKB25000377,3,2025-10-09,OD08,90,0.4,2026-01-07,502859.9808,11930.2487
110501,SIP25004901,1,2025-10-09,OD02,30,1,2025-11-08,638308.944,15143.7472
110502,SIP25004902,1,2025-10-09,OD02,30,1,2025-11-08,1415739.12,33588.1167
