STOK_KODU,CARI_KOD,FISNO,TARIH,MIKTAR1,MIKTAR2,NET_FIYAT,STHAR_GCKOD,STHAR_HTUR,DOLAR_KURU,STHAR_ACIKLAMA,EKALAN,EKALAN1,TUTAR_USD,ODE_GUN,YIL,AY,HAFTA
H00012,320.01.0003,IRS26703948,2026-03-30,2000,2000,137.0651,1,YERLİ,45.2667,İthalat dosyası,H,Kalite onaylı,6055.891,90,2026,3,14
D00006,320.01.0002,IRS26703949,2026-01-21,5000,5000,250.8992,1,YERLİ,44.1,Kısmi teslim,E,Kalite onaylı,28446.6213,45,2026,1,4
H00008,320.01.0002,IRS26703950,2026-02-16,120,0.12,28.3832,1,YERLİ,44.6833,Numune kabul,E,,76.225,90,2026,2,8
H00012,320.01.0002,IRS26703951,2026-03-04,5000,5000,125.3823,1,YERLİ,45.2667,Numune kabul,E,Şartlı kabul,13849.2866,90,2026,3,10
D00007,320.01.0014,IRS26703952,2026-03-29,10000,10000,154.5676,1,YERLİ,45.2667,Sevk irsaliyesi,H,Kalite onaylı,34145.9837,60,2026,3,13
D00004,320.01.0014,IRS26703953,2026-01-20,250,250,33.2184,1,YERLİ,44.1,Kısmi teslim,H,Kalite onaylı,188.3129,45,2026,1,4
D00004,320.01.0009,IRS26703954,2026-02-15,10000,10000,32.0707,1,İTHAL,44.6833,İthalat dosyası,H,Şartlı kabul,7177.3347,45,2026,2,7
H00012,320.01.0009,IRS26703955,2026-02-16,2000,2000,132.3548,1,İTHAL,44.6833,İthalat dosyası,E,Şartlı kabul,5924.1283,45,2026,2,8
H00004,320.01.0034,IRS26703956,2026-01-20,1000,1,32.3485,1,İTHAL,44.1,Numune kabul,H,,733.5261,0,2026,1,4
H00003,320.01.0014,IRS26703957,2026-02-10,120,0.12,48.9339,1,YERLİ,44.6833,Mal kabul,E,,131.4153,90,2026,2,7
H00014,320.01.0014,IRS26703958,2026-03-07,10000,10,116.9449,1,YERLİ,45.2667,Mal kabul,E,Şartlı kabul,25834.6422,30,2026,3,10
H00008,320.01.0003,IRS26703959,2026-01-08,120,0.12,25.7958,1,YERLİ,44.1,Kısmi teslim,H,Kalite onaylı,70.1927,90,2026,1,2
D00009,320.01.0002,IRS26703960,2026-01-16,10000,10000,101.7648,1,YERLİ,44.1,Kısmi teslim,H,Şartlı kabul,23075.9184,0,2026,1,3
H00003,320.01.0001,IRS26703961,2026-02-27,10000,10,44.9802,1,YERLİ,44.6833,Numune kabul,H,Şartlı kabul,10066.4454,90,2026,2,9
D00009,320.01.0001,IRS26703962,2026-02-19,250,250,95.9989,1,YERLİ,44.6833,Numune kabul,H,Kalite onaylı,537.1073,30,2026,2,8
H00015,320.01.0011,IRS26703963,2026-02-20,5000,5,31.8524,1,YERLİ,44.6833,Sevk irsaliyesi,H,,3564.2399,90,2026,2,8
H00008,320.01.0011,IRS26703964,2026-02-04,10000,10,29.1942,1,YERLİ,44.6833,İthalat dosyası,H,Şartlı kabul,6533.5819,60,2026,2,6
D00010,320.01.0008,IRS26703965,2026-01-21,125,125,397.1986,1,YERLİ,44.1,Numune kabul,H,,1125.8464,90,2026,1,4
H00015,320.01.0008,IRS26703966,2026-01-20,250,0.25,35.1431,1,YERLİ,44.1,İthalat dosyası,E,,199.2239,90,2026,1,4
D00011,320.01.0008,IRS26703967,2026-01-07,1000,1000,104.5917,1,YERLİ,44.1,Kısmi teslim,H,Kalite onaylı,2371.6939,30,2026,1,2
H00016,320.01.0003,IRS26703968,2026-01-12,2000,2000,61.5573,1,YERLİ,44.1,Numune kabul,H,Kalite onaylı,2791.7143,90,2026,1,3
D00010,320.01.0003,IRS26703969,2026-02-08,10000,10000,467.2988,1,YERLİ,44.6833,İthalat dosyası,E,Kalite onaylı,104580.1899,30,2026,2,6
H00003,320.01.0021,IRS26703970,2026-01-25,1000,1,41.536,1,İTHAL,44.1,Mal kabul,H,Kalite onaylı,941.8594,60,2026,1,4
D00003,320.01.0021,IRS26703971,2026-01-18,1000,1000,350.0798,1,İTHAL,44.1,Numune kabul,H,,7938.3175,45,2026,1,3
H00011,320.01.0036,IRS26703972,2026-01-17,500,0.5,67.306,1,İTHAL,44.1,Numune kabul,H,,763.1066,60,2026,1,3
H00009,320.01.0036,IRS26703973,2026-02-24,60,0.06,27.1885,1,İTHAL,44.6833,İthalat dosyası,H,,36.5083,45,2026,2,9
D00003,320.01.0036,IRS26703974,2026-01-31,1000,1000,393.7065,1,İTHAL,44.1,Numune kabul,H,,8927.585,0,2026,1,5
H00007,320.01.0002,IRS26703975,2026-01-24,120,0.12,128.131,1,YERLİ,44.1,Sevk irsaliyesi,E,,348.6558,0,2026,1,4
D00008,320.01.0002,IRS26703976,2026-01-06,1000,1000,459.9343,1,YERLİ,44.1,İthalat dosyası,E,,10429.3492,60,2026,1,2
H00007,320.01.0002,IRS26703977,2026-02-07,120,0.12,126.2744,1,YERLİ,44.6833,İthalat dosyası,H,,339.1184,90,2026,2,6
H00012,320.01.0022,IRS26703978,2026-02-17,250,250,137.6628,1,İTHAL,44.6833,İthalat dosyası,H,Şartlı kabul,770.2139,45,2026,2,8
H00016,320.01.0008,IRS26703979,2026-01-23,10000,10000,61.8844,1,YERLİ,44.1,İthalat dosyası,H,Kalite onaylı,14032.7438,90,2026,1,4
D00010,320.01.0008,IRS26703980,2026-04-01,250,250,431.5576,1,YERLİ,45.85,Numune kabul,E,,2353.0949,60,2026,4,14
H00002,320.01.0008,IRS26703981,2026-01-17,2000,2,140.5634,1,YERLİ,44.1,İthalat dosyası,H,,6374.7574,45,2026,1,3
H00008,320.01.0001,IRS26703982,2026-01-19,2000,2,30.3154,1,YERLİ,44.1,Sevk irsaliyesi,H,Kalite onaylı,1374.8481,60,2026,1,4
H00012,320.01.0004,IRS26703983,2026-02-04,10000,10000,127.4724,1,YERLİ,44.6833,Kısmi teslim,H,Kalite onaylı,28527.9735,30,2026,2,6
D00002,320.01.0004,IRS26703984,2026-01-28,10000,10000,211.7422,1,YERLİ,44.1,Kısmi teslim,E,Kalite onaylı,48014.1043,45,2026,1,5
H00010,320.01.0006,IRS26703985,2026-02-12,10000,10,31.3591,1,YERLİ,44.6833,Sevk irsaliyesi,E,Kalite onaylı,7018.0806,0,2026,2,7
H00006,320.01.0017,IRS26703986,2026-03-11,5000,5,127.1544,1,YERLİ,45.2667,Sevk irsaliyesi,H,Kalite onaylı,14045.0265,60,2026,3,11
H00007,320.01.0052,IRS26703987,2026-01-28,5000,5,139.0788,1,YERLİ,44.1,Mal kabul,E,Şartlı kabul,15768.5714,60,2026,1,5
H00004,320.01.0004,IRS26703988,2026-03-11,1000,1,33.5297,1,YERLİ,45.2667,Kısmi teslim,H,Şartlı kabul,740.7145,30,2026,3,11
H00007,320.01.0004,IRS26703989,2026-01-24,120,0.12,145.9483,1,YERLİ,44.1,İthalat dosyası,E,,397.1382,0,2026,1,4
H00016,320.01.0012,IRS26703990,2026-03-14,1000,1000,55.485,1,YERLİ,45.2667,Sevk irsaliyesi,H,Şartlı kabul,1225.7355,45,2026,3,11
D00010,320.01.0012,IRS26703991,2026-01-21,120,120,394.8173,1,YERLİ,44.1,Sevk irsaliyesi,E,,1074.3328,30,2026,1,4
D00010,320.01.0012,IRS26703992,2026-03-04,2000,2000,421.8223,1,YERLİ,45.2667,Sevk irsaliyesi,E,Kalite onaylı,18637.2013,30,2026,3,10
D00007,320.01.0008,IRS26703993,2026-03-13,2000,2000,179.8962,1,YERLİ,45.2667,Mal kabul,H,Kalite onaylı,7948.2799,60,2026,3,11
H00003,320.01.0008,IRS26703994,2026-03-15,120,0.12,40.1953,1,YERLİ,45.2667,Numune kabul,H,Şartlı kabul,106.5559,45,2026,3,11
H00003,320.01.0002,IRS26703995,2026-02-15,5000,5,39.7019,1,YERLİ,44.6833,Kısmi teslim,H,,4442.5882,60,2026,2,7
H00003,320.01.0002,IRS26703996,2026-01-26,500,0.5,47.7922,1,YERLİ,44.1,İthalat dosyası,H,Şartlı kabul,541.8617,30,2026,1,5
D00012,320.01.0050,IRS26703997,2026-01-29,2000,2000,220.4165,1,YERLİ,44.1,Kısmi teslim,H,Şartlı kabul,9996.2132,90,2026,1,5
H00008,320.01.0050,IRS26703998,2026-01-31,500,0.5,31.4804,1,YERLİ,44.1,Mal kabul,E,,356.9206,60,2026,1,5
H00012,320.01.0004,IRS26703999,2026-03-02,10000,10000,145.3939,1,YERLİ,45.2667,Kısmi teslim,H,Şartlı kabul,32119.3946,0,2026,3,10
H00010,320.01.0004,IRS26704000,2026-04-13,500,0.5,37.4606,1,YERLİ,45.85,Kısmi teslim,H,,408.5125,0,2026,4,16
D00010,320.01.0004,IRS26704001,2026-01-10,500,500,405.3591,1,YERLİ,44.1,Numune kabul,E,Şartlı kabul,4595.9082,90,2026,1,2
H00008,320.01.0028,IRS26704002,2026-03-11,10000,10,30.8098,1,YERLİ,45.2667,İthalat dosyası,E,Şartlı kabul,6806.2836,90,2026,3,11
D00006,320.01.0028,IRS26704003,2026-02-01,250,250,255.4315,1,YERLİ,44.6833,Kısmi teslim,H,,1429.1217,60,2026,2,5
D00008,320.01.0009,IRS26704005,2026-01-27,2500,2500,425.9537,1,İTHAL,44.1,Mal kabul,E,Şartlı kabul,24147.0351,60,2026,1,5
D00010,320.01.0009,IRS26704006,2026-04-15,125,125,408.9293,1,İTHAL,45.85,Kısmi teslim,H,Kalite onaylı,1114.8563,90,2026,4,16
D00002,320.01.0009,IRS26704007,2026-04-07,250,250,218.6349,1,İTHAL,45.85,Kısmi teslim,E,,1192.1205,90,2026,4,15
H00012,320.01.0006,IRS26704008,2026-02-17,500,500,140.1511,1,YERLİ,44.6833,İthalat dosyası,H,Şartlı kabul,1568.2716,60,2026,2,8
H00011,320.01.0006,IRS26704009,2026-01-29,1000,1,70.1808,1,YERLİ,44.1,Mal kabul,H,,1591.4014,90,2026,1,5
H00001,320.01.0001,IRS26704010,2026-01-21,120,0.12,77.3848,1,YERLİ,44.1,Mal kabul,E,Kalite onaylı,210.5709,30,2026,1,4
H00014,320.01.0001,IRS26704011,2026-01-19,2000,2,127.2923,1,YERLİ,44.1,Kısmi teslim,E,,5772.8934,45,2026,1,4
D00001,320.01.0014,IRS26704012,2026-04-04,250,250,362.067,1,YERLİ,45.85,Numune kabul,H,,1974.193,90,2026,4,14
D00008,320.01.0014,IRS26704013,2026-02-07,120,120,450.3811,1,YERLİ,44.6833,Mal kabul,H,Şartlı kabul,1209.5287,90,2026,2,6
D00002,320.01.0025,IRS26704014,2026-03-17,500,500,215.4638,1,YERLİ,45.2667,Numune kabul,H,,2379.9371,0,2026,3,12
D00007,320.01.0025,IRS26704016,2026-02-17,10000,10000,175.5651,1,YERLİ,44.6833,Mal kabul,H,,39290.9879,0,2026,2,8
D00005,320.01.0002,IRS26704017,2026-03-05,500,500,351.264,1,YERLİ,45.2667,Kısmi teslim,E,,3879.9382,45,2026,3,10
D00011,320.01.0007,IRS26704020,2026-02-18,500,500,96.3317,1,İTHAL,44.6833,Kısmi teslim,H,Şartlı kabul,1077.9385,30,2026,2,8
H00007,320.01.0007,IRS26704021,2026-02-22,10000,10,122.6293,1,İTHAL,44.6833,Kısmi teslim,H,Şartlı kabul,27444.101,30,2026,2,8
H00011,320.01.0007,IRS26704022,2026-01-18,2000,2,72.6196,1,İTHAL,44.1,İthalat dosyası,E,,3293.4059,30,2026,1,3
D00008,320.01.0004,IRS26704023,2026-04-09,2000,2000,433.293,1,YERLİ,45.85,Kısmi teslim,E,,18900.458,0,2026,4,15
D00007,320.01.0020,IRS26704024,2026-04-08,1000,1000,182.6842,1,YERLİ,45.85,Mal kabul,E,,3984.3882,90,2026,4,15
D00002,320.01.0020,IRS26704025,2026-02-09,1000,1000,193.0882,1,YERLİ,44.6833,Numune kabul,H,,4321.261,45,2026,2,7
H00006,320.01.0003,IRS26704026,2026-02-03,120,0.12,129.3159,1,YERLİ,44.6833,Kısmi teslim,H,,347.2865,90,2026,2,6
D00011,320.01.0003,IRS26704027,2026-02-10,500,500,110.5709,1,YERLİ,44.6833,Numune kabul,H,,1237.2732,0,2026,2,7
D00005,320.01.0003,IRS26704028,2026-04-18,2000,2000,399.8612,1,YERLİ,45.85,İthalat dosyası,E,Şartlı kabul,17442.1461,90,2026,4,16
D00004,320.01.0008,IRS26704029,2026-03-07,10000,10000,29.765,1,YERLİ,45.2667,Sevk irsaliyesi,E,,6575.4738,90,2026,3,10
D00002,320.01.0008,IRS26704030,2026-03-20,500,500,199.3208,1,YERLİ,45.2667,Sevk irsaliyesi,H,Şartlı kabul,2201.6272,0,2026,3,12
H00009,320.01.0008,IRS26704031,2026-03-09,5000,5,26.4855,1,YERLİ,45.2667,İthalat dosyası,H,Şartlı kabul,2925.4949,30,2026,3,11
H00010,320.01.0002,IRS26704032,2026-02-05,1000,1,33.5121,1,YERLİ,44.6833,Numune kabul,H,,749.9916,90,2026,2,6
D00004,320.01.0002,IRS26704033,2026-04-08,10000,10000,27.8304,1,YERLİ,45.85,Sevk irsaliyesi,E,,6069.88,45,2026,4,15
H00001,320.01.0002,IRS26704034,2026-02-28,2000,2,64.046,1,YERLİ,44.6833,Sevk irsaliyesi,H,Şartlı kabul,2866.6638,30,2026,2,9
H00015,320.01.0010,IRS26704035,2026-02-11,10000,10,32.3174,1,YERLİ,44.6833,Numune kabul,H,Şartlı kabul,7232.5455,60,2026,2,7
H00010,320.01.0010,IRS26704036,2026-03-18,1000,1,35.0126,1,YERLİ,45.2667,Sevk irsaliyesi,E,Kalite onaylı,773.4737,45,2026,3,12
H00015,320.01.0006,IRS26704037,2026-02-27,120,0.12,37.4266,1,YERLİ,44.6833,Kısmi teslim,E,Kalite onaylı,100.5116,45,2026,2,9
D00011,320.01.0042,IRS26704038,2026-03-01,10000,10000,91.4295,1,YERLİ,45.2667,Numune kabul,E,Kalite onaylı,20197.9601,30,2026,3,9
H00016,320.01.0042,IRS26704039,2026-02-11,10000,10000,58.0626,1,YERLİ,44.6833,Mal kabul,H,,12994.2506,90,2026,2,7
D00004,320.01.0042,IRS26704040,2026-04-20,1000,1000,34.381,1,YERLİ,45.85,Kısmi teslim,H,Şartlı kabul,749.8582,0,2026,4,17
D00008,320.01.0035,IRS26704041,2026-02-11,120,120,475.9642,1,YERLİ,44.6833,Mal kabul,E,Kalite onaylı,1278.2338,30,2026,2,7
H00016,320.01.0035,IRS26704042,2026-03-19,1000,1000,61.0696,1,YERLİ,45.2667,İthalat dosyası,E,Kalite onaylı,1349.1065,30,2026,3,12
H00014,320.01.0018,IRS26704043,2026-03-07,250,0.25,123.1424,1,İTHAL,45.2667,Sevk irsaliyesi,H,,680.0938,0,2026,3,10
H00003,320.01.0018,IRS26704044,2026-02-07,2000,2,44.6667,1,İTHAL,44.6833,İthalat dosyası,E,,1999.257,30,2026,2,6
H00002,320.01.0002,IRS26704045,2026-01-31,1000,1,141.0172,1,YERLİ,44.1,Numune kabul,E,,3197.6689,0,2026,1,5
D00008,320.01.0002,IRS26704046,2026-02-11,10000,10000,465.3484,1,YERLİ,44.6833,Kısmi teslim,H,Şartlı kabul,104143.6957,60,2026,2,7
D00003,320.01.0026,IRS26704047,2026-02-15,5000,5000,337.8263,1,YERLİ,44.6833,Numune kabul,E,,37802.2997,90,2026,2,7
D00002,320.01.0035,IRS26704048,2026-02-10,10000,10000,189.3468,1,YERLİ,44.6833,Sevk irsaliyesi,E,,42375.2946,0,2026,2,7
H00004,320.01.0022,IRS26704049,2026-03-18,2000,2,29.826,1,İTHAL,45.2667,İthalat dosyası,E,Kalite onaylı,1317.7899,30,2026,3,12
H00015,320.01.0022,IRS26704050,2026-01-21,120,0.12,39.4481,1,İTHAL,44.1,İthalat dosyası,H,,107.3418,0,2026,1,4
D00011,320.01.0048,IRS26704051,2026-03-09,500,500,102.729,1,YERLİ,45.2667,İthalat dosyası,E,Kalite onaylı,1134.7083,60,2026,3,11
H00016,320.01.0048,IRS26704052,2026-02-28,250,250,63.9174,1,YERLİ,44.6833,Numune kabul,H,,357.6135,0,2026,2,9
H00001,320.01.0048,IRS26704053,2026-02-16,120,0.12,76.9268,1,YERLİ,44.6833,Numune kabul,H,,206.5921,0,2026,2,8
D00010,320.01.0003,IRS26704054,2026-02-05,250,250,406.5788,1,YERLİ,44.6833,Numune kabul,H,,2274.7805,90,2026,2,6
D00010,320.01.0012,IRS26704055,2026-03-26,10000,10000,392.9177,1,YERLİ,45.2667,İthalat dosyası,H,,86800.6062,0,2026,3,13
H00009,320.01.0012,IRS26704056,2026-02-03,5000,5,27.8351,1,YERLİ,44.6833,İthalat dosyası,E,Kalite onaylı,3114.7095,60,2026,2,6
H00014,320.01.0003,IRS26704057,2026-02-09,500,0.5,130.9496,1,YERLİ,44.6833,Mal kabul,E,,1465.3081,90,2026,2,7
H00011,320.01.0003,IRS26704058,2026-03-18,1000,1,82.0215,1,YERLİ,45.2667,Sevk irsaliyesi,H,Kalite onaylı,1811.9611,30,2026,3,12
H00011,320.01.0050,IRS26704059,2026-03-01,500,0.5,76.8713,1,YERLİ,45.2667,Kısmi teslim,H,Kalite onaylı,849.0933,90,2026,3,9
D00009,320.01.0018,IRS26704060,2026-03-14,2000,2000,98.1168,1,İTHAL,45.2667,Mal kabul,E,Şartlı kabul,4335.0542,0,2026,3,11
D00003,320.01.0025,IRS26704061,2026-03-23,250,250,375.1145,1,YERLİ,45.2667,Kısmi teslim,H,Şartlı kabul,2071.6912,45,2026,3,13
D00004,320.01.0025,IRS26704062,2026-01-31,120,120,32.2833,1,YERLİ,44.1,Kısmi teslim,E,,87.8457,45,2026,1,5
H00003,320.01.0002,IRS26704063,2026-02-17,500,0.5,47.4303,1,YERLİ,44.6833,Numune kabul,E,Kalite onaylı,530.7386,45,2026,2,8
D00005,320.01.0017,IRS26704064,2026-02-11,5000,5000,329.165,1,YERLİ,44.6833,İthalat dosyası,E,Kalite onaylı,36833.1121,60,2026,2,7
H00016,320.01.0017,IRS26704065,2026-01-27,2000,2000,55.261,1,YERLİ,44.1,Kısmi teslim,E,Şartlı kabul,2506.1678,45,2026,1,5
H00014,320.01.0017,IRS26704066,2026-02-22,250,0.25,116.3175,1,YERLİ,44.6833,Mal kabul,H,Şartlı kabul,650.7884,30,2026,2,8
H00007,320.01.0010,IRS26704067,2026-02-04,10000,10,150.1755,1,YERLİ,44.6833,Sevk irsaliyesi,E,Şartlı kabul,33608.8651,45,2026,2,6
D00010,320.01.0010,IRS26704068,2026-02-17,2000,2000,460.8738,1,YERLİ,44.6833,Sevk irsaliyesi,H,,20628.4585,45,2026,2,8
H00009,320.01.0010,IRS26704069,2026-04-22,250,0.25,32.6714,1,YERLİ,45.85,Kısmi teslim,E,,178.1429,60,2026,4,17
D00005,320.01.0012,IRS26704070,2026-03-02,10000,10000,329.5223,1,YERLİ,45.2667,Kısmi teslim,E,,72795.7417,45,2026,3,10
H00008,320.01.0003,IRS26704071,2026-02-06,5000,5,28.542,1,YERLİ,44.6833,Mal kabul,E,,3193.8107,45,2026,2,6
H00016,320.01.0003,IRS26704072,2026-02-07,10000,10000,58.2937,1,YERLİ,44.6833,Mal kabul,E,Kalite onaylı,13045.9702,30,2026,2,6
D00012,320.01.0014,IRS26704073,2026-02-07,10000,10000,191.4954,1,YERLİ,44.6833,İthalat dosyası,H,,42856.1454,0,2026,2,6
D00008,320.01.0003,IRS26704074,2026-03-17,10000,10000,395.102,1,YERLİ,45.2667,İthalat dosyası,H,Şartlı kabul,87283.1463,60,2026,3,12
H00011,320.01.0003,IRS26704075,2026-03-01,1000,1,78.9349,1,YERLİ,45.2667,Numune kabul,E,,1743.7741,0,2026,3,9
H00008,320.01.0005,IRS26704076,2026-04-01,1000,1,25.5635,1,İTHAL,45.85,Kısmi teslim,H,Şartlı kabul,557.5463,90,2026,4,14
D00005,320.01.0009,IRS26704077,2026-03-31,500,500,332.787,1,İTHAL,45.2667,Mal kabul,E,,3675.8478,90,2026,3,14
H00013,320.01.0018,IRS26704078,2026-03-18,250,250,70.4804,1,İTHAL,45.2667,Sevk irsaliyesi,H,Şartlı kabul,389.2508,90,2026,3,12
H00007,320.01.0004,IRS26704079,2026-01-30,2000,2,150.3413,1,YERLİ,44.1,İthalat dosyası,E,Şartlı kabul,6818.1995,0,2026,1,5
D00002,320.01.0004,IRS26704080,2026-05-02,500,500,202.6666,1,YERLİ,46.4333,Sevk irsaliyesi,E,Kalite onaylı,2182.3411,45,2026,5,18
D00011,320.01.0009,IRS26704081,2026-02-14,2000,2000,91.4521,1,İTHAL,44.6833,Sevk irsaliyesi,H,Kalite onaylı,4093.3458,60,2026,2,7
H00016,320.01.0001,IRS26704082,2026-03-31,500,500,66.6896,1,YERLİ,45.2667,Kısmi teslim,H,Kalite onaylı,736.6298,60,2026,3,14
H00003,320.01.0002,IRS26704083,2026-05-07,250,0.25,45.8262,1,YERLİ,46.4333,Kısmi teslim,H,,246.7313,90,2026,5,19
H00016,320.01.0002,IRS26704084,2026-02-27,5000,5000,64.4703,1,YERLİ,44.6833,Mal kabul,H,Şartlı kabul,7214.1382,45,2026,2,9
D00003,320.01.0003,IRS26704085,2026-04-03,1000,1000,415.6391,1,YERLİ,45.85,Mal kabul,H,,9065.193,45,2026,4,14
H00001,320.01.0003,IRS26704086,2026-02-17,5000,5,72.0117,1,YERLİ,44.6833,Sevk irsaliyesi,E,Kalite onaylı,8058.0105,0,2026,2,8
D00004,320.01.0003,IRS26704087,2026-02-26,1000,1000,28.087,1,YERLİ,44.6833,İthalat dosyası,H,,628.5794,0,2026,2,9
D00007,320.01.0003,IRS26704088,2026-03-29,500,500,160.5371,1,YERLİ,45.2667,Numune kabul,E,Şartlı kabul,1773.2362,0,2026,3,13
H00002,320.01.0003,IRS26704089,2026-02-28,500,0.5,116.1534,1,YERLİ,44.6833,Numune kabul,H,,1299.7406,60,2026,2,9
H00016,320.01.0005,IRS26704090,2026-03-25,250,250,56.0676,1,İTHAL,45.2667,Sevk irsaliyesi,E,Kalite onaylı,309.6515,45,2026,3,13
H00008,320.01.0005,IRS26704091,2026-03-01,250,0.25,30.2283,1,İTHAL,45.2667,İthalat dosyası,H,,166.9456,60,2026,3,9
H00001,320.01.0005,IRS26704092,2026-03-07,250,0.25,68.9073,1,İTHAL,45.2667,Sevk irsaliyesi,E,Kalite onaylı,380.5629,60,2026,3,10
H00004,320.01.0012,IRS26704093,2026-05-10,500,0.5,32.7199,1,YERLİ,46.4333,Kısmi teslim,H,Şartlı kabul,352.3323,90,2026,5,19
D00009,320.01.0007,IRS26704094,2026-03-01,1000,1000,88.5619,1,İTHAL,45.2667,Mal kabul,E,Şartlı kabul,1956.447,30,2026,3,9
D00006,320.01.0007,IRS26704095,2026-02-27,120,120,226.2732,1,İTHAL,44.6833,Sevk irsaliyesi,H,,607.6719,60,2026,2,9
D00004,320.01.0004,IRS26704096,2026-04-07,250,250,28.0039,1,YERLİ,45.85,Numune kabul,H,Şartlı kabul,152.693,30,2026,4,15
H00010,320.01.0004,IRS26704097,2026-05-01,1000,1,38.6578,1,YERLİ,46.4333,Kısmi teslim,E,Şartlı kabul,832.5447,90,2026,5,18
D00012,320.01.0011,IRS26704098,2026-05-08,10000,10000,221.5321,1,YERLİ,46.4333,İthalat dosyası,E,Kalite onaylı,47709.7471,30,2026,5,19
H00008,320.01.0011,IRS26704099,2026-04-06,500,0.5,32.1441,1,YERLİ,45.85,Mal kabul,H,Kalite onaylı,350.5354,30,2026,4,15
D00007,320.01.0011,IRS26704100,2026-03-27,500,500,166.5112,1,YERLİ,45.2667,Mal kabul,E,Kalite onaylı,1839.224,30,2026,3,13
D00005,320.01.0030,IRS26704101,2026-02-17,10000,10000,412.262,1,YERLİ,44.6833,Numune kabul,H,Şartlı kabul,92263.105,30,2026,2,8
D00007,320.01.0030,IRS26704102,2026-04-26,5000,5000,190.2169,1,YERLİ,45.85,İthalat dosyası,E,,20743.3915,0,2026,4,17
D00003,320.01.0002,IRS26704103,2026-05-05,1000,1000,403.5606,1,YERLİ,46.4333,Numune kabul,E,Şartlı kabul,8691.1893,90,2026,5,19
H00007,320.01.0020,IRS26704104,2026-03-17,10000,10,133.9724,1,YERLİ,45.2667,Kısmi teslim,E,,29596.2374,90,2026,3,12
H00011,320.01.0001,IRS26704105,2026-03-14,10000,10,71.5688,1,YERLİ,45.2667,Numune kabul,H,Şartlı kabul,15810.4744,45,2026,3,11
H00003,320.01.0001,IRS26704106,2026-05-05,250,0.25,44.6714,1,YERLİ,46.4333,İthalat dosyası,H,Kalite onaylı,240.5138,30,2026,5,19
H00001,320.01.0001,IRS26704107,2026-05-01,120,0.12,69.7683,1,YERLİ,46.4333,Mal kabul,H,Şartlı kabul,180.3059,60,2026,5,18
D00008,320.01.0040,IRS26704108,2026-05-01,10000,10000,469.5305,1,YERLİ,46.4333,Mal kabul,H,Kalite onaylı,101119.3475,0,2026,5,18
H00012,320.01.0040,IRS26704109,2026-03-19,1000,1000,140.8982,1,YERLİ,45.2667,Kısmi teslim,E,Şartlı kabul,3112.6236,60,2026,3,12
D00008,320.01.0020,IRS26704110,2026-03-30,10000,10000,492.2618,1,YERLİ,45.2667,Kısmi teslim,E,Şartlı kabul,108747.0039,30,2026,3,14
D00010,320.01.0001,IRS26704111,2026-02-18,250,250,401.6224,1,YERLİ,44.6833,Kısmi teslim,H,Şartlı kabul,2247.0498,30,2026,2,8
H00014,320.01.0001,IRS26704112,2026-05-06,10000,10,110.8338,1,YERLİ,46.4333,Kısmi teslim,H,,23869.4644,45,2026,5,19
H00012,320.01.0001,IRS26704113,2026-02-24,250,250,138.406,1,YERLİ,44.6833,Sevk irsaliyesi,E,Kalite onaylı,774.3721,30,2026,2,9
D00011,320.01.0014,IRS26704115,2026-03-21,2000,2000,111.1992,1,YERLİ,45.2667,Numune kabul,H,Kalite onaylı,4913.0685,60,2026,3,12
D00007,320.01.0034,IRS26704116,2026-02-23,1000,1000,179.0191,1,İTHAL,44.6833,İthalat dosyası,H,Kalite onaylı,4006.3984,90,2026,2,9
D00003,320.01.0009,IRS26704117,2026-03-07,120,120,383.6239,1,İTHAL,45.2667,Kısmi teslim,H,Şartlı kabul,1016.9698,30,2026,3,10
H00003,320.01.0009,IRS26704118,2026-02-25,500,0.5,40.5781,1,İTHAL,44.6833,Kısmi teslim,H,Kalite onaylı,454.0634,45,2026,2,9
H00001,320.01.0050,IRS26704119,2026-02-15,2500,2.5,62.6972,1,YERLİ,44.6833,Numune kabul,H,,3507.8654,60,2026,2,7
D00007,320.01.0050,IRS26704120,2026-05-09,10000,10000,196.4355,1,YERLİ,46.4333,Numune kabul,E,,42304.876,60,2026,5,19
D00010,320.01.0050,IRS26704121,2026-05-13,120,120,443.2056,1,YERLİ,46.4333,İthalat dosyası,E,,1145.3994,45,2026,5,20
D00002,320.01.0003,IRS26704123,2026-03-11,250,250,186.0643,1,YERLİ,45.2667,İthalat dosyası,E,Kalite onaylı,1027.6003,90,2026,3,11
D00007,320.01.0016,IRS26704124,2026-03-04,500,500,171.8018,1,İTHAL,45.2667,İthalat dosyası,E,Şartlı kabul,1897.6621,30,2026,3,10
H00015,320.01.0016,IRS26704125,2026-03-06,120,0.12,37.2278,1,İTHAL,45.2667,Sevk irsaliyesi,E,Şartlı kabul,98.6892,60,2026,3,10
H00014,320.01.0023,IRS26704126,2026-04-04,5000,5,123.1908,1,YERLİ,45.85,Sevk irsaliyesi,E,Şartlı kabul,13434.1112,45,2026,4,14
H00009,320.01.0014,IRS26704127,2026-03-05,2000,2,30.0987,1,YERLİ,45.2667,Sevk irsaliyesi,H,,1329.8385,0,2026,3,10
H00002,320.01.0014,IRS26704128,2026-03-30,1000,1,139.095,1,YERLİ,45.2667,İthalat dosyası,E,,3072.7886,30,2026,3,14
