INCKEYNO,STHAR_TARIH,FISNO,SIRA,STOK_KODU,STHAR_CARIKOD,STHAR_GCMIK,STHAR_NF,GONDERILEN,KALAN,SIPARIS_TEMSILCI,DEPARTMAN,STHAR_GCKOD,DOLAR_KURU,STHAR_KOD1,STHAR_KOD2,TUTAR_USD,DURUM,YIL,AY,HAFTA,ODEKOD,ODEME_ACIKLAMA,PESINAT_ORANI,VADE_GUNU,PESIN_TUTAR,VADELI_TUTAR,RPT,KACINCI_SIPARIS
110170,2025-09-17,SIP25004762,2,M00217,120.01.0003,1200,562.9797,1200,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA1,16278.9311,KAPALI,2025,9,38,OD07,120 Gün Vadeli,0,120,0,16278.9311,1,363
110171,2025-09-17,SIP25004762,3,M00016,120.01.0003,5760,507.9562,5760,0,Bahar Ö.,YURT_ICI,1,41.5,SK06,KA3,70501.8726,KAPALI,2025,9,38,OD07,120 Gün Vadeli,0,120,0,70501.8726,1,363
110172,2025-09-17,SIP25004763,1,M00098,120.01.0048,720,298.7402,720,0,Nurhan T.,YURT_ICI,1,41.5,SK01,KA6,5182.9625,KAPALI,2025,9,38,OD03,60 Gün Vadeli,0,60,0,5182.9625,0,40
110173,2025-09-17,SIP25004764,1,M00002,120.01.0062,960,570.5353,960,0,Selim K.,YURT_ICI,1,41.5,SK01,KA1,13197.925,KAPALI,2025,9,38,OD08,Akreditif,0.2,75,2639.585,10558.34,1,22
110174,2025-09-18,SIP25004765,1,M00001,120.01.0057,1440,469.1186,1440,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA6,16277.8502,KAPALI,2025,9,38,OD07,120 Gün Vadeli,0,120,0,16277.8502,1,16
110175,2025-09-18,SIP25004766,1,M00005,120.01.0006,2400,514.775,2400,0,Selim K.,YURT_ICI,1,41.5,SK02,KA6,29770.1205,KAPALI,2025,9,38,OD07,120 Gün Vadeli,0,120,0,29770.1205,0,215
110176,2025-09-18,SIP25004766,2,M00034,120.01.0006,1920,248.2935,1920,0,Selim K.,YURT_ICI,1,41.5,SK12,KA4,11487.3137,KAPALI,2025,9,38,OD07,120 Gün Vadeli,0,120,0,11487.3137,1,215
110177,2025-09-18,STK25000737,1,M00004,120.01.0074,1200,726.2052,1200,0,Bahar Ö.,YURT_ICI,1,41.5,SK02,KA1,20998.7046,KAPALI,2025,9,38,OD08,Akreditif,0.2,75,4199.7409,16798.9637,1,17
110178,2025-09-18,SIP25004767,1,M00234,120.01.0061,1800,225.8315,1800,0,Bahar Ö.,YURT_ICI,1,41.5,SK04,KA1,9795.1012,KAPALI,2025,9,38,OD08,Akreditif,0.2,75,1959.0202,7836.081,1,25
110179,2025-09-18,SIP25004767,2,M00092,120.01.0061,1440,201.5003,747.78,692.22,Bahar Ö.,YURT_ICI,1,41.5,SK05,KA6,6991.8176,ACIK,2025,9,38,OD08,Akreditif,0.2,75,1398.3635,5593.4541,1,25
110180,2025-09-18,SIP25004767,3,M00005,120.01.0061,5760,586.8095,5760,0,Bahar Ö.,YURT_ICI,1,41.5,SK02,KA6,81446.3306,KAPALI,2025,9,38,OD08,Akreditif,0.2,75,16289.2661,65157.0645,0,25
110181,2025-09-18,STK25000738,1,M00012,120.01.0015,2400,563.8172,2400,0,Selim K.,YURT_ICI,1,41.5,SK04,KA6,32606.2959,KAPALI,2025,9,38,OD03,60 Gün Vadeli,0,60,0,32606.2959,1,87
110182,2025-09-18,SIP25004768,1,M00007,120.01.0124,1800,294.6767,1800,0,Nurhan T.,YURT_ICI,1,41.5,SK03,KA3,12781.1581,KAPALI,2025,9,38,OD04,90 Gün Vadeli,0,90,0,12781.1581,1,11
110183,2025-09-18,SIP25004769,1,M00007,120.01.0002,360,283.464,360,0,Nurhan T.,YURT_ICI,1,41.5,SK03,KA3,2458.9648,KAPALI,2025,9,38,OD03,60 Gün Vadeli,0,60,0,2458.9648,1,443
110184,2025-09-18,SIP25004769,2,M00008,120.01.0002,600,603.2486,534.62,65.38,Nurhan T.,YURT_ICI,1,41.5,SK03,KA4,8721.6665,ACIK,2025,9,38,OD03,60 Gün Vadeli,0,60,0,8721.6665,1,443
110185,2025-09-18,SIP25004770,1,M00003,120.01.0006,1800,270.1632,1800,0,Selim K.,YURT_ICI,1,41.5,SK01,KA3,11717.9219,KAPALI,2025,9,38,OD02,30 Gün Vadeli,0,30,0,11717.9219,1,216
110186,2025-09-18,SIP25004770,2,M00004,120.01.0006,288,771.689,288,0,Selim K.,YURT_ICI,1,41.5,SK02,KA1,5355.3357,KAPALI,2025,9,38,OD02,30 Gün Vadeli,0,30,0,5355.3357,1,216
110187,2025-09-18,SIP25004771,1,M00105,120.01.0007,7200,276.5944,7200,0,Bahar Ö.,YURT_ICI,1,41.5,SK02,KA1,47987.4622,KAPALI,2025,9,38,OD01,Peşin,1,0,47987.4622,0,0,152
110188,2025-09-18,SIP25004771,2,M00001,120.01.0007,600,405.7354,600,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA6,5866.054,KAPALI,2025,9,38,OD01,Peşin,1,0,5866.054,0,0,152
110189,2025-09-18,SIP25004772,1,M00050,120.01.0037,72,570.8857,72,0,Deniz Y.,YURT_DISI,1,41.5,SK01,KA2,990.4523,KAPALI,2025,9,38,OD07,120 Gün Vadeli,0,120,0,990.4523,1,30
110190,2025-09-18,SIP25004772,2,M00001,120.01.0037,960,387.9201,960,0,Deniz Y.,YURT_DISI,1,41.5,SK01,KA6,8973.5734,KAPALI,2025,9,38,OD07,120 Gün Vadeli,0,120,0,8973.5734,0,30
110191,2025-09-19,SIP25004773,1,M00004,120.01.0001,1200,666.6356,1200,0,Bahar Ö.,YURT_ICI,1,41.5,SK02,KA1,19276.2101,KAPALI,2025,9,38,OD07,120 Gün Vadeli,0,120,0,19276.2101,1,613
110192,2025-09-19,SIP25004773,2,M00186,120.01.0001,3000,686.1009,2171.56,828.44,Bahar Ö.,YURT_ICI,1,41.5,SK02,KA4,49597.6554,ACIK,2025,9,38,OD07,120 Gün Vadeli,0,120,0,49597.6554,0,613
110193,2025-09-19,SIP25004774,1,M00005,120.01.0058,960,537.2563,960,0,Bahar Ö.,YURT_ICI,1,41.5,SK02,KA6,12428.0975,KAPALI,2025,9,38,OD05,%30 Peşin + 60 Gün,0.3,60,3728.4292,8699.6682,1,33
110194,2025-09-19,SIP25004774,2,M00003,120.01.0058,12000,272.1903,12000,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA3,78705.6289,KAPALI,2025,9,38,OD05,%30 Peşin + 60 Gün,0.3,60,23611.6887,55093.9402,1,33
110195,2025-09-19,SIP25004775,1,M00058,120.01.0059,4800,711.3535,4800,0,Deniz Y.,YURT_DISI,1,41.5,SK03,KA1,82277.0313,KAPALI,2025,9,38,OD05,%30 Peşin + 60 Gün,0.3,60,24683.1094,57593.9219,0,23
110196,2025-09-19,SIP25004775,2,M00001,120.01.0059,1440,451.0409,1440,0,Deniz Y.,YURT_DISI,1,41.5,SK01,KA6,15650.5758,KAPALI,2025,9,38,OD05,%30 Peşin + 60 Gün,0.3,60,4695.1727,10955.4031,1,23
110197,2025-09-19,SIP25004775,3,M00046,120.01.0059,360,224.9737,360,0,Deniz Y.,YURT_DISI,1,41.5,SK16,KA4,1951.5791,KAPALI,2025,9,38,OD05,%30 Peşin + 60 Gün,0.3,60,585.4737,1366.1054,1,23
110198,2025-09-19,SIP25004775,4,M00001,120.01.0059,2400,471.1132,2400,0,Deniz Y.,YURT_DISI,1,41.5,SK01,KA6,27245.1007,KAPALI,2025,9,38,OD05,%30 Peşin + 60 Gün,0.3,60,8173.5302,19071.5705,0,23
110199,2025-09-19,SIP25004775,5,M00034,120.01.0059,1920,279.9861,1920,0,Deniz Y.,YURT_DISI,1,41.5,SK12,KA4,12953.5738,KAPALI,2025,9,38,OD05,%30 Peşin + 60 Gün,0.3,60,3886.0721,9067.5017,1,23
110200,2025-09-19,SIP25004776,1,M00002,120.01.0105,2400,563.7317,2400,0,Selim K.,YURT_ICI,1,41.5,SK01,KA1,32601.3513,KAPALI,2025,9,38,OD06,%50 Peşin + 45 Gün,0.5,45,16300.6756,16300.6756,0,8
110201,2025-09-19,STK25000739,1,M00001,120.01.0061,240,429.9269,235.61,4.39,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA6,2486.3242,ACIK,2025,9,38,OD06,%50 Peşin + 45 Gün,0.5,45,1243.1621,1243.1621,0,26
110202,2025-09-19,STK25000739,2,M00019,120.01.0061,288,517.0496,288,0,Bahar Ö.,YURT_ICI,1,41.5,SK07,KA2,3588.1996,KAPALI,2025,9,38,OD06,%50 Peşin + 45 Gün,0.5,45,1794.0998,1794.0998,1,26
110203,2025-09-19,SIP25004777,1,M00013,120.01.0062,2880,242.1845,2880,0,Selim K.,YURT_ICI,1,41.5,SK05,KA4,16807.0207,KAPALI,2025,9,38,OD06,%50 Peşin + 45 Gün,0.5,45,8403.5104,8403.5104,1,23
110204,2025-09-19,SIP25004778,1,M00008,120.01.0003,72,704.0004,72,0,Bahar Ö.,YURT_ICI,1,41.5,SK03,KA4,1221.3983,KAPALI,2025,9,38,OD08,Akreditif,0.2,75,244.2797,977.1186,1,364
110205,2025-09-19,SIP25004779,1,M00003,120.01.0010,3000,249.8704,3000,0,Nurhan T.,YURT_ICI,1,41.5,SK01,KA3,18062.9205,KAPALI,2025,9,38,OD06,%50 Peşin + 45 Gün,0.5,45,9031.4603,9031.4603,0,117
110206,2025-09-19,SIP25004780,1,M00006,120.01.0024,12000,133.8649,12000,0,Cem A.,YURT_ICI,1,41.5,SK02,KA3,38707.9229,KAPALI,2025,9,38,OD08,Akreditif,0.2,75,7741.5846,30966.3383,1,46
110207,2025-09-19,SIP25004781,1,M00001,120.01.0001,144,422.7705,144,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA6,1466.9627,KAPALI,2025,9,38,OD06,%50 Peşin + 45 Gün,0.5,45,733.4814,733.4814,1,614
110208,2025-09-19,SIP25004781,2,M00002,120.01.0001,288,571.946,288,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA1,3969.1674,KAPALI,2025,9,38,OD06,%50 Peşin + 45 Gün,0.5,45,1984.5837,1984.5837,1,614
110209,2025-09-19,STK25000740,1,M00001,120.01.0003,960,395.6192,960,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA6,9151.6731,KAPALI,2025,9,38,OD06,%50 Peşin + 45 Gün,0.5,45,4575.8365,4575.8365,1,365
110210,2025-09-19,STK25000740,2,M00266,120.01.0003,288,98.9968,288,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA5,687.0139,KAPALI,2025,9,38,OD06,%50 Peşin + 45 Gün,0.5,45,343.507,343.507,1,365
110211,2025-09-19,STK25000740,3,M00027,120.01.0003,960,302.7754,960,0,Bahar Ö.,YURT_ICI,1,41.5,SK09,KA5,7003.9611,KAPALI,2025,9,38,OD06,%50 Peşin + 45 Gün,0.5,45,3501.9806,3501.9806,1,365
110212,2025-09-19,STKB25000361,1,M00001,120.01.0004,72,405.6108,72,0,Nurhan T.,YURT_ICI,1,41.5,SK01,KA6,703.7103,KAPALI,2025,9,38,OD07,120 Gün Vadeli,0,120,0,703.7103,1,279
110213,2025-09-19,STKB25000361,2,M00115,120.01.0004,12000,522.9782,12000,0,Nurhan T.,YURT_ICI,1,41.5,SK05,KA1,151222.612,KAPALI,2025,9,38,OD07,120 Gün Vadeli,0,120,0,151222.612,1,279
110214,2025-09-19,STKB25000362,1,M00026,120.01.0002,288,131.8964,288,0,Nurhan T.,YURT_ICI,1,41.5,SK09,KA1,915.3292,KAPALI,2025,9,38,OD07,120 Gün Vadeli,0,120,0,915.3292,1,444
110215,2025-09-19,STKB25000362,2,M00002,120.01.0002,3840,662.8373,3840,0,Nurhan T.,YURT_ICI,1,41.5,SK01,KA1,61332.4152,KAPALI,2025,9,38,OD07,120 Gün Vadeli,0,120,0,61332.4152,0,444
110216,2025-09-19,SIP25004782,1,M00258,120.01.0026,5000,641.6308,5000,0,Elif S.,YURT_DISI,1,41.5,SK01,KA3,77304.9157,KAPALI,2025,9,38,OD01,Peşin,1,0,77304.9157,0,1,48
110217,2025-09-19,SIP25004782,2,M00002,120.01.0026,2400,585.0436,2400,0,Elif S.,YURT_DISI,1,41.5,SK01,KA1,33833.8467,KAPALI,2025,9,38,OD01,Peşin,1,0,33833.8467,0,1,48
110218,2025-09-19,SIP25004782,3,M00001,120.01.0026,240,477.2794,240,0,Elif S.,YURT_DISI,1,41.5,SK01,KA6,2760.17,KAPALI,2025,9,38,OD01,Peşin,1,0,2760.17,0,1,48
110219,2025-09-22,SIP25004783,1,M00162,120.01.0002,20000,615.3858,20000,0,Nurhan T.,YURT_ICI,1,41.5,SK07,KA1,296571.4699,KAPALI,2025,9,39,OD05,%30 Peşin + 60 Gün,0.3,60,88971.441,207600.0289,1,445
110220,2025-09-22,STK25000741,1,M00002,120.01.0065,2400,654.3435,2400,0,Nurhan T.,YURT_ICI,1,41.5,SK01,KA1,37841.5518,KAPALI,2025,9,39,OD04,90 Gün Vadeli,0,90,0,37841.5518,1,20
110221,2025-09-22,SIP25004784,1,M00027,120.01.0015,9600,271.5708,9600,0,Selim K.,YURT_ICI,1,41.5,SK09,KA5,62821.1971,KAPALI,2025,9,39,OD05,%30 Peşin + 60 Gün,0.3,60,18846.3591,43974.838,1,88
110222,2025-09-22,SIP25004785,1,M00011,120.01.0001,12000,627.5809,12000,0,Bahar Ö.,YURT_ICI,1,41.5,SK04,KA4,181469.1759,KAPALI,2025,9,39,OD06,%50 Peşin + 45 Gün,0.5,45,90734.588,90734.588,0,615
110223,2025-09-22,SIP25004785,2,M00315,120.01.0001,288,384.3827,288,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA5,2667.5233,KAPALI,2025,9,39,OD06,%50 Peşin + 45 Gün,0.5,45,1333.7616,1333.7616,1,615
110224,2025-09-22,SIP25004785,3,M00011,120.01.0001,20000,650.9941,20000,0,Bahar Ö.,YURT_ICI,1,41.5,SK04,KA4,313732.0964,KAPALI,2025,9,39,OD06,%50 Peşin + 45 Gün,0.5,45,156866.0482,156866.0482,1,615
110225,2025-09-22,SIP25004785,4,M00001,120.01.0001,240,448.5711,240,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA6,2594.1461,KAPALI,2025,9,39,OD06,%50 Peşin + 45 Gün,0.5,45,1297.073,1297.073,0,615
110226,2025-09-22,SIP25004785,5,M00004,120.01.0001,288,718.4856,194.14,93.86,Bahar Ö.,YURT_ICI,1,41.5,SK02,KA1,4986.1169,ACIK,2025,9,39,OD06,%50 Peşin + 45 Gün,0.5,45,2493.0584,2493.0584,1,615
110227,2025-09-22,STK25000742,1,M00156,120.01.0013,600,559.1543,600,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA4,8084.1586,KAPALI,2025,9,39,OD01,Peşin,1,0,8084.1586,0,1,117
110228,2025-09-22,SIP25004786,1,M00031,120.01.0053,1800,219.6774,1800,0,Bahar Ö.,YURT_ICI,1,41.5,SK11,KA3,9528.1764,KAPALI,2025,9,39,OD07,120 Gün Vadeli,0,120,0,9528.1764,1,26
110229,2025-09-22,SIP25004786,2,M00032,120.01.0053,1920,371.0906,1920,0,Bahar Ö.,YURT_ICI,1,41.5,SK11,KA5,17168.529,KAPALI,2025,9,39,OD07,120 Gün Vadeli,0,120,0,17168.529,1,26
110230,2025-09-22,SIP25004786,3,M00175,120.01.0053,72,226.8136,72,0,Bahar Ö.,YURT_ICI,1,41.5,SK05,KA2,393.5079,KAPALI,2025,9,39,OD07,120 Gün Vadeli,0,120,0,393.5079,1,26
110231,2025-09-22,SIP25004786,4,M00003,120.01.0053,4800,287.6794,4800,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA3,33273.7619,KAPALI,2025,9,39,OD07,120 Gün Vadeli,0,120,0,33273.7619,1,26
110232,2025-09-22,SIP25004787,1,M00033,120.01.0014,5000,289.2058,5000,0,Kaan M.,BASKILI,1,41.5,SK11,KA4,34844.0723,KAPALI,2025,9,39,OD02,30 Gün Vadeli,0,30,0,34844.0723,1,87
110233,2025-09-22,SIP25004787,2,M00004,120.01.0014,144,634.9446,144,0,Kaan M.,BASKILI,1,41.5,SK02,KA1,2203.1813,KAPALI,2025,9,39,OD02,30 Gün Vadeli,0,30,0,2203.1813,0,87
110234,2025-09-22,STK25000743,1,M00002,120.01.0024,576,667.4436,576,0,Cem A.,YURT_ICI,1,41.5,SK01,KA1,9263.7955,KAPALI,2025,9,39,OD01,Peşin,1,0,9263.7955,0,1,47
110235,2025-09-22,STKB25000363,1,M00212,120.01.0001,720,769.1023,720,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA6,13343.4616,KAPALI,2025,9,39,OD01,Peşin,1,0,13343.4616,0,1,616
110236,2025-09-22,STKB25000363,2,M00004,120.01.0001,1200,671.3891,1200,0,Bahar Ö.,YURT_ICI,1,41.5,SK02,KA1,19413.6607,KAPALI,2025,9,39,OD01,Peşin,1,0,19413.6607,0,1,616
110237,2025-09-22,SIP25004788,1,M00015,120.01.0011,3840,343.8609,3840,0,Bahar Ö.,YURT_ICI,1,41.5,SK05,KA5,31817.4905,KAPALI,2025,9,39,OD02,30 Gün Vadeli,0,30,0,31817.4905,1,125
110238,2025-09-22,SIP25004788,2,M00002,120.01.0011,1440,546.8618,1440,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA1,18975.4456,KAPALI,2025,9,39,OD02,30 Gün Vadeli,0,30,0,18975.4456,0,125
110239,2025-09-22,SIP25004789,1,M00002,120.01.0031,3840,537.8003,3840,0,Pelin R.,BASKILI,1,41.5,SK01,KA1,49762.7266,KAPALI,2025,9,39,OD04,90 Gün Vadeli,0,90,0,49762.7266,1,39
110240,2025-09-22,SIP25004789,2,M00005,120.01.0031,9600,551.0113,9600,0,Pelin R.,BASKILI,1,41.5,SK02,KA6,127462.8549,KAPALI,2025,9,39,OD04,90 Gün Vadeli,0,90,0,127462.8549,0,39
110241,2025-09-22,SIP25004789,3,M00011,120.01.0031,12000,650.6043,12000,0,Pelin R.,BASKILI,1,41.5,SK04,KA4,188126.5446,KAPALI,2025,9,39,OD04,90 Gün Vadeli,0,90,0,188126.5446,0,39
110242,2025-09-23,SIP25004790,1,M00014,120.01.0127,600,111.6945,600,0,Cem A.,YURT_ICI,1,41.5,SK05,KA4,1614.8602,KAPALI,2025,9,39,OD06,%50 Peşin + 45 Gün,0.5,45,807.4301,807.4301,1,16
110243,2025-09-23,SIP25004791,1,M00005,120.01.0031,5760,505.3195,5760,0,Pelin R.,BASKILI,1,41.5,SK02,KA6,70135.9113,KAPALI,2025,9,39,OD01,Peşin,1,0,70135.9113,0,1,40
110244,2025-09-23,SIP25004791,2,M00008,120.01.0031,2400,661.6634,2400,0,Pelin R.,BASKILI,1,41.5,SK03,KA4,38264.8713,KAPALI,2025,9,39,OD01,Peşin,1,0,38264.8713,0,1,40
110245,2025-09-23,SIP25004791,3,M00004,120.01.0031,1200,732.8436,1200,0,Pelin R.,BASKILI,1,41.5,SK02,KA1,21190.6583,KAPALI,2025,9,39,OD01,Peşin,1,0,21190.6583,0,1,40
110246,2025-09-23,SIP25004791,4,M00006,120.01.0031,12000,140.6412,12000,0,Pelin R.,BASKILI,1,41.5,SK02,KA3,40667.3349,KAPALI,2025,9,39,OD01,Peşin,1,0,40667.3349,0,1,40
110247,2025-09-23,SIP25004792,1,M00073,120.01.0008,288,240.8385,288,0,Nurhan T.,YURT_ICI,1,41.5,SK13,KA2,1671.3612,KAPALI,2025,9,39,OD08,Akreditif,0.2,75,334.2722,1337.089,1,169
110248,2025-09-23,SIP25004792,2,M00024,120.01.0008,3000,466.4742,3000,0,Nurhan T.,YURT_ICI,1,41.5,SK08,KA3,33721.0265,KAPALI,2025,9,39,OD08,Akreditif,0.2,75,6744.2053,26976.8212,1,169
110249,2025-09-23,STK25000744,1,M00057,120.01.0005,12000,434.4289,12000,0,Elif S.,YURT_DISI,1,41.5,SK12,KA1,125617.9952,KAPALI,2025,9,39,OD02,30 Gün Vadeli,0,30,0,125617.9952,1,225
110250,2025-09-23,STK25000744,2,M00034,120.01.0005,4800,287.9603,4800,0,Elif S.,YURT_DISI,1,41.5,SK12,KA4,33306.2516,KAPALI,2025,9,39,OD02,30 Gün Vadeli,0,30,0,33306.2516,0,225
110251,2025-09-23,STK25000745,1,M00005,120.01.0016,1440,565.4544,1440,0,Selim K.,YURT_ICI,1,41.5,SK02,KA6,19620.5864,KAPALI,2025,9,39,OD07,120 Gün Vadeli,0,120,0,19620.5864,1,75
110252,2025-09-23,STK25000745,2,M00010,120.01.0016,360,608.992,360,0,Selim K.,YURT_ICI,1,41.5,SK04,KA6,5282.8222,KAPALI,2025,9,39,OD07,120 Gün Vadeli,0,120,0,5282.8222,1,75
110253,2025-09-23,STK25000745,3,M00002,120.01.0016,576,569.6766,576,0,Selim K.,YURT_ICI,1,41.5,SK01,KA1,7906.8367,KAPALI,2025,9,39,OD07,120 Gün Vadeli,0,120,0,7906.8367,1,75
110254,2025-09-23,STK25000745,4,M00004,120.01.0016,288,681.9997,288,0,Selim K.,YURT_ICI,1,41.5,SK02,KA1,4732.9136,KAPALI,2025,9,39,OD07,120 Gün Vadeli,0,120,0,4732.9136,1,75
110255,2025-09-23,STK25000746,1,M00026,120.01.0078,1200,150.2052,1200,0,Cem A.,YURT_ICI,1,41.5,SK09,KA1,4343.2829,KAPALI,2025,9,39,OD01,Peşin,1,0,4343.2829,0,1,13
110256,2025-09-23,STK25000746,2,M00040,120.01.0078,144,711.6394,144,0,Cem A.,YURT_ICI,1,41.5,SK14,KA5,2469.303,KAPALI,2025,9,39,OD01,Peşin,1,0,2469.303,0,1,13
110257,2025-09-23,SIP25004793,1,M00008,120.01.0001,2400,682.2697,2400,0,Bahar Ö.,YURT_ICI,1,41.5,SK03,KA4,39456.561,KAPALI,2025,9,39,OD03,60 Gün Vadeli,0,60,0,39456.561,1,617
110258,2025-09-23,SIP25004794,1,M00002,120.01.0007,2400,662.4983,2400,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA1,38313.1547,KAPALI,2025,9,39,OD04,90 Gün Vadeli,0,90,0,38313.1547,0,153
110259,2025-09-23,SIP25004795,1,M00141,120.01.0006,2400,158.7735,2400,0,Selim K.,YURT_ICI,1,41.5,SK06,KA5,9182.0819,KAPALI,2025,9,39,OD03,60 Gün Vadeli,0,60,0,9182.0819,1,217
110260,2025-09-23,SIP25004795,2,M00126,120.01.0006,2880,419.7906,2880,0,Selim K.,YURT_ICI,1,41.5,SK02,KA4,29132.4561,KAPALI,2025,9,39,OD03,60 Gün Vadeli,0,60,0,29132.4561,1,217
110261,2025-09-23,SIP25004796,1,M00037,120.01.0072,1920,414.7365,1920,0,Deniz Y.,YURT_DISI,1,41.5,SK13,KA1,19187.8092,KAPALI,2025,9,39,OD05,%30 Peşin + 60 Gün,0.3,60,5756.3428,13431.4664,0,17
110262,2025-09-23,SIP25004796,2,M00028,120.01.0072,480,377.3907,480,0,Deniz Y.,YURT_DISI,1,41.5,SK10,KA5,4365.0009,KAPALI,2025,9,39,OD05,%30 Peşin + 60 Gün,0.3,60,1309.5003,3055.5006,1,17
110263,2025-09-23,SIP25004797,1,M00002,120.01.0003,960,651.0265,960,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA1,15059.8901,KAPALI,2025,9,39,OD06,%50 Peşin + 45 Gün,0.5,45,7529.9451,7529.9451,0,366
110264,2025-09-23,SIP25004797,2,M00001,120.01.0003,600,441.0276,600,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA6,6376.3027,KAPALI,2025,9,39,OD06,%50 Peşin + 45 Gün,0.5,45,3188.1514,3188.1514,1,366
110265,2025-09-23,SIP25004797,3,M00018,120.01.0003,360,250.0879,360,0,Bahar Ö.,YURT_ICI,1,41.5,SK06,KA1,2169.4372,KAPALI,2025,9,39,OD06,%50 Peşin + 45 Gün,0.5,45,1084.7186,1084.7186,1,366
110266,2025-09-23,STKB25000364,1,M00010,120.01.0032,1800,545.0751,1490.71,309.29,Cem A.,YURT_ICI,1,41.5,SK04,KA6,23641.8116,ACIK,2025,9,39,OD08,Akreditif,0.2,75,4728.3623,18913.4493,1,49
110267,2025-09-23,STKB25000364,2,M00001,120.01.0032,360,470.6916,360,0,Cem A.,YURT_ICI,1,41.5,SK01,KA6,4083.1079,KAPALI,2025,9,39,OD08,Akreditif,0.2,75,816.6216,3266.4863,1,49
110268,2025-09-23,SIP25004798,1,M00007,120.01.0004,1800,290.2216,1800,0,Nurhan T.,YURT_ICI,1,41.5,SK03,KA3,12587.9248,KAPALI,2025,9,39,OD07,120 Gün Vadeli,0,120,0,12587.9248,1,280
110269,2025-09-23,SIP25004798,2,M00190,120.01.0004,288,53.6079,288,0,Nurhan T.,YURT_ICI,1,41.5,SK09,KA2,372.0259,KAPALI,2025,9,39,OD07,120 Gün Vadeli,0,120,0,372.0259,1,280
110270,2025-09-23,STK25000747,1,M00006,120.01.0032,2000,133.7969,2000,0,Cem A.,YURT_ICI,1,41.5,SK02,KA3,6448.0434,KAPALI,2025,9,39,OD02,30 Gün Vadeli,0,30,0,6448.0434,0,50
110271,2025-09-23,SIP25004799,1,M00007,120.01.0066,720,272.0276,720,0,Cem A.,YURT_ICI,1,41.5,SK03,KA3,4719.515,KAPALI,2025,9,39,OD03,60 Gün Vadeli,0,60,0,4719.515,0,20
110272,2025-09-24,STK25000748,1,M00001,120.01.0002,600,425.6806,600,0,Nurhan T.,YURT_ICI,1,41.5,SK01,KA6,6154.4183,KAPALI,2025,9,39,OD01,Peşin,1,0,6154.4183,0,1,446
110273,2025-09-24,SIP25004800,1,M00210,120.01.0003,1800,473.2656,1800,0,Bahar Ö.,YURT_ICI,1,41.5,SK05,KA2,20527.1827,KAPALI,2025,9,39,OD04,90 Gün Vadeli,0,90,0,20527.1827,0,367
110274,2025-09-24,SIP25004800,2,M00005,120.01.0003,576,588.4366,576,0,Bahar Ö.,YURT_ICI,1,41.5,SK02,KA6,8167.2164,KAPALI,2025,9,39,OD04,90 Gün Vadeli,0,90,0,8167.2164,1,367
110275,2025-09-24,SIP25004800,3,M00324,120.01.0003,4800,499.045,4800,0,Bahar Ö.,YURT_ICI,1,41.5,SK05,KA2,57720.8675,KAPALI,2025,9,39,OD04,90 Gün Vadeli,0,90,0,57720.8675,1,367
110276,2025-09-24,SIP25004800,4,M00007,120.01.0003,360,323.5057,360,0,Bahar Ö.,YURT_ICI,1,41.5,SK03,KA3,2806.3145,KAPALI,2025,9,39,OD04,90 Gün Vadeli,0,90,0,2806.3145,1,367
110277,2025-09-24,SIP25004800,5,M00008,120.01.0003,960,700.0707,930.39,29.61,Bahar Ö.,YURT_ICI,1,41.5,SK03,KA4,16194.4066,ACIK,2025,9,39,OD04,90 Gün Vadeli,0,90,0,16194.4066,1,367
110278,2025-09-24,SIP25004801,1,M00002,120.01.0001,960,615.5135,960,0,Bahar Ö.,YURT_ICI,1,41.5,SK01,KA1,14238.3846,KAPALI,2025,9,39,OD07,120 Gün Vadeli,0,120,0,14238.3846,0,618
110279,2025-09-24,SIP25004802,1,M00005,120.01.0040,1440,557.8004,1440,0,Selim K.,YURT_ICI,1,41.5,SK02,KA6,19355.0018,KAPALI,2025,9,39,OD04,90 Gün Vadeli,0,90,0,19355.0018,1,28
110280,2025-09-24,SIP25004803,1,M00029,120.01.0001,144,757.8522,144,0,Bahar Ö.,YURT_ICI,1,41.5,SK10,KA1,2629.6558,KAPALI,2025,9,39,OD08,Akreditif,0.2,75,525.9312,2103.7246,1,619
