INCKEYNO,STHAR_TARIH,FISNO,SIRA,STOK_KODU,STHAR_CARIKOD,STHAR_GCMIK,STHAR_NF,GONDERILEN,KALAN,SIPARIS_TEMSILCI,DEPARTMAN,STHAR_GCKOD,DOLAR_KURU,STHAR_KOD1,STHAR_KOD2,TUTAR_USD,DURUM,YIL,AY,HAFTA,ODEKOD,ODEME_ACIKLAMA,PESINAT_ORANI,VADE_GUNU,PESIN_TUTAR,VADELI_TUTAR,RPT,KACINCI_SIPARIS,MUSTERI_SIP_NO,TESLIM_YERI,EK_ACIKLAMA_1,EK_ACIKLAMA_2,EK_ACIKLAMA_3_MALZEME,EK_ACIKLAMA_4,EK_ACIKLAMA_5
111474,2025-12-15,SIP25005412,2,M00016,120.01.0001,1800,190.1918,1800,0,Elif S.,YURT_DISI,1,43.45,SK02,KA3,7879.0619,KAPALI,2025,12,51,OD06,%50 Peşin + 45 Gün,0.5,45,3939.5309,3939.5309,0,685,PO-94960,Liman Teslim (FOB),Geçme Kapak,60 adet/koli,"Krom 0,25mm",Dökme,Acil
111475,2025-12-15,SIP25005413,1,M00039,120.01.0098,2880,485.7408,2880,0,Deniz Y.,YURT_DISI,1,43.45,SK01,KA5,32196.3983,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,32196.3983,1,15,PO-21732,Müşteri Deposu,Vidalı Kapak,24 adet/koli,"Teneke 0,20mm",Kolili,
111476,2025-12-15,SIP25005413,2,M00020,120.01.0098,2400,513.247,2400,0,Deniz Y.,YURT_DISI,1,43.45,SK01,KA6,28349.6617,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,28349.6617,1,15,PO-15115,Liman Teslim (FOB),Geçme Kapak,48 adet/koli,"Krom 0,25mm",Dökme,
111477,2025-12-15,SIP25005413,3,M00072,120.01.0098,8000,317.6074,8000,0,Deniz Y.,YURT_DISI,1,43.45,SK04,KA3,58477.7722,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,58477.7722,1,15,PO-60683,Müşteri Deposu,Kapaksız,100 adet/koli,"Teneke 0,22mm",Dökme,
111478,2025-12-15,SIP25005414,1,M00001,120.01.0004,1200,414.3049,1200,0,Bahar Ö.,YURT_ICI,1,43.45,SK12,KA2,11442.2527,KAPALI,2025,12,51,OD01,Peşin,1,0,11442.2527,0,1,305,PO-83998,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Kolili,Acil
111479,2025-12-15,SIP25005414,2,M00004,120.01.0004,576,741.1268,576,0,Bahar Ö.,YURT_ICI,1,43.45,SK01,KA6,9824.834,KAPALI,2025,12,51,OD01,Peşin,1,0,9824.834,0,0,305,PO-19193,Müşteri Deposu,Geçme Kapak,48 adet/koli,"Teneke 0,22mm",Paletli,Acil
111480,2025-12-15,SIP25005414,3,M00001,120.01.0004,8000,418.6384,8000,0,Bahar Ö.,YURT_ICI,1,43.45,SK12,KA2,77079.5673,KAPALI,2025,12,51,OD01,Peşin,1,0,77079.5673,0,0,305,PO-79350,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Dökme,
111481,2025-12-15,SIP25005415,1,M00002,120.01.0044,3000,650.2087,3000,0,Bahar Ö.,YURT_ICI,1,43.45,SK11,KA5,44893.5811,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,44893.5811,1,28,PO-99601,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Krom 0,25mm",Paletli,Numune onaylı
111482,2025-12-15,SIP25005415,2,M00272,120.01.0044,72,418.3156,72,0,Bahar Ö.,YURT_ICI,1,43.45,SK01,KA5,693.1812,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,693.1812,1,28,PO-54513,Müşteri Deposu,Kapaksız,12 adet/koli,"Krom 0,25mm",Kolili,
111483,2025-12-15,SIP25005416,1,M00001,120.01.0009,600,437.2982,600,0,Bahar Ö.,YURT_ICI,1,43.45,SK12,KA2,6038.6403,KAPALI,2025,12,51,OD08,Akreditif,0.2,75,1207.7281,4830.9122,0,139,PO-73214,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Dökme,
111484,2025-12-15,SIP25005417,1,M00188,120.01.0004,1200,826.9827,1200,0,Bahar Ö.,YURT_ICI,1,43.45,SK01,KA4,22839.5682,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,22839.5682,1,306,PO-19320,Fabrika Teslim,Geçme Kapak,24 adet/koli,"Teneke 0,18mm",Paletli,
111485,2025-12-15,SIP25005417,2,M00011,120.01.0004,7200,540.3535,4197.11,3002.89,Bahar Ö.,YURT_ICI,1,43.45,SK01,KA3,89540.7411,ACIK,2025,12,51,OD02,30 Gün Vadeli,0,30,0,89540.7411,1,306,PO-62552,Liman Teslim (FOB),Vidalı Kapak,60 adet/koli,"Krom 0,25mm",Paletli,Numune onaylı
111486,2025-12-15,STKB25000376,1,M00004,120.01.0093,1440,872.1389,1440,0,Kaan M.,BASKILI,1,43.45,SK01,KA6,28904.028,KAPALI,2025,12,51,OD06,%50 Peşin + 45 Gün,0.5,45,14452.014,14452.014,0,16,PO-55035,Liman Teslim (FOB),Geçme Kapak,48 adet/koli,"Krom 0,25mm",Kolili,
111487,2025-12-15,STKB25000376,2,M00073,120.01.0093,72,69.3094,72,0,Kaan M.,BASKILI,1,43.45,SK11,KA2,114.851,KAPALI,2025,12,51,OD06,%50 Peşin + 45 Gün,0.5,45,57.4255,57.4255,0,16,PO-50360,Fabrika Teslim,Kolay Açılır,12 adet/koli,"Teneke 0,22mm",Kolili,Acil
111488,2025-12-15,SIP25005418,1,M00003,120.01.0013,600,380.5893,600,0,Deniz Y.,YURT_DISI,1,43.45,SK01,KA6,5255.5484,KAPALI,2025,12,51,OD01,Peşin,1,0,5255.5484,0,0,124,PO-57112,Antrepo,Geçme Kapak,12 adet/koli,"Teneke 0,18mm",Paletli,
111489,2025-12-16,SIP25005419,1,M00001,120.01.0039,2000,443.3534,2000,0,Bahar Ö.,YURT_ICI,1,43.45,SK12,KA2,20407.5213,KAPALI,2025,12,51,OD01,Peşin,1,0,20407.5213,0,1,34,PO-82444,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Krom 0,25mm",Kolili,Numune onaylı
111490,2025-12-16,STK25000801,1,M00006,120.01.0021,576,703.381,576,0,Bahar Ö.,YURT_ICI,1,43.45,SK08,KA4,9324.4524,KAPALI,2025,12,51,OD06,%50 Peşin + 45 Gün,0.5,45,4662.2262,4662.2262,0,71,PO-73682,Liman Teslim (FOB),Geçme Kapak,48 adet/koli,"Teneke 0,20mm",Paletli,Numune onaylı
111491,2025-12-16,STK25000801,2,M00023,120.01.0021,5000,838.0104,5000,0,Bahar Ö.,YURT_ICI,1,43.45,SK01,KA6,96433.878,KAPALI,2025,12,51,OD06,%50 Peşin + 45 Gün,0.5,45,48216.939,48216.939,1,71,PO-69186,Liman Teslim (FOB),Kolay Açılır,100 adet/koli,"Teneke 0,18mm",Paletli,
111492,2025-12-16,SIP25005420,1,M00020,120.01.0008,9600,612.968,9600,0,Selim K.,YURT_ICI,1,43.45,SK01,KA6,135431.3648,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,135431.3648,1,197,PO-71668,Liman Teslim (FOB),Geçme Kapak,48 adet/koli,"Krom 0,25mm",Dökme,
111493,2025-12-16,SIP25005421,1,M00035,120.01.0002,720,168.6443,720,0,Cem A.,YURT_ICI,1,43.45,SK01,KA6,2794.5661,KAPALI,2025,12,51,OD06,%50 Peşin + 45 Gün,0.5,45,1397.2831,1397.2831,1,491,PO-49417,Müşteri Deposu,Vidalı Kapak,60 adet/koli,"Teneke 0,20mm",Dökme,
111494,2025-12-16,SIP25005422,1,M00043,120.01.0118,144,578.0639,76.05,67.95,Cem A.,YURT_ICI,1,43.45,SK01,KA5,1915.7929,ACIK,2025,12,51,OD04,90 Gün Vadeli,0,90,0,1915.7929,1,11,PO-72159,CIF Teslim,Geçme Kapak,12 adet/koli,"Teneke 0,22mm",Paletli,Numune onaylı
111495,2025-12-16,SIP25005422,2,M00002,120.01.0118,1200,715.0098,1200,0,Cem A.,YURT_ICI,1,43.45,SK11,KA5,19747.1061,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,19747.1061,1,11,PO-48553,Fabrika Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Dökme,Acil
111496,2025-12-16,SIP25005422,3,M00010,120.01.0118,4800,556.6021,4467.06,332.94,Cem A.,YURT_ICI,1,43.45,SK01,KA3,61488.8396,ACIK,2025,12,51,OD04,90 Gün Vadeli,0,90,0,61488.8396,0,11,PO-55434,Müşteri Deposu,Geçme Kapak,60 adet/koli,"Krom 0,25mm",Paletli,
111497,2025-12-16,SIP25005423,1,M00003,120.01.0001,960,340.0133,960,0,Elif S.,YURT_DISI,1,43.45,SK01,KA6,7512.3767,KAPALI,2025,12,51,OD07,120 Gün Vadeli,0,120,0,7512.3767,1,686,PO-36451,Antrepo,Geçme Kapak,12 adet/koli,"Teneke 0,18mm",Kolili,
111498,2025-12-16,SIP25005423,2,M00005,120.01.0001,3840,363.7663,3247.76,592.24,Elif S.,YURT_DISI,1,43.45,SK04,KA3,32148.7363,ACIK,2025,12,51,OD07,120 Gün Vadeli,0,120,0,32148.7363,1,686,PO-41983,Fabrika Teslim,Vidalı Kapak,48 adet/koli,"Krom 0,25mm",Paletli,Acil
111499,2025-12-16,SIP25005423,3,M00020,120.01.0001,2400,583.8409,2400,0,Elif S.,YURT_DISI,1,43.45,SK01,KA6,32248.9795,KAPALI,2025,12,51,OD07,120 Gün Vadeli,0,120,0,32248.9795,0,686,PO-84938,CIF Teslim,Geçme Kapak,48 adet/koli,"Teneke 0,18mm",Dökme,Numune onaylı
111500,2025-12-16,SIP25005424,1,M00008,120.01.0015,1200,919.7586,1200,0,Selim K.,YURT_ICI,1,43.45,SK01,KA2,25401.8486,KAPALI,2025,12,51,OD05,%30 Peşin + 60 Gün,0.3,60,7620.5546,17781.294,1,94,PO-96890,Antrepo,Kolay Açılır,60 adet/koli,"Teneke 0,22mm",Dökme,Numune onaylı
111501,2025-12-16,SIP25005425,1,M00009,120.01.0006,2400,703.8125,2400,0,Bahar Ö.,YURT_ICI,1,43.45,SK01,KA1,38875.7192,KAPALI,2025,12,51,OD06,%50 Peşin + 45 Gün,0.5,45,19437.8596,19437.8596,1,218,PO-19293,Antrepo,Geçme Kapak,12 adet/koli,"Teneke 0,20mm",Dökme,Acil
111502,2025-12-16,SIP25005425,2,M00044,120.01.0006,2400,548.2298,2400,0,Bahar Ö.,YURT_ICI,1,43.45,SK12,KA4,30281.9682,KAPALI,2025,12,51,OD06,%50 Peşin + 45 Gün,0.5,45,15140.9841,15140.9841,1,218,PO-74722,Antrepo,Kapaksız,12 adet/koli,"Krom 0,25mm",Dökme,
111503,2025-12-16,SIP25005425,3,M00001,120.01.0006,5000,501.3004,5000,0,Bahar Ö.,YURT_ICI,1,43.45,SK12,KA2,57687.0426,KAPALI,2025,12,51,OD06,%50 Peşin + 45 Gün,0.5,45,28843.5213,28843.5213,1,218,PO-45331,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Kolili,Numune onaylı
111504,2025-12-16,SIP25005425,4,M00001,120.01.0006,2000,416.5083,2000,0,Bahar Ö.,YURT_ICI,1,43.45,SK12,KA2,19171.8435,KAPALI,2025,12,51,OD06,%50 Peşin + 45 Gün,0.5,45,9585.9217,9585.9217,1,218,PO-52861,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Paletli,
111505,2025-12-16,SIP25005426,1,M00036,120.01.0024,4800,424.8219,4800,0,Cem A.,YURT_ICI,1,43.45,SK01,KA3,46930.8428,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,46930.8428,1,63,PO-34069,Liman Teslim (FOB),Kapaksız,60 adet/koli,"Teneke 0,22mm",Kolili,
111506,2025-12-16,SIP25005427,1,M00089,120.01.0008,720,404.4039,720,0,Selim K.,YURT_ICI,1,43.45,SK04,KA5,6701.2844,KAPALI,2025,12,51,OD07,120 Gün Vadeli,0,120,0,6701.2844,1,198,PO-26435,Liman Teslim (FOB),Vidalı Kapak,60 adet/koli,"Teneke 0,20mm",Paletli,
111507,2025-12-17,SIP25005428,1,M00001,120.01.0019,5000,398.5688,5000,0,Cem A.,YURT_ICI,1,43.45,SK12,KA2,45865.2244,KAPALI,2025,12,51,OD05,%30 Peşin + 60 Gün,0.3,60,13759.5673,32105.6571,1,82,PO-14969,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Paletli,Acil
111508,2025-12-17,SIP25005429,1,M00037,120.01.0012,960,343.746,960,0,Bahar Ö.,YURT_ICI,1,43.45,SK01,KA3,7594.8483,KAPALI,2025,12,51,OD01,Peşin,1,0,7594.8483,0,1,128,PO-21842,CIF Teslim,Kapaksız,12 adet/koli,"Krom 0,25mm",Paletli,Acil
111509,2025-12-17,SIP25005430,1,M00029,120.01.0011,2400,286.1886,2400,0,Selim K.,YURT_ICI,1,43.45,SK02,KA2,15807.8858,KAPALI,2025,12,51,OD01,Peşin,1,0,15807.8858,0,1,137,PO-61959,Fabrika Teslim,Kolay Açılır,12 adet/koli,"Teneke 0,22mm",Kolili,
111510,2025-12-17,SIP25005430,2,M00003,120.01.0011,240,377.7078,240,0,Selim K.,YURT_ICI,1,43.45,SK01,KA6,2086.3032,KAPALI,2025,12,51,OD01,Peşin,1,0,2086.3032,0,1,137,PO-98106,Antrepo,Geçme Kapak,12 adet/koli,"Teneke 0,20mm",Kolili,
111511,2025-12-17,SIP25005431,1,M00002,120.01.0006,12000,632.0746,12000,0,Bahar Ö.,YURT_ICI,1,43.45,SK11,KA5,174566.0575,KAPALI,2025,12,51,OD06,%50 Peşin + 45 Gün,0.5,45,87283.0287,87283.0287,1,219,PO-45570,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Dökme,
111512,2025-12-17,SIP25005432,1,M00001,120.01.0008,1200,458.7697,1200,0,Selim K.,YURT_ICI,1,43.45,SK12,KA2,12670.2794,KAPALI,2025,12,51,OD01,Peşin,1,0,12670.2794,0,1,199,PO-70566,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Dökme,Numune onaylı
111513,2025-12-17,SIP25005432,2,M00001,120.01.0008,600,433.3341,600,0,Selim K.,YURT_ICI,1,43.45,SK12,KA2,5983.9001,KAPALI,2025,12,51,OD01,Peşin,1,0,5983.9001,0,1,199,PO-90355,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Paletli,
111514,2025-12-17,STKB25000377,1,M00053,120.01.0021,1200,1150.1237,1200,0,Bahar Ö.,YURT_ICI,1,43.45,SK08,KA6,31764.0608,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,31764.0608,1,72,PO-30025,Fabrika Teslim,Kapaksız,24 adet/koli,"Teneke 0,20mm",Paletli,
111515,2025-12-17,STKB25000377,2,M00009,120.01.0021,360,693.2804,360,0,Bahar Ö.,YURT_ICI,1,43.45,SK01,KA1,5744.0954,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,5744.0954,1,72,PO-16174,CIF Teslim,Geçme Kapak,12 adet/koli,"Teneke 0,18mm",Kolili,Numune onaylı
111516,2025-12-17,STKB25000377,3,M00001,120.01.0021,1200,431.3333,1200,0,Bahar Ö.,YURT_ICI,1,43.45,SK12,KA2,11912.5422,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,11912.5422,1,72,PO-76860,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Dökme,
111517,2025-12-17,SIP25005433,1,M00131,120.01.0005,9600,133.0996,9600,0,Selim K.,YURT_ICI,1,43.45,SK02,KA5,29407.5066,KAPALI,2025,12,51,OD01,Peşin,1,0,29407.5066,0,1,264,PO-95118,Müşteri Deposu,Geçme Kapak,48 adet/koli,"Teneke 0,22mm",Kolili,Acil
111518,2025-12-17,STKB25000378,1,M00016,120.01.0005,4800,169.5132,4800,0,Selim K.,YURT_ICI,1,43.45,SK02,KA3,18726.4295,KAPALI,2025,12,51,OD05,%30 Peşin + 60 Gün,0.3,60,5617.9288,13108.5006,1,265,PO-90627,Liman Teslim (FOB),Geçme Kapak,60 adet/koli,"Teneke 0,22mm",Paletli,
111519,2025-12-17,SIP25005434,1,M00017,120.01.0050,1200,735.6927,1200,0,Deniz Y.,YURT_DISI,1,43.45,SK05,KA4,20318.3254,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,20318.3254,0,35,PO-47091,Fabrika Teslim,Kolay Açılır,24 adet/koli,"Teneke 0,18mm",Kolili,Acil
111520,2025-12-17,SIP25005434,2,M00011,120.01.0050,360,493.0293,360,0,Deniz Y.,YURT_DISI,1,43.45,SK01,KA3,4084.9378,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,4084.9378,1,35,PO-90011,Fabrika Teslim,Vidalı Kapak,60 adet/koli,"Teneke 0,18mm",Dökme,Acil
111521,2025-12-17,SIP25005435,1,M00059,120.01.0005,8000,535.9566,8000,0,Selim K.,YURT_ICI,1,43.45,SK01,KA4,98680.1565,KAPALI,2025,12,51,OD05,%30 Peşin + 60 Gün,0.3,60,29604.0469,69076.1095,1,266,PO-29028,Fabrika Teslim,Vidalı Kapak,100 adet/koli,"Krom 0,25mm",Kolili,
111522,2025-12-17,SIP25005436,1,M00001,120.01.0003,8000,436.9558,8000,0,Pelin R.,BASKILI,1,43.45,SK12,KA2,80452.1611,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,80452.1611,1,418,PO-24299,Fabrika Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Paletli,Numune onaylı
111523,2025-12-17,SIP25005436,2,M00217,120.01.0003,1440,462.247,1440,0,Pelin R.,BASKILI,1,43.45,SK04,KA5,15319.5784,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,15319.5784,1,418,PO-60561,Müşteri Deposu,Kolay Açılır,48 adet/koli,"Krom 0,25mm",Kolili,
111524,2025-12-18,SIP25005437,1,M00015,120.01.0116,240,680.381,240,0,Deniz Y.,YURT_DISI,1,43.45,SK01,KA3,3758.1459,KAPALI,2025,12,51,OD01,Peşin,1,0,3758.1459,0,1,11,PO-75484,Müşteri Deposu,Vidalı Kapak,12 adet/koli,"Teneke 0,22mm",Paletli,
111525,2025-12-18,SIP25005438,1,M00001,120.01.0135,8000,428.8855,8000,0,Selim K.,YURT_ICI,1,43.45,SK12,KA2,78966.2601,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,78966.2601,1,5,PO-13684,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Paletli,Acil
111526,2025-12-18,SIP25005438,2,M00060,120.01.0135,288,212.7471,288,0,Selim K.,YURT_ICI,1,43.45,SK01,KA2,1410.1534,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,1410.1534,1,5,PO-72590,Antrepo,Vidalı Kapak,24 adet/koli,"Teneke 0,22mm",Kolili,Numune onaylı
111527,2025-12-18,SIP25005438,3,M00011,120.01.0135,3000,547.4779,3000,0,Selim K.,YURT_ICI,1,43.45,SK01,KA3,37800.5455,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,37800.5455,1,5,PO-95249,Liman Teslim (FOB),Vidalı Kapak,60 adet/koli,"Teneke 0,22mm",Paletli,Numune onaylı
111528,2025-12-18,SIP25005438,4,M00002,120.01.0135,2000,598.8456,2000,0,Selim K.,YURT_ICI,1,43.45,SK11,KA5,27564.8147,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,27564.8147,1,5,PO-68643,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Kolili,Numune onaylı
111529,2025-12-18,SIP25005438,5,M00003,120.01.0135,1440,331.9501,1440,0,Selim K.,YURT_ICI,1,43.45,SK01,KA6,11001.3382,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,11001.3382,1,5,PO-49292,Antrepo,Geçme Kapak,12 adet/koli,"Krom 0,25mm",Paletli,Acil
111530,2025-12-18,SIP25005439,1,M00126,120.01.0068,3000,377.4201,3000,0,Cem A.,YURT_ICI,1,43.45,SK01,KA2,26058.9252,KAPALI,2025,12,51,OD08,Akreditif,0.2,75,5211.785,20847.1402,1,20,PO-48639,Müşteri Deposu,Geçme Kapak,60 adet/koli,"Teneke 0,22mm",Paletli,
111531,2025-12-18,STK25000802,1,M00180,120.01.0017,600,258.228,600,0,Selim K.,YURT_ICI,1,43.45,SK01,KA6,3565.8642,KAPALI,2025,12,51,OD07,120 Gün Vadeli,0,120,0,3565.8642,1,73,PO-47077,CIF Teslim,Geçme Kapak,12 adet/koli,"Teneke 0,22mm",Dökme,
111532,2025-12-18,SIP25005440,1,M00213,120.01.0006,288,426.974,288,0,Bahar Ö.,YURT_ICI,1,43.45,SK01,KA2,2830.1154,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,2830.1154,1,220,PO-51834,Antrepo,Kolay Açılır,48 adet/koli,"Teneke 0,22mm",Kolili,
111533,2025-12-18,SIP25005440,2,M00004,120.01.0006,5760,909.2968,5760,0,Bahar Ö.,YURT_ICI,1,43.45,SK01,KA6,120541.9924,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,120541.9924,1,220,PO-70769,Antrepo,Geçme Kapak,48 adet/koli,"Teneke 0,20mm",Dökme,
111534,2025-12-18,SIP25005441,1,M00012,120.01.0015,5760,300.3806,5760,0,Selim K.,YURT_ICI,1,43.45,SK01,KA1,39820.3051,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,39820.3051,1,95,PO-57711,CIF Teslim,Kapaksız,48 adet/koli,"Teneke 0,22mm",Paletli,Numune onaylı
111535,2025-12-18,SIP25005441,2,M00019,120.01.0015,20000,152.8136,20000,0,Selim K.,YURT_ICI,1,43.45,SK05,KA6,70339.977,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,70339.977,1,95,PO-49359,Müşteri Deposu,Vidalı Kapak,100 adet/koli,"Teneke 0,22mm",Paletli,
111536,2025-12-18,SIP25005441,3,M00019,120.01.0015,12000,142.4226,12000,0,Selim K.,YURT_ICI,1,43.45,SK05,KA6,39334.2048,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,39334.2048,0,95,PO-13720,Antrepo,Vidalı Kapak,100 adet/koli,"Teneke 0,22mm",Paletli,Numune onaylı
111537,2025-12-18,STK25000803,1,M00008,120.01.0002,7200,792.2579,3841.47,3358.53,Cem A.,YURT_ICI,1,43.45,SK01,KA2,131283.2423,ACIK,2025,12,51,OD03,60 Gün Vadeli,0,60,0,131283.2423,1,492,PO-67261,CIF Teslim,Kolay Açılır,60 adet/koli,"Krom 0,25mm",Paletli,Acil
111538,2025-12-18,STK25000803,2,M00103,120.01.0002,1440,845.9082,1440,0,Cem A.,YURT_ICI,1,43.45,SK04,KA6,28034.7021,KAPALI,2025,12,51,OD03,60 Gün Vadeli,0,60,0,28034.7021,1,492,PO-54088,Antrepo,Geçme Kapak,48 adet/koli,"Teneke 0,20mm",Paletli,Numune onaylı
111539,2025-12-18,SIP25005442,1,M00005,120.01.0001,2400,323.7596,2400,0,Elif S.,YURT_DISI,1,43.45,SK04,KA3,17883.154,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,17883.154,0,687,PO-67493,Liman Teslim (FOB),Vidalı Kapak,48 adet/koli,"Teneke 0,22mm",Kolili,
111540,2025-12-18,STKB25000379,1,M00012,120.01.0002,960,281.7821,960,0,Cem A.,YURT_ICI,1,43.45,SK01,KA1,6225.7955,KAPALI,2025,12,51,OD08,Akreditif,0.2,75,1245.1591,4980.6364,0,493,PO-18381,Antrepo,Kapaksız,48 adet/koli,"Teneke 0,22mm",Paletli,
111541,2025-12-18,STKB25000379,2,M00240,120.01.0002,1440,613.2519,1440,0,Cem A.,YURT_ICI,1,43.45,SK01,KA6,20324.1136,KAPALI,2025,12,51,OD08,Akreditif,0.2,75,4064.8227,16259.2909,0,493,PO-51379,Fabrika Teslim,Kapaksız,48 adet/koli,"Krom 0,25mm",Dökme,
111542,2025-12-18,SIP25005443,1,M00001,120.01.0007,20000,468.4029,18998.08,1001.92,Deniz Y.,YURT_DISI,1,43.45,SK12,KA2,215605.4776,ACIK,2025,12,51,OD06,%50 Peşin + 45 Gün,0.5,45,107802.7388,107802.7388,1,189,PO-89395,CIF Teslim,Geçme Kapak,100 adet/koli,"Krom 0,25mm",Dökme,
111543,2025-12-18,SIP25005443,2,M00005,120.01.0007,960,335.4978,960,0,Deniz Y.,YURT_DISI,1,43.45,SK04,KA3,7412.6096,KAPALI,2025,12,51,OD06,%50 Peşin + 45 Gün,0.5,45,3706.3048,3706.3048,1,189,PO-54578,CIF Teslim,Vidalı Kapak,48 adet/koli,"Teneke 0,22mm",Dökme,
111544,2025-12-18,SIP25005444,1,M00013,120.01.0001,4800,672.3846,4800,0,Elif S.,YURT_DISI,1,43.45,SK10,KA3,74279.5415,KAPALI,2025,12,51,OD05,%30 Peşin + 60 Gün,0.3,60,22283.8625,51995.679,0,688,PO-49363,Antrepo,Geçme Kapak,24 adet/koli,"Teneke 0,22mm",Paletli,Acil
111545,2025-12-18,SIP25005445,1,M00035,120.01.0014,4800,174.6482,4800,0,Bahar Ö.,YURT_ICI,1,43.45,SK01,KA6,19293.7022,KAPALI,2025,12,51,OD04,90 Gün Vadeli,0,90,0,19293.7022,1,116,PO-72152,Antrepo,Vidalı Kapak,60 adet/koli,"Teneke 0,18mm",Kolili,Acil
111546,2025-12-19,STK25000804,1,M00003,120.01.0033,960,358.2467,960,0,Kaan M.,BASKILI,1,43.45,SK01,KA6,7915.232,KAPALI,2025,12,51,OD07,120 Gün Vadeli,0,120,0,7915.232,1,26,PO-21988,Müşteri Deposu,Geçme Kapak,12 adet/koli,"Teneke 0,22mm",Dökme,Acil
111547,2025-12-19,SIP25005446,1,M00062,120.01.0006,3840,313.8434,3840,0,Bahar Ö.,YURT_ICI,1,43.45,SK01,KA4,27736.6779,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,27736.6779,1,221,PO-92706,Müşteri Deposu,Vidalı Kapak,48 adet/koli,"Teneke 0,18mm",Paletli,
111548,2025-12-19,SIP25005447,1,M00001,120.01.0036,600,488.3031,600,0,Cem A.,YURT_ICI,1,43.45,SK12,KA2,6742.9657,KAPALI,2025,12,51,OD01,Peşin,1,0,6742.9657,0,1,34,PO-86413,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Kolili,Numune onaylı
111549,2025-12-19,SIP25005448,1,M00003,120.01.0001,600,329.1611,600,0,Elif S.,YURT_DISI,1,43.45,SK01,KA6,4545.3777,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,4545.3777,1,689,PO-92685,Fabrika Teslim,Geçme Kapak,12 adet/koli,"Teneke 0,22mm",Paletli,
111550,2025-12-19,SIP25005448,2,M00002,120.01.0001,5000,751.9087,5000,0,Elif S.,YURT_DISI,1,43.45,SK11,KA5,86525.7422,KAPALI,2025,12,51,OD02,30 Gün Vadeli,0,30,0,86525.7422,1,689,PO-46500,Fabrika Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Kolili,Acil
