STOK_KODU,STOK_ADI,GRUP_KODU,GRUP_ADI,KOD_1,AD1,KOD_2,AD2,KOD_3,AD3,KOD_4,AD4,KOD_5,AD5,INGISIM,KT_YUKSEKLIK,OLCU_BR1,OLCU_BR2,OLCU_BR3,BIRIM2_CARPAN,BIRIM3_CARPAN,BIRIM_MALIYET
M00267,OVAL KUTU 094-050 VERNIKLI 3 PARÇA,01,Mamul,SK05,Oval Kutu,KA3,Kozmetik,094-050,Kalıp 094-050,B2,Vernikli,P3,3 Parça,Oval Tin 094-050 Vernikli 3 pc,45,ADET,KOLİ,PALET,24,480,4.4947
M00268,KOSELI SIVAMA KUTU 210-080 LITOGRAFI 2 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA3,Kozmetik,210-080,Kalıp 210-080,B1,Litografi,P2,2 Parça,Koseli Drawn Tin 210-080 Litografi 2 pc,75,ADET,KOLİ,PALET,48,1440,10.7006
M00269,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA6,Bal-Reçel,145-095,Kalıp 145-095,B3,Ham Teneke,P3,3 Parça,Dikdortgen Tin 145-095 Ham Teneke 3 pc,100,ADET,KOLİ,PALET,48,1152,7.6063
M00270,KALP KUTU 160-090 HAM TENEKE 3 PARÇA,01,Mamul,SK09,Kalp Kutu,KA5,Endüstriyel,160-090,Kalıp 160-090,B3,Ham Teneke,P3,3 Parça,Kalp Tin 160-090 Ham Teneke 3 pc,85,ADET,KOLİ,PALET,100,2400,10.6876
M00271,KALP KUTU 160-090 MAT LAK 2 PARÇA,01,Mamul,SK09,Kalp Kutu,KA4,Hediyelik,160-090,Kalıp 160-090,B4,Mat Lak,P2,2 Parça,Kalp Tin 160-090 Mat Lak 2 pc,85,ADET,KOLİ,PALET,12,240,10.3581
M00272,YUVARLAK KUTU 078-095 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,078-095,Kalıp 078-095,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 078-095 Vernikli 2 pc,100,ADET,KOLİ,PALET,12,240,6.6029
M00273,YUVARLAK KUTU 158-175 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,158-175,Kalıp 158-175,B1,Litografi,P2,2 Parça,Yuvarlak Tin 158-175 Litografi 2 pc,180,ADET,KOLİ,PALET,100,2000,12.2106
M00274,ALTIGEN KUTU 125-085 HAM TENEKE 2 PARÇA,01,Mamul,SK06,Altıgen Kutu,KA3,Kozmetik,125-085,Kalıp 125-085,B3,Ham Teneke,P2,2 Parça,Altıgen Tin 125-085 Ham Teneke 2 pc,90,ADET,KOLİ,PALET,12,240,9.1925
M00275,YUVARLAK KUTU 090-065 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,090-065,Kalıp 090-065,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin 090-065 Ham Teneke 2 pc,60,ADET,KOLİ,PALET,24,480,5.1847
M00276,YUVARLAK KUTU 255-205 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,255-205,Kalıp 255-205,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 255-205 Mat Lak 2 pc,210,ADET,KOLİ,PALET,48,1440,1.3806
M00277,YUVARLAK KUTU Y120-105 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,Y120-105,Kalıp Y120-105,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin Y120-105 Mat Lak 2 pc,110,ADET,KOLİ,PALET,60,1800,5.7056
M00278,DIKDORTGEN KUTU 145-095 HAM TENEKE 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA2,Boya-Kimya,145-095,Kalıp 145-095,B3,Ham Teneke,P2,2 Parça,Dikdortgen Tin 145-095 Ham Teneke 2 pc,100,ADET,KOLİ,PALET,48,1152,4.443
M00279,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,078-095,Kalıp 078-095,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin 078-095 Mat Lak 3 pc,100,ADET,KOLİ,PALET,100,3000,7.5717
M00280,PLAKA-BARDAK ALTI 205-050 LITOGRAFI 3 PARÇA,01,Mamul,SK16,Plaka-Bardak Alti,KA3,Kozmetik,205-050,Kalıp 205-050,B1,Litografi,P3,3 Parça,Plaka-Bardak Alti 205-050 Litografi 3 pc,45,ADET,KOLİ,PALET,24,576,7.6939
M00281,SEKIZGEN KUTU 135-145 VERNIKLI 2 PARÇA,01,Mamul,SK07,Sekizgen Kutu,KA1,Gıda,135-145,Kalıp 135-145,B2,Vernikli,P2,2 Parça,Sekizgen Tin 135-145 Vernikli 2 pc,140,ADET,KOLİ,PALET,48,1440,2.8255
M00282,YUVARLAK KUTU 255-205 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,255-205,Kalıp 255-205,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 255-205 Ham Teneke 3 pc,210,ADET,KOLİ,PALET,48,1440,11.9211
M00283,KAPAK 090-065 LITOGRAFI 3 PARÇA,01,Mamul,SK12,Kapak,KA3,Kozmetik,090-065,Kalıp 090-065,B1,Litografi,P3,3 Parça,Kapak 090-065 Litografi 3 pc,60,ADET,KOLİ,PALET,12,288,5.2069
M00284,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,01,Mamul,SK09,Kalp Kutu,KA1,Gıda,160-090,Kalıp 160-090,B1,Litografi,P3,3 Parça,Kalp Tin 160-090 Litografi 3 pc,85,ADET,KOLİ,PALET,12,288,1.1672
M00285,YUVARLAK KUTU Ø092 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,DIA-092,Kalıp DIA-092,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin Ø092 Ham Teneke 3 pc,99,ADET,KOLİ,PALET,60,1440,5.7195
M00286,KAPAK 090-065 VERNIKLI 2 PARÇA,01,Mamul,SK12,Kapak,KA5,Endüstriyel,090-065,Kalıp 090-065,B2,Vernikli,P2,2 Parça,Kapak 090-065 Vernikli 2 pc,60,ADET,KOLİ,PALET,24,480,5.2382
M00287,PLAKA-BARDAK ALTI 205-050 VERNIKLI 3 PARÇA,01,Mamul,SK16,Plaka-Bardak Alti,KA1,Gıda,205-050,Kalıp 205-050,B2,Vernikli,P3,3 Parça,Plaka-Bardak Alti 205-050 Vernikli 3 pc,45,ADET,KOLİ,PALET,48,1152,9.2784
M00288,KALP KUTU 090-065 HAM TENEKE 3 PARÇA,01,Mamul,SK09,Kalp Kutu,KA4,Hediyelik,090-065,Kalıp 090-065,B3,Ham Teneke,P3,3 Parça,Kalp Tin 090-065 Ham Teneke 3 pc,60,ADET,KOLİ,PALET,48,1152,8.5971
M00289,KALP KUTU 160-090 VERNIKLI 3 PARÇA,01,Mamul,SK09,Kalp Kutu,KA4,Hediyelik,160-090,Kalıp 160-090,B2,Vernikli,P3,3 Parça,Kalp Tin 160-090 Vernikli 3 pc,85,ADET,KOLİ,PALET,48,960,12.0487
M00290,YUVARLAK KUTU 078-095 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,078-095,Kalıp 078-095,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 078-095 Mat Lak 2 pc,100,ADET,KOLİ,PALET,12,360,5.2995
M00291,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,245-175,Kalıp 245-175,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin 245-175 Mat Lak 3 pc,180,ADET,KOLİ,PALET,12,360,7.811
M00292,YUVARLAK KUTU 158-175 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,158-175,Kalıp 158-175,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin 158-175 Mat Lak 3 pc,180,ADET,KOLİ,PALET,24,576,10.0937
M00293,KAPAK 090-065 LITOGRAFI 2 PARÇA,01,Mamul,SK12,Kapak,KA6,Bal-Reçel,090-065,Kalıp 090-065,B1,Litografi,P2,2 Parça,Kapak 090-065 Litografi 2 pc,60,ADET,KOLİ,PALET,48,960,3.8378
M00294,KAPAK 090-065 HAM TENEKE 3 PARÇA,01,Mamul,SK12,Kapak,KA6,Bal-Reçel,090-065,Kalıp 090-065,B3,Ham Teneke,P3,3 Parça,Kapak 090-065 Ham Teneke 3 pc,60,ADET,KOLİ,PALET,24,480,7.6535
M00295,YUVARLAK KUTU 094-050 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,094-050,Kalıp 094-050,B1,Litografi,P3,3 Parça,Yuvarlak Tin 094-050 Litografi 3 pc,45,ADET,KOLİ,PALET,12,240,7.311
M00296,YUVARLAK KUTU Y120-105 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,Y120-105,Kalıp Y120-105,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin Y120-105 Ham Teneke 3 pc,110,ADET,KOLİ,PALET,24,720,12.1576
M00297,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA2,Boya-Kimya,145-095,Kalıp 145-095,B3,Ham Teneke,P3,3 Parça,Dikdortgen Tin 145-095 Ham Teneke 3 pc,100,ADET,KOLİ,PALET,12,240,11.1689
M00298,YUVARLAK KUTU Ø148 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-148,Kalıp DIA-148,B2,Vernikli,P2,2 Parça,Yuvarlak Tin Ø148 Vernikli 2 pc,153,ADET,KOLİ,PALET,60,1440,1.8689
M00299,KOSELI SIVAMA KUTU 210-080 MAT LAK 2 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA1,Gıda,210-080,Kalıp 210-080,B4,Mat Lak,P2,2 Parça,Koseli Drawn Tin 210-080 Mat Lak 2 pc,75,ADET,KOLİ,PALET,60,1800,3.2387
M00300,KOSELI SIVAMA KUTU 255-205 HAM TENEKE 2 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA5,Endüstriyel,255-205,Kalıp 255-205,B3,Ham Teneke,P2,2 Parça,Koseli Drawn Tin 255-205 Ham Teneke 2 pc,210,ADET,KOLİ,PALET,12,240,9.3602
M00301,YUVARLAK KUTU 094-050 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,094-050,Kalıp 094-050,B1,Litografi,P3,3 Parça,Yuvarlak Tin 094-050 Litografi 3 pc,45,ADET,KOLİ,PALET,24,576,4.0099
M00302,YUVARLAK KUTU 210-255 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,210-255,Kalıp 210-255,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 210-255 Mat Lak 2 pc,260,ADET,KOLİ,PALET,48,1440,4.3907
M00303,SEKILLI KUTU 175-205 HAM TENEKE 2 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA2,Boya-Kimya,175-205,Kalıp 175-205,B3,Ham Teneke,P2,2 Parça,Sekilli Tin 175-205 Ham Teneke 2 pc,200,ADET,KOLİ,PALET,100,3000,6.1256
M00304,ALTIGEN KUTU 125-085 VERNIKLI 2 PARÇA,01,Mamul,SK06,Altıgen Kutu,KA6,Bal-Reçel,125-085,Kalıp 125-085,B2,Vernikli,P2,2 Parça,Altıgen Tin 125-085 Vernikli 2 pc,90,ADET,KOLİ,PALET,60,1440,4.2182
M00305,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B3,Ham Teneke,P2,2 Parça,Yuvarlak-Drawn Tin Ø068 Ham Teneke 2 pc,72,ADET,KOLİ,PALET,60,1440,0.897
M00306,YUVARLAK KUTU 120-105 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,120-105,Kalıp 120-105,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 120-105 Mat Lak 2 pc,110,ADET,KOLİ,PALET,12,288,8.6266
M00307,YUVARLAK KUTU 158-175 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,158-175,Kalıp 158-175,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 158-175 Ham Teneke 3 pc,180,ADET,KOLİ,PALET,100,3000,5.1677
M00308,KOSELI SIVAMA KUTU 210-080 HAM TENEKE 3 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA3,Kozmetik,210-080,Kalıp 210-080,B3,Ham Teneke,P3,3 Parça,Koseli Drawn Tin 210-080 Ham Teneke 3 pc,75,ADET,KOLİ,PALET,100,3000,2.5749
M00309,YUVARLAK KUTU Y120-105 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,Y120-105,Kalıp Y120-105,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin Y120-105 Ham Teneke 3 pc,110,ADET,KOLİ,PALET,60,1440,2.2869
M00310,YUVARLAK KUTU Ø092 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-092,Kalıp DIA-092,B1,Litografi,P2,2 Parça,Yuvarlak Tin Ø092 Litografi 2 pc,99,ADET,KOLİ,PALET,48,960,2.763
M00311,DIKDORTGEN KUTU 145-095 HAM TENEKE 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,145-095,Kalıp 145-095,B3,Ham Teneke,P2,2 Parça,Dikdortgen Tin 145-095 Ham Teneke 2 pc,100,ADET,KOLİ,PALET,24,576,11.2353
M00312,KAPAK 090-065 LITOGRAFI 3 PARÇA,01,Mamul,SK12,Kapak,KA6,Bal-Reçel,090-065,Kalıp 090-065,B1,Litografi,P3,3 Parça,Kapak 090-065 Litografi 3 pc,60,ADET,KOLİ,PALET,100,2000,4.9085
M00313,YUVARLAK KUTU 255-205 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,255-205,Kalıp 255-205,B1,Litografi,P2,2 Parça,Yuvarlak Tin 255-205 Litografi 2 pc,210,ADET,KOLİ,PALET,100,3000,7.8108
M00314,KARE KUTU 225-165 LITOGRAFI 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA4,Hediyelik,225-165,Kalıp 225-165,B1,Litografi,P3,3 Parça,Kare Tin 225-165 Litografi 3 pc,160,ADET,KOLİ,PALET,60,1440,13.1178
M00315,YUVARLAK KUTU Y120-105 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,Y120-105,Kalıp Y120-105,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin Y120-105 Ham Teneke 3 pc,110,ADET,KOLİ,PALET,48,960,4.4964
M00316,KARE KUTU 225-165 MAT LAK 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA3,Kozmetik,225-165,Kalıp 225-165,B4,Mat Lak,P3,3 Parça,Kare Tin 225-165 Mat Lak 3 pc,160,ADET,KOLİ,PALET,12,240,7.7946
M00317,KARE KUTU 225-165 MAT LAK 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA6,Bal-Reçel,225-165,Kalıp 225-165,B4,Mat Lak,P3,3 Parça,Kare Tin 225-165 Mat Lak 3 pc,160,ADET,KOLİ,PALET,100,2000,3.3872
M00318,KAPAK 090-065 HAM TENEKE 2 PARÇA,01,Mamul,SK12,Kapak,KA1,Gıda,090-065,Kalıp 090-065,B3,Ham Teneke,P2,2 Parça,Kapak 090-065 Ham Teneke 2 pc,60,ADET,KOLİ,PALET,100,2000,5.0804
M00319,OVAL KUTU 295-165 LITOGRAFI 2 PARÇA,01,Mamul,SK05,Oval Kutu,KA5,Endüstriyel,295-165,Kalıp 295-165,B1,Litografi,P2,2 Parça,Oval Tin 295-165 Litografi 2 pc,160,ADET,KOLİ,PALET,24,480,13.7361
M00320,KOSELI SIVAMA KUTU 210-080 HAM TENEKE 2 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA6,Bal-Reçel,210-080,Kalıp 210-080,B3,Ham Teneke,P2,2 Parça,Koseli Drawn Tin 210-080 Ham Teneke 2 pc,75,ADET,KOLİ,PALET,48,1152,1.7018
M00321,YUVARLAK KUTU 120-105 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,120-105,Kalıp 120-105,B1,Litografi,P3,3 Parça,Yuvarlak Tin 120-105 Litografi 3 pc,110,ADET,KOLİ,PALET,100,3000,6.8083
M00322,KARE KUTU 205-050 HAM TENEKE 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA5,Endüstriyel,205-050,Kalıp 205-050,B3,Ham Teneke,P3,3 Parça,Kare Tin 205-050 Ham Teneke 3 pc,45,ADET,KOLİ,PALET,12,240,2.4605
M00323,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 120-105 Ham Teneke 3 pc,110,ADET,KOLİ,PALET,60,1200,2.0233
M00324,KARE KUTU 185-115 VERNIKLI 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA5,Endüstriyel,185-115,Kalıp 185-115,B2,Vernikli,P3,3 Parça,Kare Tin 185-115 Vernikli 3 pc,110,ADET,KOLİ,PALET,48,1152,6.9765
M00325,TEPSI 325-125 HAM TENEKE 3 PARÇA,01,Mamul,SK11,Tepsi,KA4,Hediyelik,325-125,Kalıp 325-125,B3,Ham Teneke,P3,3 Parça,Tepsi 325-125 Ham Teneke 3 pc,120,ADET,KOLİ,PALET,24,720,10.009
M00326,YUVARLAK KUTU Ø148 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,DIA-148,Kalıp DIA-148,B1,Litografi,P3,3 Parça,Yuvarlak Tin Ø148 Litografi 3 pc,153,ADET,KOLİ,PALET,60,1800,2.3193
M00327,SEKILLI KUTU 210-255 HAM TENEKE 2 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,210-255,Kalıp 210-255,B3,Ham Teneke,P2,2 Parça,Sekilli Tin 210-255 Ham Teneke 2 pc,260,ADET,KOLİ,PALET,12,240,5.6535
M00328,KOSELI SIVAMA KUTU 210-080 LITOGRAFI 3 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA1,Gıda,210-080,Kalıp 210-080,B1,Litografi,P3,3 Parça,Koseli Drawn Tin 210-080 Litografi 3 pc,75,ADET,KOLİ,PALET,100,2000,3.1903
M00329,SEKILLI KUTU 175-205 HAM TENEKE 2 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA3,Kozmetik,175-205,Kalıp 175-205,B3,Ham Teneke,P2,2 Parça,Sekilli Tin 175-205 Ham Teneke 2 pc,200,ADET,KOLİ,PALET,60,1800,11.9063
M00330,KALP KUTU 160-090 HAM TENEKE 3 PARÇA,01,Mamul,SK09,Kalp Kutu,KA2,Boya-Kimya,160-090,Kalıp 160-090,B3,Ham Teneke,P3,3 Parça,Kalp Tin 160-090 Ham Teneke 3 pc,85,ADET,KOLİ,PALET,100,2000,3.6438
H00001,"TENEKE SAC 0,18MM",02,Hammadde,HM,Hammadde,HM1,Sac,,,,,,,"Teneke Sac 0,18mm",,KG,TON,,1000,,47.373
H00002,"TENEKE SAC 0,20MM",02,Hammadde,HM,Hammadde,HM1,Sac,,,,,,,"Teneke Sac 0,20mm",,KG,TON,,1000,,31.139
H00003,"TENEKE SAC 0,22MM",02,Hammadde,HM,Hammadde,HM1,Sac,,,,,,,"Teneke Sac 0,22mm",,KG,TON,,1000,,63.206
H00004,"KROM SAC 0,25MM",02,Hammadde,HM,Hammadde,HM1,Sac,,,,,,,"Krom Sac 0,25mm",,KG,TON,,1000,,51.901
H00005,BEYAZ VERNIK,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Beyaz Vernik,,KG,TON,,1000,,14.467
H00006,ALTIN VERNIK,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Altın Vernik,,KG,TON,,1000,,55.117
H00007,OFSET MÜREKKEP CYAN,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Ofset Mürekkep Cyan,,KG,TON,,1000,,43.675
H00008,OFSET MÜREKKEP MAGENTA,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Ofset Mürekkep Magenta,,KG,TON,,1000,,49.66
H00009,OFSET MÜREKKEP SARI,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Ofset Mürekkep Sarı,,KG,TON,,1000,,40.139
H00010,OFSET MÜREKKEP SIYAH,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Ofset Mürekkep Siyah,,KG,TON,,1000,,61.949
H00011,CONTA BILEŞIMI,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Conta Bileşimi,,KG,TON,,1000,,49.903
H00012,TINER,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Tiner,,LT,LT,,1,,46.041
H00013,KALIP YAĞI,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Kalıp Yağı,,LT,LT,,1,,43.19
H00014,LEHIM TELI,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Lehim Teli,,KG,TON,,1000,,24.57
H00015,ASTAR BOYA,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Astar Boya,,KG,TON,,1000,,15.833
H00016,KORUYUCU FILM,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Koruyucu Film,,MT,MT,,1,,58.762
D00001,OLUKLU KOLI 40X30X25,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Oluklu Koli 40x30x25,,ADET,ADET,,1,,122.328
D00002,OLUKLU KOLI 60X40X30,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Oluklu Koli 60x40x30,,ADET,ADET,,1,,157.929
D00003,STREÇ FILM 500MM,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Streç Film 500mm,,RULO,RULO,,1,,66.842
D00004,AHŞAP PALET 80X120,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Ahşap Palet 80x120,,ADET,ADET,,1,,223.264
D00005,ETIKET RULO 100X50,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Etiket Rulo 100x50,,RULO,RULO,,1,,208.851
D00006,BANT 48MM,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Bant 48mm,,ADET,ADET,,1,,59.139
D00007,ARA KARTON,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Ara Karton,,ADET,ADET,,1,,151.447
D00008,ÇEMBER 12MM,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Çember 12mm,,RULO,RULO,,1,,45.349
D00009,KALIP YEDEK ZIMBA,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Kalıp Yedek Zımba,,ADET,ADET,,1,,150.187
D00010,HIDROLIK FILTRE,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Hidrolik Filtre,,ADET,ADET,,1,,98.955
D00011,RULMAN 6205,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Rulman 6205,,ADET,ADET,,1,,141.549
D00012,YAĞLAMA GRESI,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Yağlama Gresi,,KG,KG,,1,,168.009
