STOK_KODU,STHAR_CARIKOD,FISNO,STHAR_TARIH,STHAR_GCMIK,STHAR_GCMIK2,STHAR_NF,STHAR_GCKOD,DOLAR_KURU,TUTAR_USD,YIL,AY,STHAR_SIPNUM,STRA_SIPKONT,SIP_INC,AY_BASLANGICI,SIPARIS_TEMSILCISI,TEMSILCI_GRUP
M00230,120.01.0001,FT26513219,2026-05-27,432.43,9.01,396.2976,4,46.4333,3690.6912,2026,5,STK26000964,1,113219,2026-05-01,Bahar Ö.,YURT_ICI
M00002,120.01.0005,FT26513220,2026-04-24,5760,120,730.9839,4,45.85,91831.3471,2026,4,SIP26006168,1,113220,2026-04-01,Elif S.,YURT_DISI
M00033,120.01.0005,FT26513221,2026-05-07,2000,20,328.5193,4,46.4333,14150.1595,2026,5,SIP26006168,2,113221,2026-05-01,Elif S.,YURT_DISI
M00006,120.01.0081,FT26513222,2026-05-22,2048.35,20.48,158.2142,4,46.4333,6979.4319,2026,5,STK26000965,1,113222,2026-05-01,Cem A.,YURT_ICI
M00009,120.01.0081,FT26513223,2026-05-17,6784.77,113.08,419.0123,4,46.4333,61225.5016,2026,5,STK26000965,2,113223,2026-05-01,Cem A.,YURT_ICI
M00060,120.01.0081,FT26513224,2026-05-11,10339.01,103.39,149.4721,4,46.4333,33282.0096,2026,5,STK26000965,3,113224,2026-05-01,Cem A.,YURT_ICI
M00002,120.01.0028,FT26513225,2026-05-17,345.54,7.2,681.4638,4,46.4333,5071.2097,2026,5,SIP26006169,1,113225,2026-05-01,Selim K.,YURT_ICI
M00103,120.01.0127,FT26513226,2026-05-10,330.12,5.5,372.5657,4,46.4333,2648.7755,2026,5,SIP26006170,1,113226,2026-05-01,Cem A.,YURT_ICI
M00007,120.01.0012,FT26513227,2026-04-21,643.97,10.73,353.4234,4,45.85,4963.8837,2026,4,SIP26006171,1,113227,2026-04-01,Cem A.,YURT_ICI
M00098,120.01.0053,FT26513228,2026-05-03,288,12,318.1704,4,46.4333,1973.4345,2026,5,STKB26000461,1,113228,2026-05-01,Bahar Ö.,YURT_ICI
M00001,120.01.0053,FT26513229,2026-05-28,72,6,420.51,4,46.4333,652.0476,2026,5,STKB26000461,2,113229,2026-05-01,Bahar Ö.,YURT_ICI
M00014,120.01.0071,FT26513230,2026-05-25,3000,30,133.1658,4,46.4333,8603.6831,2026,5,SIP26006172,1,113230,2026-05-01,Kaan M.,BASKILI
M00003,120.01.0031,FT26513231,2026-05-15,4248.1,70.8,296.2314,4,46.4333,27101.6837,2026,5,SIP26006173,1,113231,2026-05-01,Pelin R.,BASKILI
M00040,120.01.0002,FT26513232,2026-04-21,72,6,817.662,4,45.85,1284.0058,2026,4,SIP26006174,1,113232,2026-04-01,Nurhan T.,YURT_ICI
M00070,120.01.0119,FT26513233,2026-04-20,3840,80,229.844,4,45.85,19249.7483,2026,4,SIP26006175,1,113233,2026-04-01,Nurhan T.,YURT_ICI
M00004,120.01.0119,FT26513234,2026-04-27,720,30,700.1982,4,45.85,10995.4788,2026,4,SIP26006175,2,113234,2026-04-01,Nurhan T.,YURT_ICI
M00002,120.01.0007,FT26513235,2026-05-29,2337.16,48.69,736.5154,4,46.4333,37071.5485,2026,5,SIP26006176,1,113235,2026-05-01,Bahar Ö.,YURT_ICI
M00001,120.01.0089,FT26513236,2026-05-12,658.57,54.88,433.7337,4,46.4333,6151.7058,2026,5,SIP26006177,1,113236,2026-05-01,Kaan M.,BASKILI
M00001,120.01.0004,FT26513237,2026-05-24,72,6,489.7308,4,46.4333,759.3821,2026,5,SIP26006178,1,113237,2026-05-01,Nurhan T.,YURT_ICI
M00001,120.01.0004,FT26513238,2026-05-07,72,6,498.4628,4,46.4333,772.9221,2026,5,SIP26006178,2,113238,2026-05-01,Nurhan T.,YURT_ICI
M00001,120.01.0004,FT26513239,2026-05-03,600,50,536.2268,4,46.4333,6928.9945,2026,5,SIP26006178,3,113239,2026-05-01,Nurhan T.,YURT_ICI
M00005,120.01.0004,FT26513240,2026-05-27,4122.83,85.89,614.1338,4,46.4333,54529.1688,2026,5,SIP26006178,4,113240,2026-05-01,Nurhan T.,YURT_ICI
M00001,120.01.0068,FT26513241,2026-04-26,960,80,444.6161,4,45.85,9309.3011,2026,4,STK26000966,1,113241,2026-04-01,Selim K.,YURT_ICI
M00032,120.01.0068,FT26513242,2026-05-06,3256.38,135.68,432.192,4,46.4333,30309.7429,2026,5,STK26000966,2,113242,2026-05-01,Selim K.,YURT_ICI
M00002,120.01.0068,FT26513243,2026-05-20,507.06,10.56,760.1715,4,46.4333,8301.2097,2026,5,STK26000966,3,113243,2026-05-01,Selim K.,YURT_ICI
M00008,120.01.0068,FT26513244,2026-05-21,2188.06,182.34,698.6457,4,46.4333,32922.0346,2026,5,STK26000966,4,113244,2026-05-01,Selim K.,YURT_ICI
M00002,120.01.0003,FT26513245,2026-04-22,3840,80,757.7708,4,45.85,63464.3374,2026,4,SIP26006179,1,113245,2026-04-01,Bahar Ö.,YURT_ICI
M00001,120.01.0003,FT26513246,2026-05-08,960,80,472.85,4,46.4333,9776.0874,2026,5,SIP26006179,2,113246,2026-05-01,Bahar Ö.,YURT_ICI
M00069,120.01.0003,FT26513247,2026-05-28,2351.61,23.52,666.8089,4,46.4333,33770.4724,2026,5,SIP26006179,3,113247,2026-05-01,Bahar Ö.,YURT_ICI
M00067,120.01.0013,FT26513248,2026-05-06,1072.23,10.72,478.8812,4,46.4333,11058.2446,2026,5,SIP26006180,1,113248,2026-05-01,Bahar Ö.,YURT_ICI
M00002,120.01.0139,FT26513249,2026-05-13,3840,80,720.5094,4,46.4333,59585.6012,2026,5,SIP26006181,1,113249,2026-05-01,Bahar Ö.,YURT_ICI
M00239,120.01.0139,FT26513250,2026-05-01,510.63,42.55,293.2434,4,46.4333,3224.8166,2026,5,SIP26006181,2,113250,2026-05-01,Bahar Ö.,YURT_ICI
M00001,120.01.0139,FT26513251,2026-05-16,1841.98,153.5,505.8461,4,46.4333,20066.5987,2026,5,SIP26006181,3,113251,2026-05-01,Bahar Ö.,YURT_ICI
M00003,120.01.0025,FT26513252,2026-05-15,3000,50,308.9542,4,46.4333,19961.1615,2026,5,SIP26006182,1,113252,2026-05-01,Bahar Ö.,YURT_ICI
M00050,120.01.0025,FT26513253,2026-05-10,276.25,23.02,550.6605,4,46.4333,3276.0963,2026,5,SIP26006182,2,113253,2026-05-01,Bahar Ö.,YURT_ICI
M00014,120.01.0008,FT26513254,2026-05-06,1002.84,10.03,139.1669,4,46.4333,3005.6475,2026,5,SIP26006183,1,113254,2026-05-01,Nurhan T.,YURT_ICI
M00018,120.01.0084,FT26513255,2026-05-03,360,6,230.493,4,46.4333,1787.0253,2026,5,STKB26000462,1,113255,2026-05-01,Nurhan T.,YURT_ICI
M00001,120.01.0084,FT26513256,2026-05-11,144,12,486.1752,4,46.4333,1507.7375,2026,5,STKB26000462,2,113256,2026-05-01,Nurhan T.,YURT_ICI
M00002,120.01.0007,FT26513257,2026-04-26,5760,120,638.507,4,45.85,80213.7474,2026,4,SIP26006184,1,113257,2026-04-01,Bahar Ö.,YURT_ICI
M00004,120.01.0003,FT26513258,2026-05-01,319.16,13.3,723.6699,4,46.4333,4974.1562,2026,5,SIP26006185,1,113258,2026-05-01,Bahar Ö.,YURT_ICI
M00061,120.01.0005,FT26513259,2026-05-12,288,6,279.4606,4,46.4333,1733.3391,2026,5,SIP26006186,1,113259,2026-05-01,Elif S.,YURT_DISI
M00004,120.01.0019,FT26513260,2026-04-29,720,30,705.9329,4,45.85,11085.533,2026,4,SIP26006187,1,113260,2026-04-01,Selim K.,YURT_ICI
M00009,120.01.0030,FT26513261,2026-05-21,7200,120,397.8525,4,46.4333,61691.4585,2026,5,STKB26000463,1,113261,2026-05-01,Cem A.,YURT_ICI
M00126,120.01.0125,FT26513262,2026-05-13,288,12,429.8224,4,46.4333,2665.9499,2026,5,SIP26006188,1,113262,2026-05-01,Cem A.,YURT_ICI
M00001,120.01.0127,FT26513263,2026-04-29,300.72,25.06,505.3433,4,45.85,3314.4348,2026,4,SIP26006189,1,113263,2026-04-01,Cem A.,YURT_ICI
M00002,120.01.0100,FT26513264,2026-05-16,288,6,739.1294,4,46.4333,4584.4096,2026,5,STK26000967,1,113264,2026-05-01,Nurhan T.,YURT_ICI
M00013,120.01.0002,FT26513265,2026-05-29,4800,200,268.1806,4,46.4333,27722.9247,2026,5,SIP26006190,1,113265,2026-05-01,Nurhan T.,YURT_ICI
M00039,120.01.0002,FT26513266,2026-05-11,498.05,41.5,338.574,4,46.4333,3631.5916,2026,5,SIP26006190,2,113266,2026-05-01,Nurhan T.,YURT_ICI
M00002,120.01.0020,FT26513267,2026-05-25,9600,200,624.9898,4,46.4333,129215.5001,2026,5,SIP26006191,1,113267,2026-05-01,Deniz Y.,YURT_DISI
M00059,120.01.0020,FT26513268,2026-04-30,144,12,104.3624,4,45.85,327.7685,2026,4,SIP26006191,2,113268,2026-04-01,Deniz Y.,YURT_DISI
M00008,120.01.0020,FT26513269,2026-04-29,240,20,650.6183,4,45.85,3405.6356,2026,4,STKB26000464,1,113269,2026-04-01,Deniz Y.,YURT_DISI
M00002,120.01.0006,FT26513270,2026-04-28,576,12,671.1487,4,45.85,8431.4428,2026,4,SIP26006192,1,113270,2026-04-01,Selim K.,YURT_ICI
M00003,120.01.0006,FT26513271,2026-05-28,4800,80,328.9013,4,46.4333,33999.8716,2026,5,SIP26006192,2,113271,2026-05-01,Selim K.,YURT_ICI
M00111,120.01.0021,FT26513272,2026-05-10,4800,80,628.3283,4,46.4333,64952.8644,2026,5,SIP26006193,1,113272,2026-05-01,Bahar Ö.,YURT_ICI
M00139,120.01.0021,FT26513273,2026-04-25,750.29,31.26,798.7501,4,45.85,13070.7571,2026,4,SIP26006193,2,113273,2026-04-01,Bahar Ö.,YURT_ICI
M00016,120.01.0002,FT26513274,2026-05-28,4841.96,100.87,589.5184,4,46.4333,61473.6517,2026,5,SIP26006194,1,113274,2026-05-01,Nurhan T.,YURT_ICI
M00010,120.01.0002,FT26513275,2026-05-27,1800,30,646.0771,4,46.4333,25045.3614,2026,5,SIP26006194,2,113275,2026-05-01,Nurhan T.,YURT_ICI
M00054,120.01.0002,FT26513276,2026-05-10,1440,120,302.2562,4,46.4333,9373.6376,2026,5,SIP26006194,3,113276,2026-05-01,Nurhan T.,YURT_ICI
M00035,120.01.0004,FT26513277,2026-05-25,20000,200,666.8325,4,46.4333,287221.6707,2026,5,SIP26006195,1,113277,2026-05-01,Nurhan T.,YURT_ICI
M00001,120.01.0008,FT26513278,2026-04-21,440.38,36.7,497.6314,4,45.85,4779.6492,2026,4,SIP26006196,1,113278,2026-04-01,Nurhan T.,YURT_ICI
M00014,120.01.0043,FT26513279,2026-04-24,18012.48,180.12,139.0437,4,45.85,54624.2501,2026,4,STKB26000465,1,113279,2026-04-01,Deniz Y.,YURT_DISI
M00004,120.01.0024,FT26513280,2026-04-29,2880,120,695.4817,4,45.85,43685.6553,2026,4,SIP26006197,1,113280,2026-04-01,Cem A.,YURT_ICI
M00003,120.01.0017,FT26513281,2026-05-03,7200,120,335.5998,4,46.4333,52038.4844,2026,5,SIP26006198,1,113281,2026-05-01,Nurhan T.,YURT_ICI
M00166,120.01.0047,FT26513282,2026-05-03,4800,200,299.3939,4,46.4333,30949.5711,2026,5,SIP26006199,1,113282,2026-05-01,Selim K.,YURT_ICI
M00068,120.01.0047,FT26513283,2026-05-21,144,6,81.8898,4,46.4333,253.9585,2026,5,SIP26006199,2,113283,2026-05-01,Selim K.,YURT_ICI
M00005,120.01.0047,FT26513284,2026-05-06,9600,200,610.1409,4,46.4333,126145.5171,2026,5,SIP26006199,3,113284,2026-05-01,Selim K.,YURT_ICI
M00014,120.01.0047,FT26513285,2026-05-21,5000,50,121.822,4,46.4333,13117.9563,2026,5,SIP26006199,4,113285,2026-05-01,Selim K.,YURT_ICI
M00304,120.01.0001,FT26513286,2026-04-27,651.32,27.14,321.8293,4,45.85,4571.7309,2026,4,STK26000968,1,113286,2026-04-01,Bahar Ö.,YURT_ICI
M00020,120.01.0003,FT26513287,2026-05-03,240,20,490.7559,4,46.4333,2536.5722,2026,5,SIP26006200,1,113287,2026-05-01,Bahar Ö.,YURT_ICI
M00017,120.01.0003,FT26513288,2026-05-05,1200,12,436.347,4,46.4333,11276.7432,2026,5,SIP26006200,2,113288,2026-05-01,Bahar Ö.,YURT_ICI
M00002,120.01.0003,FT26513289,2026-05-14,526.69,10.97,668.1169,4,46.4333,7578.408,2026,5,SIP26006200,3,113289,2026-05-01,Bahar Ö.,YURT_ICI
M00145,120.01.0003,FT26513290,2026-05-11,1679.9,16.8,322.3615,4,46.4333,11662.6448,2026,5,SIP26006200,4,113290,2026-05-01,Bahar Ö.,YURT_ICI
M00005,120.01.0007,FT26513291,2026-05-10,288,6,578.0283,4,46.4333,3585.1889,2026,5,SIP26006201,1,113291,2026-05-01,Bahar Ö.,YURT_ICI
M00003,120.01.0007,FT26513292,2026-05-13,7200,120,277.9979,4,46.4333,43106.6687,2026,5,SIP26006201,2,113292,2026-05-01,Bahar Ö.,YURT_ICI
M00016,120.01.0116,FT26513293,2026-05-12,9600,200,615.1439,4,46.4333,127179.8782,2026,5,SIP26006202,1,113293,2026-05-01,Nurhan T.,YURT_ICI
M00002,120.01.0065,FT26513294,2026-05-26,288,6,618.4646,4,46.4333,3835.9928,2026,5,SIP26006203,1,113294,2026-05-01,Nurhan T.,YURT_ICI
M00008,120.01.0031,FT26513295,2026-05-31,46,3.83,665.0265,4,46.4333,658.8207,2026,5,SIP26006204,1,113295,2026-05-01,Pelin R.,BASKILI
M00257,120.01.0004,FT26513296,2026-04-27,1440,30,221.915,4,45.85,6969.6314,2026,4,SIP26006205,1,113296,2026-04-01,Nurhan T.,YURT_ICI
M00001,120.01.0004,FT26513297,2026-05-22,600,50,524.6316,4,46.4333,6779.1641,2026,5,SIP26006205,2,113297,2026-05-01,Nurhan T.,YURT_ICI
M00005,120.01.0004,FT26513298,2026-05-21,5760,120,643.2803,4,46.4333,79798.2165,2026,5,SIP26006205,3,113298,2026-05-01,Nurhan T.,YURT_ICI
M00227,120.01.0004,FT26513299,2026-04-30,48.21,2.01,471.8643,4,45.85,496.1522,2026,4,SIP26006205,4,113299,2026-04-01,Nurhan T.,YURT_ICI
M00002,120.01.0004,FT26513300,2026-05-13,960,20,647.0565,4,46.4333,13377.775,2026,5,SIP26006206,1,113300,2026-05-01,Nurhan T.,YURT_ICI
M00002,120.01.0004,FT26513301,2026-06-01,9600,200,729.4236,4,47.0167,148935.7305,2026,6,SIP26006206,2,113301,2026-06-01,Nurhan T.,YURT_ICI
M00044,120.01.0004,FT26513302,2026-05-01,72,6,763.8196,4,46.4333,1184.3873,2026,5,SIP26006207,1,113302,2026-05-01,Nurhan T.,YURT_ICI
M00261,120.01.0004,FT26513303,2026-05-24,3767.07,62.78,474.1507,4,46.4333,38467.1965,2026,5,SIP26006207,2,113303,2026-05-01,Nurhan T.,YURT_ICI
M00002,120.01.0068,FT26513304,2026-04-26,288,6,674.0813,4,45.85,4234.1421,2026,4,SIP26006208,1,113304,2026-04-01,Selim K.,YURT_ICI
M00004,120.01.0068,FT26513305,2026-05-26,2112.38,88.02,795.8176,4,46.4333,36203.9567,2026,5,SIP26006208,2,113305,2026-05-01,Selim K.,YURT_ICI
M00008,120.01.0068,FT26513306,2026-05-05,331.33,27.61,672.3464,4,46.4333,4797.6029,2026,5,SIP26006208,3,113306,2026-05-01,Selim K.,YURT_ICI
M00017,120.01.0068,FT26513307,2026-05-22,20000,200,491.9678,4,46.4333,211903.0093,2026,5,SIP26006208,4,113307,2026-05-01,Selim K.,YURT_ICI
M00013,120.01.0068,FT26513308,2026-05-14,639.73,26.66,331.8566,4,46.4333,4572.1201,2026,5,SIP26006208,5,113308,2026-05-01,Selim K.,YURT_ICI
M00005,120.01.0030,FT26513309,2026-05-25,5760,120,563.8548,4,46.4333,69945.5703,2026,5,SIP26006209,1,113309,2026-05-01,Cem A.,YURT_ICI
M00023,120.01.0114,FT26513310,2026-05-28,288,6,214.6723,4,46.4333,1331.4932,2026,5,SIP26006210,1,113310,2026-05-01,Elif S.,YURT_DISI
M00002,120.01.0114,FT26513311,2026-04-30,3840,80,671.8401,4,45.85,56267.5242,2026,4,SIP26006210,2,113311,2026-04-01,Elif S.,YURT_DISI
M00001,120.01.0015,FT26513312,2026-05-29,1440,120,509.8882,4,46.4333,15812.7682,2026,5,STKB26000466,1,113312,2026-05-01,Selim K.,YURT_ICI
M00007,120.01.0015,FT26513313,2026-06-03,11272.35,187.87,301.0316,4,47.0167,72172.9419,2026,6,STKB26000466,2,113313,2026-06-01,Selim K.,YURT_ICI
M00112,120.01.0075,FT26513314,2026-05-24,4800,200,803.8497,4,46.4333,83097.2289,2026,5,SIP26006211,1,113314,2026-05-01,Nurhan T.,YURT_ICI
M00002,120.01.0075,FT26513315,2026-04-26,288,6,721.596,4,45.85,4532.5986,2026,4,SIP26006211,2,113315,2026-04-01,Nurhan T.,YURT_ICI
M00008,120.01.0096,FT26513316,2026-04-30,1440,120,768.4736,4,45.85,24135.2668,2026,4,SIP26006212,1,113316,2026-04-01,Deniz Y.,YURT_DISI
M00004,120.01.0003,FT26513317,2026-04-23,144,6,769.8169,4,45.85,2417.7456,2026,4,SIP26006213,1,113317,2026-04-01,Bahar Ö.,YURT_ICI
M00002,120.01.0030,FT26513318,2026-05-31,1726.01,35.96,648.0975,4,46.4333,24090.9598,2026,5,SIP26006214,1,113318,2026-05-01,Cem A.,YURT_ICI
M00039,120.01.0030,FT26513319,2026-05-20,2400,200,365.1675,4,46.4333,18874.4285,2026,5,SIP26006214,2,113319,2026-05-01,Cem A.,YURT_ICI
M00002,120.01.0030,FT26513320,2026-05-15,1241.64,25.87,673.1942,4,46.4333,18001.4095,2026,5,SIP26006214,3,113320,2026-05-01,Cem A.,YURT_ICI
M00002,120.01.0030,FT26513321,2026-05-23,9600,200,637.6208,4,46.4333,131826.9363,2026,5,SIP26006214,4,113321,2026-05-01,Cem A.,YURT_ICI
M00005,120.01.0030,FT26513322,2026-04-27,2400,50,600.5777,4,45.85,31437.0007,2026,4,SIP26006214,5,113322,2026-04-01,Cem A.,YURT_ICI
M00057,120.01.0026,FT26513323,2026-06-02,3000,50,462.1548,4,47.0167,29488.7646,2026,6,SIP26006215,1,113323,2026-06-01,Elif S.,YURT_DISI
M00002,120.01.0027,FT26513324,2026-06-05,2400,50,694.3469,4,47.0167,35443.4182,2026,6,STK26000969,1,113324,2026-06-01,Deniz Y.,YURT_DISI
M00020,120.01.0027,FT26513325,2026-05-03,240,20,522.8146,4,46.4333,2702.2741,2026,5,STK26000969,2,113325,2026-05-01,Deniz Y.,YURT_DISI
M00051,120.01.0019,FT26513326,2026-06-04,1200,12,501.6856,4,47.0167,12804.4444,2026,6,STK26000970,1,113326,2026-06-01,Selim K.,YURT_ICI
M00001,120.01.0020,FT26513327,2026-04-26,360,30,497.8446,4,45.85,3908.9216,2026,4,STK26000971,1,113327,2026-04-01,Deniz Y.,YURT_DISI
M00143,120.01.0057,FT26513328,2026-05-14,2400,50,89.0728,4,46.4333,4603.9097,2026,5,SIP26006216,1,113328,2026-05-01,Bahar Ö.,YURT_ICI
M00010,120.01.0027,FT26513329,2026-04-29,561.64,9.36,591.2825,4,45.85,7242.9205,2026,4,SIP26006217,1,113329,2026-04-01,Deniz Y.,YURT_DISI
M00062,120.01.0027,FT26513330,2026-05-29,1920,80,384.9039,4,46.4333,15915.6357,2026,5,SIP26006217,2,113330,2026-05-01,Deniz Y.,YURT_DISI
M00036,120.01.0027,FT26513331,2026-05-04,240,20,310.269,4,46.4333,1603.6887,2026,5,SIP26006217,3,113331,2026-05-01,Deniz Y.,YURT_DISI
M00007,120.01.0012,FT26513332,2026-05-18,360,6,300.5955,4,46.4333,2330.5339,2026,5,SIP26006218,1,113332,2026-05-01,Cem A.,YURT_ICI
M00010,120.01.0007,FT26513333,2026-05-23,7200,120,682.9857,4,46.4333,105904.5349,2026,5,SIP26006219,1,113333,2026-05-01,Bahar Ö.,YURT_ICI
M00005,120.01.0007,FT26513334,2026-04-27,960,20,613.0257,4,45.85,12835.4345,2026,4,SIP26006219,2,113334,2026-04-01,Bahar Ö.,YURT_ICI
M00012,120.01.0025,FT26513335,2026-05-31,189.15,3.94,638.7092,4,46.4333,2601.8363,2026,5,STKB26000467,1,113335,2026-05-01,Bahar Ö.,YURT_ICI
M00004,120.01.0025,FT26513336,2026-06-02,4800,200,720.7939,4,47.0167,73586.8472,2026,6,STKB26000467,2,113336,2026-06-01,Bahar Ö.,YURT_ICI
M00002,120.01.0007,FT26513337,2026-05-04,3840,80,687.5566,4,46.4333,56860.4287,2026,5,SIP26006220,1,113337,2026-05-01,Bahar Ö.,YURT_ICI
M00017,120.01.0007,FT26513338,2026-05-27,3000,30,489.7072,4,46.4333,31639.3967,2026,5,SIP26006220,2,113338,2026-05-01,Bahar Ö.,YURT_ICI
M00032,120.01.0010,FT26513339,2026-05-22,144,6,451.813,4,46.4333,1401.1727,2026,5,SIP26006221,1,113339,2026-05-01,Nurhan T.,YURT_ICI
M00003,120.01.0021,FT26513340,2026-05-09,250.13,4.17,292.3502,4,46.4333,1574.8516,2026,5,SIP26006222,1,113340,2026-05-01,Bahar Ö.,YURT_ICI
M00001,120.01.0005,FT26513341,2026-05-04,2400,200,460.882,4,46.4333,23821.628,2026,5,SIP26006223,1,113341,2026-05-01,Elif S.,YURT_DISI
M00033,120.01.0034,FT26513342,2026-05-06,8000,80,291.5632,4,46.4333,50233.4661,2026,5,SIP26006224,1,113342,2026-05-01,Bahar Ö.,YURT_ICI
M00006,120.01.0034,FT26513343,2026-05-13,735.72,7.36,149.7553,4,46.4333,2372.8223,2026,5,SIP26006224,2,113343,2026-05-01,Bahar Ö.,YURT_ICI
M00192,120.01.0034,FT26513344,2026-05-05,144,12,826.8134,4,46.4333,2564.1324,2026,5,SIP26006224,3,113344,2026-05-01,Bahar Ö.,YURT_ICI
M00018,120.01.0004,FT26513345,2026-05-09,1110.91,18.52,258.1092,4,46.4333,6175.2254,2026,5,SIP26006225,1,113345,2026-05-01,Nurhan T.,YURT_ICI
M00020,120.01.0004,FT26513346,2026-04-28,1440,120,546.939,4,45.85,17177.5826,2026,4,SIP26006225,2,113346,2026-04-01,Nurhan T.,YURT_ICI
M00146,120.01.0004,FT26513347,2026-05-31,1675.32,16.75,186.966,4,46.4333,6745.7596,2026,5,SIP26006225,3,113347,2026-05-01,Nurhan T.,YURT_ICI
M00062,120.01.0004,FT26513348,2026-05-06,1200,50,434.2158,4,46.4333,11221.6655,2026,5,SIP26006225,4,113348,2026-05-01,Nurhan T.,YURT_ICI
M00002,120.01.0058,FT26513349,2026-05-23,2400,50,602.2856,4,46.4333,31130.362,2026,5,SIP26006226,1,113349,2026-05-01,Bahar Ö.,YURT_ICI
M00011,120.01.0058,FT26513350,2026-04-26,1200,12,597.4491,4,45.85,15636.6177,2026,4,SIP26006226,2,113350,2026-04-01,Bahar Ö.,YURT_ICI
M00111,120.01.0002,FT26513351,2026-05-18,360,6,803.6425,4,46.4333,6230.6857,2026,5,SIP26006227,1,113351,2026-05-01,Nurhan T.,YURT_ICI
M00011,120.01.0002,FT26513352,2026-06-04,3000,30,594.6399,4,47.0167,37942.2567,2026,6,SIP26006227,2,113352,2026-06-01,Nurhan T.,YURT_ICI
M00001,120.01.0002,FT26513353,2026-06-03,72,6,494.8716,4,47.0167,757.8319,2026,6,SIP26006227,3,113353,2026-06-01,Nurhan T.,YURT_ICI
M00018,120.01.0002,FT26513354,2026-05-02,284.11,4.74,279.7222,4,46.4333,1711.5276,2026,5,SIP26006227,4,113354,2026-05-01,Nurhan T.,YURT_ICI
M00006,120.01.0002,FT26513355,2026-05-15,1908.1,19.08,163.9717,4,46.4333,6738.147,2026,5,SIP26006227,5,113355,2026-05-01,Nurhan T.,YURT_ICI
M00003,120.01.0001,FT26513356,2026-05-26,1800,30,331.2746,4,46.4333,12841.9535,2026,5,STK26000972,1,113356,2026-05-01,Bahar Ö.,YURT_ICI
M00053,120.01.0001,FT26513357,2026-06-02,1200,50,818.0057,4,47.0167,20877.8336,2026,6,STK26000972,2,113357,2026-06-01,Bahar Ö.,YURT_ICI
M00101,120.01.0001,FT26513358,2026-05-27,7200,120,524.0999,4,46.4333,81267.5231,2026,5,STK26000972,3,113358,2026-05-01,Bahar Ö.,YURT_ICI
M00016,120.01.0043,FT26513359,2026-05-19,288,6,657.9762,4,46.4333,4081.0613,2026,5,SIP26006228,1,113359,2026-05-01,Deniz Y.,YURT_DISI
M00004,120.01.0043,FT26513360,2026-06-01,1920,80,718.9638,4,47.0167,29360.0039,2026,6,SIP26006228,2,113360,2026-06-01,Deniz Y.,YURT_DISI
M00008,120.01.0043,FT26513361,2026-05-06,960,80,802.7377,4,46.4333,16596.4554,2026,5,SIP26006228,3,113361,2026-05-01,Deniz Y.,YURT_DISI
M00022,120.01.0043,FT26513362,2026-05-19,1200,12,297.6814,4,46.4333,7693.1357,2026,5,SIP26006228,4,113362,2026-05-01,Deniz Y.,YURT_DISI
M00006,120.01.0002,FT26513363,2026-05-04,2987.73,29.88,151.5024,4,46.4333,9748.3544,2026,5,SIP26006229,1,113363,2026-05-01,Nurhan T.,YURT_ICI
M00088,120.01.0002,FT26513364,2026-05-13,9600,200,213.1092,4,46.4333,44059.938,2026,5,SIP26006229,2,113364,2026-05-01,Nurhan T.,YURT_ICI
M00003,120.01.0014,FT26513365,2026-04-26,1012.67,16.88,303.1695,4,45.85,6695.9794,2026,4,SIP26006230,1,113365,2026-04-01,Kaan M.,BASKILI
M00154,120.01.0014,FT26513366,2026-05-27,3840,80,80.9702,4,46.4333,6696.1764,2026,5,SIP26006230,2,113366,2026-05-01,Kaan M.,BASKILI
M00002,120.01.0037,FT26513367,2026-05-17,576,12,712.622,4,46.4333,8839.9978,2026,5,SIP26006231,1,113367,2026-05-01,Deniz Y.,YURT_DISI
M00021,120.01.0012,FT26513368,2026-04-27,144,6,891.5726,4,45.85,2800.1408,2026,4,SIP26006232,1,113368,2026-04-01,Cem A.,YURT_ICI
M00013,120.01.0012,FT26513369,2026-05-06,1920,80,262.2085,4,46.4333,10842.2257,2026,5,SIP26006232,2,113369,2026-05-01,Cem A.,YURT_ICI
M00142,120.01.0012,FT26513370,2026-05-19,1200,12,664.8696,4,46.4333,17182.572,2026,5,SIP26006232,3,113370,2026-05-01,Cem A.,YURT_ICI
M00005,120.01.0012,FT26513371,2026-05-23,2400,50,553.4689,4,46.4333,28607.1711,2026,5,SIP26006232,4,113371,2026-05-01,Cem A.,YURT_ICI
M00021,120.01.0007,FT26513372,2026-05-13,480,20,993.6888,4,46.4333,10272.1673,2026,5,STK26000973,1,113372,2026-05-01,Bahar Ö.,YURT_ICI
M00033,120.01.0007,FT26513373,2026-05-15,1200,12,282.8935,4,46.4333,7310.9643,2026,5,SIP26006233,1,113373,2026-05-01,Bahar Ö.,YURT_ICI
M00015,120.01.0004,FT26513374,2026-05-16,5760,120,433.4782,4,46.4333,53772.4959,2026,5,SIP26006234,1,113374,2026-05-01,Nurhan T.,YURT_ICI
M00003,120.01.0070,FT26513375,2026-05-15,1800,30,344.0934,4,46.4333,13338.8779,2026,5,SIP26006235,1,113375,2026-05-01,Kaan M.,BASKILI
M00034,120.01.0014,FT26513376,2026-06-02,144,6,304.613,4,47.0167,932.9509,2026,6,SIP26006236,1,113376,2026-06-01,Kaan M.,BASKILI
M00002,120.01.0014,FT26513377,2026-06-04,244.53,5.09,660.4444,4,47.0167,3434.9171,2026,6,SIP26006236,2,113377,2026-06-01,Kaan M.,BASKILI
