STOK_KODU,STOK_ADI,GRUP_KODU,GRUP_ADI,KOD_1,AD1,KOD_2,AD2,KOD_3,AD3,KOD_4,AD4,KOD_5,AD5,INGISIM,KT_YUKSEKLIK,OLCU_BR1,OLCU_BR2,OLCU_BR3,BIRIM2_CARPAN,BIRIM3_CARPAN,BIRIM_MALIYET
M00269,DIKDORTGEN KUTU 192-124 MAT LAK 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA2,Boya-Kimya,192-124,Kalıp 192-124,B4,Mat Lak,P3,3 Parça,Dikdortgen Tin 192-124 Mat Lak 3 pc,129,ADET,KOLİ,PALET,100,2400,12.0339
M00270,YUVARLAK-SIVAMA KUTU 088-071 HAM TENEKE 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA4,Hediyelik,088-071,Kalıp 088-071,B3,Ham Teneke,P3,3 Parça,Yuvarlak-Drawn Tin 088-071 Ham Teneke 3 pc,76,ADET,KOLİ,PALET,60,1800,1.8096
M00271,KARE KUTU 132-108 MAT LAK 2 PARÇA,01,Mamul,SK03,Kare Kutu,KA4,Hediyelik,132-108,Kalıp 132-108,B4,Mat Lak,P2,2 Parça,Kare Tin 132-108 Mat Lak 2 pc,113,ADET,KOLİ,PALET,24,576,1.3219
M00272,YUVARLAK KUTU 073-062 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,073-062,Kalıp 073-062,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 073-062 Vernikli 2 pc,67,ADET,KOLİ,PALET,100,2400,7.7747
M00273,YUVARLAK KUTU 073-062 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,073-062,Kalıp 073-062,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin 073-062 Ham Teneke 2 pc,67,ADET,KOLİ,PALET,60,1800,9.5642
M00274,KARE KUTU 168-142 VERNIKLI 2 PARÇA,01,Mamul,SK03,Kare Kutu,KA6,Bal-Reçel,168-142,Kalıp 168-142,B2,Vernikli,P2,2 Parça,Kare Tin 168-142 Vernikli 2 pc,147,ADET,KOLİ,PALET,24,720,3.1551
M00275,KARE KUTU 132-108 LITOGRAFI 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA6,Bal-Reçel,132-108,Kalıp 132-108,B1,Litografi,P3,3 Parça,Kare Tin 132-108 Litografi 3 pc,113,ADET,KOLİ,PALET,12,360,1.6187
M00276,OVAL KUTU 128-066 HAM TENEKE 3 PARÇA,01,Mamul,SK05,Oval Kutu,KA6,Bal-Reçel,128-066,Kalıp 128-066,B3,Ham Teneke,P3,3 Parça,Oval Tin 128-066 Ham Teneke 3 pc,71,ADET,KOLİ,PALET,48,960,5.0415
M00277,YUVARLAK KUTU 153-118 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,153-118,Kalıp 153-118,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin 153-118 Mat Lak 3 pc,123,ADET,KOLİ,PALET,100,2000,11.4903
M00278,OVAL KUTU 164-092 VERNIKLI 3 PARÇA,01,Mamul,SK05,Oval Kutu,KA1,Gıda,164-092,Kalıp 164-092,B2,Vernikli,P3,3 Parça,Oval Tin 164-092 Vernikli 3 pc,97,ADET,KOLİ,PALET,12,360,8.1739
M00279,TEPSI 268-044 HAM TENEKE 3 PARÇA,01,Mamul,SK11,Tepsi,KA2,Boya-Kimya,268-044,Kalıp 268-044,B3,Ham Teneke,P3,3 Parça,Tepsi 268-044 Ham Teneke 3 pc,49,ADET,KOLİ,PALET,24,480,8.1762
M00280,YUVARLAK KUTU 099-084 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,099-084,Kalıp 099-084,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin 099-084 Mat Lak 2 pc,89,ADET,KOLİ,PALET,60,1800,9.5994
M00281,YUVARLAK-SIVAMA KUTU 112-096 MAT LAK 2 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA3,Kozmetik,112-096,Kalıp 112-096,B4,Mat Lak,P2,2 Parça,Yuvarlak-Drawn Tin 112-096 Mat Lak 2 pc,101,ADET,KOLİ,PALET,24,576,4.3825
M00282,KOSELI SIVAMA KUTU 126-086 VERNIKLI 2 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA1,Gıda,126-086,Kalıp 126-086,B2,Vernikli,P2,2 Parça,Koseli Drawn Tin 126-086 Vernikli 2 pc,91,ADET,KOLİ,PALET,60,1800,10.2194
M00283,KARE KUTU 168-142 HAM TENEKE 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA6,Bal-Reçel,168-142,Kalıp 168-142,B3,Ham Teneke,P3,3 Parça,Kare Tin 168-142 Ham Teneke 3 pc,147,ADET,KOLİ,PALET,100,2000,9.8997
M00284,OVAL KUTU 128-066 VERNIKLI 2 PARÇA,01,Mamul,SK05,Oval Kutu,KA5,Endüstriyel,128-066,Kalıp 128-066,B2,Vernikli,P2,2 Parça,Oval Tin 128-066 Vernikli 2 pc,71,ADET,KOLİ,PALET,24,576,4.7057
M00285,KARE KUTU 168-142 MAT LAK 2 PARÇA,01,Mamul,SK03,Kare Kutu,KA6,Bal-Reçel,168-142,Kalıp 168-142,B4,Mat Lak,P2,2 Parça,Kare Tin 168-142 Mat Lak 2 pc,147,ADET,KOLİ,PALET,100,3000,11.8038
M00286,SEKILLI KUTU 146-112 HAM TENEKE 3 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA1,Gıda,146-112,Kalıp 146-112,B3,Ham Teneke,P3,3 Parça,Sekilli Tin 146-112 Ham Teneke 3 pc,117,ADET,KOLİ,PALET,12,360,4.5979
M00287,YUVARLAK KUTU 073-062 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,073-062,Kalıp 073-062,B1,Litografi,P3,3 Parça,Yuvarlak Tin 073-062 Litografi 3 pc,67,ADET,KOLİ,PALET,48,1152,2.8279
M00288,YUVARLAK KUTU 099-084 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,099-084,Kalıp 099-084,B2,Vernikli,P3,3 Parça,Yuvarlak Tin 099-084 Vernikli 3 pc,89,ADET,KOLİ,PALET,12,360,1.2012
M00289,DIKDORTGEN KUTU 192-124 MAT LAK 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA6,Bal-Reçel,192-124,Kalıp 192-124,B4,Mat Lak,P3,3 Parça,Dikdortgen Tin 192-124 Mat Lak 3 pc,129,ADET,KOLİ,PALET,48,1440,7.2752
M00290,TEPSI 216-032 VERNIKLI 2 PARÇA,01,Mamul,SK11,Tepsi,KA4,Hediyelik,216-032,Kalıp 216-032,B2,Vernikli,P2,2 Parça,Tepsi 216-032 Vernikli 2 pc,37,ADET,KOLİ,PALET,60,1440,9.4241
M00291,DIKDORTGEN KUTU 192-124 VERNIKLI 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA4,Hediyelik,192-124,Kalıp 192-124,B2,Vernikli,P2,2 Parça,Dikdortgen Tin 192-124 Vernikli 2 pc,129,ADET,KOLİ,PALET,100,2400,2.0068
M00292,OVAL KUTU 164-092 VERNIKLI 3 PARÇA,01,Mamul,SK05,Oval Kutu,KA5,Endüstriyel,164-092,Kalıp 164-092,B2,Vernikli,P3,3 Parça,Oval Tin 164-092 Vernikli 3 pc,97,ADET,KOLİ,PALET,12,360,0.7468
M00293,KARE KUTU 168-142 VERNIKLI 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA5,Endüstriyel,168-142,Kalıp 168-142,B2,Vernikli,P3,3 Parça,Kare Tin 168-142 Vernikli 3 pc,147,ADET,KOLİ,PALET,100,3000,10.481
M00294,DIKDORTGEN KUTU 118-058 MAT LAK 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,118-058,Kalıp 118-058,B4,Mat Lak,P2,2 Parça,Dikdortgen Tin 118-058 Mat Lak 2 pc,63,ADET,KOLİ,PALET,12,240,7.8026
M00295,DIKDORTGEN KUTU 156-082 LITOGRAFI 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA2,Boya-Kimya,156-082,Kalıp 156-082,B1,Litografi,P3,3 Parça,Dikdortgen Tin 156-082 Litografi 3 pc,87,ADET,KOLİ,PALET,24,720,1.0779
M00296,YUVARLAK KUTU 153-118 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,153-118,Kalıp 153-118,B1,Litografi,P3,3 Parça,Yuvarlak Tin 153-118 Litografi 3 pc,123,ADET,KOLİ,PALET,24,720,10.1961
M00297,SEKILLI KUTU 114-076 LITOGRAFI 3 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA2,Boya-Kimya,114-076,Kalıp 114-076,B1,Litografi,P3,3 Parça,Sekilli Tin 114-076 Litografi 3 pc,81,ADET,KOLİ,PALET,48,1152,7.9798
M00298,YUVARLAK KUTU 099-084 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,099-084,Kalıp 099-084,B1,Litografi,P3,3 Parça,Yuvarlak Tin 099-084 Litografi 3 pc,89,ADET,KOLİ,PALET,60,1440,11.5441
M00299,YUVARLAK KUTU 153-118 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,153-118,Kalıp 153-118,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin 153-118 Ham Teneke 2 pc,123,ADET,KOLİ,PALET,48,1440,5.1749
M00300,KAPAK 084-022 HAM TENEKE 3 PARÇA,01,Mamul,SK12,Kapak,KA4,Hediyelik,084-022,Kalıp 084-022,B3,Ham Teneke,P3,3 Parça,Kapak 084-022 Ham Teneke 3 pc,27,ADET,KOLİ,PALET,100,3000,8.3511
M00301,SEKIZGEN KUTU 174-128 HAM TENEKE 2 PARÇA,01,Mamul,SK07,Sekizgen Kutu,KA2,Boya-Kimya,174-128,Kalıp 174-128,B3,Ham Teneke,P2,2 Parça,Sekizgen Tin 174-128 Ham Teneke 2 pc,133,ADET,KOLİ,PALET,24,576,2.0802
M00302,YUVARLAK KUTU 099-084 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,099-084,Kalıp 099-084,B1,Litografi,P3,3 Parça,Yuvarlak Tin 099-084 Litografi 3 pc,89,ADET,KOLİ,PALET,48,1440,2.0878
M00303,YUVARLAK KUTU 073-062 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,073-062,Kalıp 073-062,B1,Litografi,P2,2 Parça,Yuvarlak Tin 073-062 Litografi 2 pc,67,ADET,KOLİ,PALET,48,1440,3.3005
M00304,YUVARLAK KUTU 073-062 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,073-062,Kalıp 073-062,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 073-062 Vernikli 2 pc,67,ADET,KOLİ,PALET,24,720,3.9844
M00305,DIKDORTGEN KUTU 156-082 VERNIKLI 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA4,Hediyelik,156-082,Kalıp 156-082,B2,Vernikli,P2,2 Parça,Dikdortgen Tin 156-082 Vernikli 2 pc,87,ADET,KOLİ,PALET,60,1800,11.4297
M00306,YUVARLAK KUTU 099-084 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,099-084,Kalıp 099-084,B1,Litografi,P2,2 Parça,Yuvarlak Tin 099-084 Litografi 2 pc,89,ADET,KOLİ,PALET,12,360,6.6189
M00307,DIKDORTGEN KUTU 156-082 MAT LAK 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA4,Hediyelik,156-082,Kalıp 156-082,B4,Mat Lak,P2,2 Parça,Dikdortgen Tin 156-082 Mat Lak 2 pc,87,ADET,KOLİ,PALET,60,1800,5.401
M00308,YUVARLAK KUTU 153-118 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,153-118,Kalıp 153-118,B2,Vernikli,P3,3 Parça,Yuvarlak Tin 153-118 Vernikli 3 pc,123,ADET,KOLİ,PALET,100,2400,12.6677
M00309,YUVARLAK-SIVAMA KUTU 088-071 VERNIKLI 2 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA3,Kozmetik,088-071,Kalıp 088-071,B2,Vernikli,P2,2 Parça,Yuvarlak-Drawn Tin 088-071 Vernikli 2 pc,76,ADET,KOLİ,PALET,12,240,10.2935
M00310,KARE KUTU 105-072 LITOGRAFI 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA4,Hediyelik,105-072,Kalıp 105-072,B1,Litografi,P3,3 Parça,Kare Tin 105-072 Litografi 3 pc,77,ADET,KOLİ,PALET,100,3000,3.7745
M00311,YUVARLAK KUTU 073-062 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,073-062,Kalıp 073-062,B1,Litografi,P3,3 Parça,Yuvarlak Tin 073-062 Litografi 3 pc,67,ADET,KOLİ,PALET,12,240,6.5472
M00312,YUVARLAK-SIVAMA KUTU 112-096 VERNIKLI 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA6,Bal-Reçel,112-096,Kalıp 112-096,B2,Vernikli,P3,3 Parça,Yuvarlak-Drawn Tin 112-096 Vernikli 3 pc,101,ADET,KOLİ,PALET,48,1152,1.2501
M00313,KOSELI SIVAMA KUTU 158-114 HAM TENEKE 3 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA1,Gıda,158-114,Kalıp 158-114,B3,Ham Teneke,P3,3 Parça,Koseli Drawn Tin 158-114 Ham Teneke 3 pc,119,ADET,KOLİ,PALET,48,960,9.6372
M00314,KARE KUTU 105-072 MAT LAK 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA3,Kozmetik,105-072,Kalıp 105-072,B4,Mat Lak,P3,3 Parça,Kare Tin 105-072 Mat Lak 3 pc,77,ADET,KOLİ,PALET,12,240,5.6794
M00315,YUVARLAK KUTU 153-118 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,153-118,Kalıp 153-118,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin 153-118 Mat Lak 3 pc,123,ADET,KOLİ,PALET,48,960,6.6117
M00316,TEL MEKANIZMALI KUTU 176-132 MAT LAK 3 PARÇA,01,Mamul,SK15,Tel Mekanizmali Kutu,KA1,Gıda,176-132,Kalıp 176-132,B4,Mat Lak,P3,3 Parça,Tel Mekanizmali Tin 176-132 Mat Lak 3 pc,137,ADET,KOLİ,PALET,48,1152,7.0982
M00317,DIKDORTGEN KUTU 118-058 LITOGRAFI 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,118-058,Kalıp 118-058,B1,Litografi,P3,3 Parça,Dikdortgen Tin 118-058 Litografi 3 pc,63,ADET,KOLİ,PALET,12,288,4.0377
M00318,SEKILLI KUTU 146-112 VERNIKLI 3 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA1,Gıda,146-112,Kalıp 146-112,B2,Vernikli,P3,3 Parça,Sekilli Tin 146-112 Vernikli 3 pc,117,ADET,KOLİ,PALET,48,1152,11.1092
M00319,OVAL KUTU 128-066 VERNIKLI 3 PARÇA,01,Mamul,SK05,Oval Kutu,KA3,Kozmetik,128-066,Kalıp 128-066,B2,Vernikli,P3,3 Parça,Oval Tin 128-066 Vernikli 3 pc,71,ADET,KOLİ,PALET,100,2400,10.2227
M00320,YUVARLAK-SIVAMA KUTU 088-071 MAT LAK 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA3,Kozmetik,088-071,Kalıp 088-071,B4,Mat Lak,P3,3 Parça,Yuvarlak-Drawn Tin 088-071 Mat Lak 3 pc,76,ADET,KOLİ,PALET,60,1200,5.0233
M00321,SEKILLI KUTU 186-148 LITOGRAFI 2 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA3,Kozmetik,186-148,Kalıp 186-148,B1,Litografi,P2,2 Parça,Sekilli Tin 186-148 Litografi 2 pc,153,ADET,KOLİ,PALET,48,1440,10.1845
M00322,SEKIZGEN KUTU 174-128 VERNIKLI 2 PARÇA,01,Mamul,SK07,Sekizgen Kutu,KA2,Boya-Kimya,174-128,Kalıp 174-128,B2,Vernikli,P2,2 Parça,Sekizgen Tin 174-128 Vernikli 2 pc,133,ADET,KOLİ,PALET,60,1200,6.6075
M00323,OVAL KUTU 208-136 MAT LAK 2 PARÇA,01,Mamul,SK05,Oval Kutu,KA4,Hediyelik,208-136,Kalıp 208-136,B4,Mat Lak,P2,2 Parça,Oval Tin 208-136 Mat Lak 2 pc,141,ADET,KOLİ,PALET,100,3000,9.283
M00324,OVAL KUTU 128-066 MAT LAK 3 PARÇA,01,Mamul,SK05,Oval Kutu,KA2,Boya-Kimya,128-066,Kalıp 128-066,B4,Mat Lak,P3,3 Parça,Oval Tin 128-066 Mat Lak 3 pc,71,ADET,KOLİ,PALET,24,576,7.8933
M00325,OVAL KUTU 164-092 LITOGRAFI 2 PARÇA,01,Mamul,SK05,Oval Kutu,KA4,Hediyelik,164-092,Kalıp 164-092,B1,Litografi,P2,2 Parça,Oval Tin 164-092 Litografi 2 pc,97,ADET,KOLİ,PALET,48,960,4.212
M00326,SEKILLI KUTU 146-112 HAM TENEKE 3 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA6,Bal-Reçel,146-112,Kalıp 146-112,B3,Ham Teneke,P3,3 Parça,Sekilli Tin 146-112 Ham Teneke 3 pc,117,ADET,KOLİ,PALET,24,480,8.8012
M00327,KAPAK 116-028 LITOGRAFI 2 PARÇA,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,116-028,Kalıp 116-028,B1,Litografi,P2,2 Parça,Kapak 116-028 Litografi 2 pc,33,ADET,KOLİ,PALET,12,240,10.7306
M00328,KARE KUTU 168-142 VERNIKLI 3 PARÇA,01,Mamul,SK03,Kare Kutu,KA2,Boya-Kimya,168-142,Kalıp 168-142,B2,Vernikli,P3,3 Parça,Kare Tin 168-142 Vernikli 3 pc,147,ADET,KOLİ,PALET,12,240,11.4282
M00329,TEPSI 268-044 MAT LAK 2 PARÇA,01,Mamul,SK11,Tepsi,KA6,Bal-Reçel,268-044,Kalıp 268-044,B4,Mat Lak,P2,2 Parça,Tepsi 268-044 Mat Lak 2 pc,49,ADET,KOLİ,PALET,48,1440,10.9396
M00330,YUVARLAK KUTU 099-084 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,099-084,Kalıp 099-084,B1,Litografi,P2,2 Parça,Yuvarlak Tin 099-084 Litografi 2 pc,89,ADET,KOLİ,PALET,12,240,9.1878
H00001,"TENEKE SAC 0,18MM",02,Hammadde,HM,Hammadde,HM1,Sac,,,,,,,"Teneke Sac 0,18mm",,KG,TON,,1000,,31.914
H00002,"TENEKE SAC 0,20MM",02,Hammadde,HM,Hammadde,HM1,Sac,,,,,,,"Teneke Sac 0,20mm",,KG,TON,,1000,,18.805
H00003,"TENEKE SAC 0,22MM",02,Hammadde,HM,Hammadde,HM1,Sac,,,,,,,"Teneke Sac 0,22mm",,KG,TON,,1000,,66.374
H00004,"KROM SAC 0,25MM",02,Hammadde,HM,Hammadde,HM1,Sac,,,,,,,"Krom Sac 0,25mm",,KG,TON,,1000,,17.237
H00005,BEYAZ VERNIK,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Beyaz Vernik,,KG,TON,,1000,,25.413
H00006,ALTIN VERNIK,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Altın Vernik,,KG,TON,,1000,,24.431
H00007,OFSET MÜREKKEP CYAN,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Ofset Mürekkep Cyan,,KG,TON,,1000,,43.963
H00008,OFSET MÜREKKEP MAGENTA,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Ofset Mürekkep Magenta,,KG,TON,,1000,,46.418
H00009,OFSET MÜREKKEP SARI,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Ofset Mürekkep Sarı,,KG,TON,,1000,,17.651
H00010,OFSET MÜREKKEP SIYAH,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Ofset Mürekkep Siyah,,KG,TON,,1000,,71.23
H00011,CONTA BILEŞIMI,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Conta Bileşimi,,KG,TON,,1000,,72.807
H00012,TINER,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Tiner,,LT,LT,,1,,40.958
H00013,KALIP YAĞI,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Kalıp Yağı,,LT,LT,,1,,39.775
H00014,LEHIM TELI,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Lehim Teli,,KG,TON,,1000,,37.774
H00015,ASTAR BOYA,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Astar Boya,,KG,TON,,1000,,59.904
H00016,KORUYUCU FILM,02,Hammadde,HM,Hammadde,HM1,Kimyasal,,,,,,,Koruyucu Film,,MT,MT,,1,,17.637
D00001,OLUKLU KOLI 40X30X25,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Oluklu Koli 40x30x25,,ADET,ADET,,1,,225.74
D00002,OLUKLU KOLI 60X40X30,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Oluklu Koli 60x40x30,,ADET,ADET,,1,,181.303
D00003,STREÇ FILM 500MM,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Streç Film 500mm,,RULO,RULO,,1,,224.687
D00004,AHŞAP PALET 80X120,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Ahşap Palet 80x120,,ADET,ADET,,1,,172.442
D00005,ETIKET RULO 100X50,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Etiket Rulo 100x50,,RULO,RULO,,1,,66.236
D00006,BANT 48MM,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Bant 48mm,,ADET,ADET,,1,,3.728
D00007,ARA KARTON,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Ara Karton,,ADET,ADET,,1,,158.528
D00008,ÇEMBER 12MM,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Çember 12mm,,RULO,RULO,,1,,221.512
D00009,KALIP YEDEK ZIMBA,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Kalıp Yedek Zımba,,ADET,ADET,,1,,89.538
D00010,HIDROLIK FILTRE,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Hidrolik Filtre,,ADET,ADET,,1,,39.667
D00011,RULMAN 6205,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Rulman 6205,,ADET,ADET,,1,,180.343
D00012,YAĞLAMA GRESI,03,DIGER,DG,Diğer,DG1,Yardımcı Malzeme,,,,,,,Yağlama Gresi,,KG,KG,,1,,111.145
