TAKIPNO,ISEMRINO,STOK_KODU,SIPARIS_NO,SIPKONT,REFISEMRINO,TESLIM_TARIHI,KAPATILDI,OPKODU,MAKINE_ID,MAKINE_KODU,VERIMLILIK,VERIMTAKIP,ISTKODU,ISTISIM,STHAR_CARIKOD,MAMUL,STOK_ADI,KOD_1,KOD_4,PARCA,KALIP,YIL,HAFTA,URETIM,FIRE,GERC_ARIZA,GERC_HATBOS,GERC_ISLEM,GERC_HAZIRLIK,TEO_ISLEM,TEO_HAZIRLIK_TAKIPSIZ,TEO_HAZIRLIK_TAKIPLI,DURUM_ADI,FIREORANI_MINFIRE,FIREORANI_URETIM
907999,IE26907999,M00082,SIP26006018,1,RF907999,2026-05-14,E,OP02,45,DJT-01,0.5936,H,DJT,DIJITAL,120.01.0013,YUVARLAK KUTU Ø092 VERNIKLI 2 PARÇA,YUVARLAK KUTU Ø092 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,DIA-092,2026,16,72,1,12.7,0,0.3,111.1,0.3,88.9,105.5,TAMAMLANDI,0.0114,0.0147
908000,IE26908000,M00082,SIP26006018,1,RF908000,2026-05-09,E,OP03,17,PRS-17,0.9513,E,PRS,PRES,120.01.0013,YUVARLAK KUTU Ø092 VERNIKLI 2 PARÇA,YUVARLAK KUTU Ø092 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,DIA-092,2026,16,71,2,39.5,0,0.3,25.3,0.2,20.2,24,TAMAMLANDI,0.0178,0.024
908001,IE26908001,M00082,SIP26006018,1,RF908001,2026-04-19,E,OP04,34,MNT-02,0.5641,E,MNT,MONTAJ,120.01.0013,YUVARLAK KUTU Ø092 VERNIKLI 2 PARÇA,YUVARLAK KUTU Ø092 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,DIA-092,2026,16,74,1,0,2.1,0.3,49.9,0.3,39.9,47.4,TAMAMLANDI,0.0064,0.0067
908002,IE26908002,M00006,SIP25005521,1,RF908002,2026-01-29,E,OP01,26,KSM-03,0.9293,H,KSM,KESIM,120.01.0011,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,2,564,15,49.1,0,3.4,42.6,2.9,34.1,40.5,TAMAMLANDI,0.0198,0.0263
908003,IE26908003,M00006,SIP25005521,1,RF908003,2026-01-12,E,OP02,32,MTB-03,0.6364,H,MTB,MATBAA,120.01.0011,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,2,604,1,57.9,19.3,3.4,29,3,23.2,27.5,TAMAMLANDI,0.0022,0.0024
908004,IE26908004,M00006,SIP25005521,1,RF908004,2026-02-13,E,OP03,37,MNT-05,0.8935,E,MNT,MONTAJ,120.01.0011,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,2,568,17,0,20.3,3,104.3,2.3,83.4,99.1,TAMAMLANDI,0.023,0.0296
908005,IE26908005,M00005,SIP26006022,2,RF908005,2026-04-13,E,OP01,24,KSM-01,0.5591,H,KSM,KESIM,120.01.0006,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2026,15,289,7,98.5,19.2,1.3,115.9,1.3,92.7,110.1,TAMAMLANDI,0.0176,0.0249
908006,IE26908006,M00005,SIP26006022,2,RF908006,2026-05-10,E,OP02,45,DJT-01,1.023,H,DJT,DIJITAL,120.01.0006,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2026,15,289,1,40.4,9.9,2.3,134,2,107.2,127.3,TAMAMLANDI,0.0039,0.0052
908007,IE26908007,M00005,SIP26006022,2,RF908007,2026-04-19,E,OP03,19,PRS-19,0.6635,E,PRS,PRES,120.01.0006,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2026,15,288,6,33.1,21.6,4.4,26,3.4,20.8,24.7,TAMAMLANDI,0.0189,0.0207
908008,IE26908008,M00005,SIP26006022,2,RF908008,2026-05-10,E,OP04,41,MNT-09,0.6083,E,MNT,MONTAJ,120.01.0006,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2026,15,292,4,0,19.3,2.8,89.3,2.5,71.4,84.8,TAMAMLANDI,0.0116,0.0123
908009,IE26908009,M00008,SIP26006116,1,RF908009,2026-06-04,H,OP01,26,KSM-03,0.6341,H,KSM,KESIM,120.01.0012,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,SK01,B3,3 Parça,210-255,2026,20,2994,147,99.4,4.2,22.1,81.2,16.9,65,77.1,TAMAMLANDI,0.0442,0.0469
908010,IE26908010,M00008,SIP26006116,1,RF908010,2026-06-03,E,OP02,3,PRS-03,0.9692,E,PRS,PRES,120.01.0012,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,SK01,B3,3 Parça,210-255,2026,20,3019,97,68.9,1,10.1,84.5,9.8,67.6,80.3,TAMAMLANDI,0.0239,0.0313
908011,IE26908011,M00008,SIP26006116,1,RF908011,2026-06-11,E,OP03,36,MNT-04,0.5657,E,MNT,MONTAJ,120.01.0012,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,SK01,B3,3 Parça,210-255,2026,21,2850,162,3.1,0,12.8,95.9,10.6,76.7,91.1,TAMAMLANDI,0.0324,0.0538
908012,IE25908012,M00003,STKB25000298,1,RF908012,2025-07-21,E,OP01,24,KSM-01,0.6321,H,KSM,KESIM,120.01.0024,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,27,2463,78,29,0,10.5,77.5,10.2,62,73.6,TAMAMLANDI,0.0271,0.0309
908013,IE25908013,M00003,STKB25000298,1,RF908013,2025-08-06,E,OP02,45,DJT-01,0.8471,H,DJT,DIJITAL,120.01.0024,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,27,2440,29,42.6,17.2,16.8,124.4,17.3,99.5,118.2,TAMAMLANDI,0.0113,0.0118
908014,IE25908014,M00003,STKB25000298,1,RF908014,2025-08-03,E,OP03,18,PRS-18,0.6122,E,PRS,PRES,120.01.0024,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,27,2473,64,35.4,28.7,8.8,75.4,7.4,60.3,71.6,TAMAMLANDI,0.0155,0.0253
908015,IE25908015,M00003,STKB25000298,1,RF908015,2025-07-11,E,OP04,35,MNT-03,1.0131,E,MNT,MONTAJ,120.01.0024,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,27,2371,46,67.4,5.2,7.9,61.2,6.9,49,58.1,TAMAMLANDI,0.018,0.0194
908016,IE26908016,M00003,SIP26005687,1,RF908016,2026-03-03,E,OP01,24,KSM-01,1.0634,H,KSM,KESIM,120.01.0002,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,8,151,0,0,18.2,2.3,77.4,1.9,61.9,73.5,TAMAMLANDI,0.0044,0.0047
908017,IE26908017,M00003,SIP26005687,1,RF908017,2026-03-27,E,OP02,30,MTB-01,0.8528,H,MTB,MATBAA,120.01.0002,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,8,146,1,0,5.6,0.6,85.4,0.6,68.3,81.1,TAMAMLANDI,0.0046,0.0069
908018,IE26908018,M00003,SIP26005687,1,RF908018,2026-03-20,E,OP03,22,PRS-22,0.8778,E,PRS,PRES,120.01.0002,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,8,149,3,86.3,1.6,1.5,126.7,1.2,101.4,120.4,TAMAMLANDI,0.0198,0.0211
908019,IE26908019,M00003,SIP26005687,1,RF908019,2026-03-04,E,OP04,39,MNT-07,1.0732,E,MNT,MONTAJ,120.01.0002,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,8,150,1,52.5,33.3,0.5,116.1,0.4,92.9,110.3,TAMAMLANDI,0.0029,0.0041
908020,IE25908020,M00025,SIP25004905,1,RF908020,2025-12-14,E,OP01,28,KSM-05,0.628,H,KSM,KESIM,120.01.0002,YUVARLAK KUTU 255-205 VERNIKLI 3 PARÇA,YUVARLAK KUTU 255-205 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,255-205,2025,45,714,27,19.5,0,3.2,29.5,2.9,23.6,28,TAMAMLANDI,0.0301,0.0363
908021,IE25908021,M00025,SIP25004905,1,RF908021,2025-12-13,E,OP02,45,DJT-01,0.8926,H,DJT,DIJITAL,120.01.0002,YUVARLAK KUTU 255-205 VERNIKLI 3 PARÇA,YUVARLAK KUTU 255-205 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,255-205,2025,45,721,1,26.2,0.1,3.6,30.9,3.1,24.7,29.4,TAMAMLANDI,0.0003,0.0004
908022,IE25908022,M00025,SIP25004905,1,RF908022,2025-12-11,E,OP03,20,PRS-20,0.8341,E,PRS,PRES,120.01.0002,YUVARLAK KUTU 255-205 VERNIKLI 3 PARÇA,YUVARLAK KUTU 255-205 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,255-205,2025,45,757,1,79.2,5.6,3.9,35.2,3.8,28.2,33.4,TAMAMLANDI,0.0008,0.0012
908023,IE25908023,M00025,SIP25004905,1,RF908023,2025-11-16,E,OP04,42,MNT-10,0.9933,E,MNT,MONTAJ,120.01.0002,YUVARLAK KUTU 255-205 VERNIKLI 3 PARÇA,YUVARLAK KUTU 255-205 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,255-205,2025,45,728,27,31.9,12.1,8.1,37.5,7.4,30,35.6,TAMAMLANDI,0.0278,0.0356
908024,IE26908024,M00006,SIP26006662,1,RF908024,2026-07-23,E,OP01,24,KSM-01,0.8471,H,KSM,KESIM,120.01.0001,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,26,965,5,18,11.4,6.7,143.1,6.5,114.5,135.9,TAMAMLANDI,0.0035,0.0051
908025,IE26908025,M00006,SIP26006662,1,RF908025,2026-08-03,E,OP02,30,MTB-01,0.9594,H,MTB,MATBAA,120.01.0001,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,26,1002,12,25.4,13.8,11.3,80.1,11.4,64.1,76.1,TAMAMLANDI,0.0108,0.0115
908026,IE26908026,M00006,SIP26006662,1,RF908026,2026-07-03,E,OP03,22,PRS-22,0.9655,E,PRS,PRES,120.01.0001,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,26,1001,15,1.4,16.4,4.6,63,3.6,50.4,59.8,TAMAMLANDI,0.0134,0.0154
908027,IE26908027,M00006,SIP26006662,1,RF908027,2026-08-05,H,OP04,33,MNT-01,0.8327,E,MNT,MONTAJ,120.01.0001,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,27,976,35,39.2,39.6,4.2,60,3.2,48,57,TAMAMLANDI,0.0213,0.0349
908028,IE26908028,M00010,SIP26005767,1,RF908028,2026-04-07,E,OP01,25,KSM-02,0.9166,H,KSM,KESIM,120.01.0003,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,SK01,B4,3 Parça,255-205,2026,13,1193,11,0,0,4.8,95.8,4.8,76.6,91,TAMAMLANDI,0.0067,0.0093
908029,IE26908029,M00010,SIP26005767,1,RF908029,2026-04-02,E,OP02,30,MTB-01,0.884,H,MTB,MATBAA,120.01.0003,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,SK01,B4,3 Parça,255-205,2026,13,1215,30,0,31.7,4.3,134.6,4.1,107.7,127.9,TAMAMLANDI,0.0149,0.0238
908030,IE26908030,M00010,SIP26005767,1,RF908030,2026-05-02,E,OP03,42,MNT-10,0.5976,E,MNT,MONTAJ,120.01.0003,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,SK01,B4,3 Parça,255-205,2026,13,1182,38,40.3,19.6,12,54.2,9.5,43.4,51.5,TAMAMLANDI,0.0288,0.0314
908031,IE25908031,M00001,SIP25004057,1,RF908031,2025-08-12,O,OP01,26,KSM-03,0.5891,H,KSM,KESIM,120.01.0020,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,28,8078,136,48.7,6.7,42.8,117.9,33,94.3,112,TAMAMLANDI,0.0163,0.0166
908032,IE25908032,M00001,SIP25004057,1,RF908032,2025-08-13,E,OP02,8,PRS-08,0.9211,E,PRS,PRES,120.01.0020,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,29,8022,48,19,0.7,29.4,37.4,27.9,29.9,35.5,TAMAMLANDI,0.0039,0.006
908033,IE25908033,M00001,SIP25004057,1,RF908033,2025-08-09,E,OP03,43,MNT-11,0.7346,E,MNT,MONTAJ,120.01.0020,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,29,7983,122,0,16.6,33.3,117.2,32.6,93.8,111.3,TAMAMLANDI,0.0146,0.015
908034,IE26908034,M00136,SIP26006368,1,RF908034,2026-06-25,E,OP01,27,KSM-04,0.8154,H,KSM,KESIM,120.01.0060,YUVARLAK KUTU Ø050 VERNIKLI 2 PARÇA,YUVARLAK KUTU Ø050 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,DIA-050,2026,25,493,0,16.9,7.4,1.7,118.3,1.4,94.6,112.4,TAMAMLANDI,0.0006,0.0008
908035,IE26908035,M00136,SIP26006368,1,RF908035,2026-07-09,E,OP02,45,DJT-01,0.8096,H,DJT,DIJITAL,120.01.0060,YUVARLAK KUTU Ø050 VERNIKLI 2 PARÇA,YUVARLAK KUTU Ø050 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,DIA-050,2026,25,488,5,16.7,6.3,5.1,103,4.6,82.4,97.8,TAMAMLANDI,0.0095,0.0112
908036,IE26908036,M00136,SIP26006368,1,RF908036,2026-07-14,E,OP03,4,PRS-04,0.8718,E,PRS,PRES,120.01.0060,YUVARLAK KUTU Ø050 VERNIKLI 2 PARÇA,YUVARLAK KUTU Ø050 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,DIA-050,2026,25,476,9,13.6,0,8.2,118.5,7.3,94.8,112.6,TAMAMLANDI,0.0164,0.0184
908037,IE26908037,M00136,SIP26006368,1,RF908037,2026-07-25,H,OP04,42,MNT-10,1.1128,E,MNT,MONTAJ,120.01.0060,YUVARLAK KUTU Ø050 VERNIKLI 2 PARÇA,YUVARLAK KUTU Ø050 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,DIA-050,2026,25,483,13,0,7.3,2.1,104.7,1.6,83.8,99.5,TAMAMLANDI,0.0187,0.027
908038,IE25908038,M00002,STKB25000372,1,RF908038,2026-01-16,E,OP01,27,KSM-04,0.8177,H,KSM,KESIM,120.01.0029,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,51,20025,705,0,6,132,61.9,124.2,49.5,58.8,TAMAMLANDI,0.0336,0.034
908039,IE25908039,M00002,STKB25000372,1,RF908039,2026-01-14,E,OP02,30,MTB-01,0.7646,H,MTB,MATBAA,120.01.0029,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,51,19598,613,0,19,231.1,18.2,199.3,14.6,17.3,TAMAMLANDI,0.0296,0.0303
908040,IE25908040,M00002,STKB25000372,1,RF908040,2026-01-07,E,OP03,38,MNT-06,0.9299,E,MNT,MONTAJ,120.01.0029,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,51,19622,612,20,8.9,94.1,28.8,74.1,23,27.4,TAMAMLANDI,0.0205,0.0302
908041,IE25908041,M00084,SIP25004041,1,RF908041,2025-08-14,E,OP01,25,KSM-02,0.9149,H,KSM,KESIM,120.01.0007,TEPSI 325-125 VERNIKLI 2 PARÇA,TEPSI 325-125 VERNIKLI 2 PARÇA,SK11,B2,2 Parça,325-125,2025,29,12101,337,34.6,0,211.5,90.4,206.4,72.3,85.9,TAMAMLANDI,0.0169,0.0271
908042,IE25908042,M00084,SIP25004041,1,RF908042,2025-08-19,H,OP02,11,PRS-11,0.8604,E,PRS,PRES,120.01.0007,TEPSI 325-125 VERNIKLI 2 PARÇA,TEPSI 325-125 VERNIKLI 2 PARÇA,SK11,B2,2 Parça,325-125,2025,29,12021,75,39.8,19.9,78.6,111.9,62.1,89.5,106.3,TAMAMLANDI,0.006,0.0063
908043,IE25908043,M00084,SIP25004041,1,RF908043,2025-08-18,E,OP03,36,MNT-04,0.7872,E,MNT,MONTAJ,120.01.0007,TEPSI 325-125 VERNIKLI 2 PARÇA,TEPSI 325-125 VERNIKLI 2 PARÇA,SK11,B2,2 Parça,325-125,2025,29,11635,396,19.2,15.6,39.4,21.5,30.6,17.2,20.4,TAMAMLANDI,0.0201,0.0329
908044,IE26908044,M00002,SIP26005734,5,RF908044,2026-04-08,E,OP01,29,KSM-06,0.688,H,KSM,KESIM,120.01.0021,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,12,2987,83,30.7,13.7,13.3,82.3,13.3,65.8,78.2,TAMAMLANDI,0.0267,0.0271
908045,IE26908045,M00002,SIP26005734,5,RF908045,2026-04-07,H,OP02,13,PRS-13,0.7216,E,PRS,PRES,120.01.0021,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,12,3000,10,53.7,0,27.9,129.5,27.2,103.6,123,TAMAMLANDI,0.0022,0.0033
908046,IE26908046,M00002,SIP26005734,5,RF908046,2026-04-20,E,OP03,35,MNT-03,1.0935,E,MNT,MONTAJ,120.01.0021,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,12,2924,193,27.9,11.3,31.5,136.4,30.9,109.1,129.6,TAMAMLANDI,0.0432,0.062
908047,IE26908047,M00043,SIP26006162,1,RF908047,2026-06-01,E,OP01,26,KSM-03,0.9665,H,KSM,KESIM,120.01.0045,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,210-080,2026,19,367,7,36.6,24,1.4,32.9,1.3,26.3,31.3,TAMAMLANDI,0.0164,0.0173
908048,IE26908048,M00043,SIP26006162,1,RF908048,2026-05-14,H,OP02,19,PRS-19,0.6867,E,PRS,PRES,120.01.0045,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,210-080,2026,19,352,8,4.9,17.5,1.8,75.9,1.5,60.7,72.1,TAMAMLANDI,0.019,0.0232
908049,IE26908049,M00043,SIP26006162,1,RF908049,2026-06-15,E,OP03,37,MNT-05,0.9181,E,MNT,MONTAJ,120.01.0045,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,210-080,2026,20,372,7,43.7,5.7,1.7,22.3,1.6,17.8,21.2,TAMAMLANDI,0.0129,0.0175
908050,IE26908050,M00006,SIP26006622,3,RF908050,2026-07-29,E,OP01,29,KSM-06,0.9546,H,KSM,KESIM,120.01.0011,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,30,5894,160,29.4,0,27.1,65.3,20.6,52.2,62,TAMAMLANDI,0.0184,0.0265
908051,IE26908051,M00006,SIP26006622,3,RF908051,2026-08-15,E,OP02,46,DJT-02,0.795,H,DJT,DIJITAL,120.01.0011,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,30,5862,153,32.3,0,29.1,44.6,26.1,35.7,42.4,TAMAMLANDI,0.0196,0.0254
908052,IE26908052,M00006,SIP26006622,3,RF908052,2026-08-05,E,OP03,15,PRS-15,0.6173,E,PRS,PRES,120.01.0011,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,30,5903,44,1,19.7,21.9,89.3,19.3,71.4,84.8,TAMAMLANDI,0.0072,0.0074
908053,IE26908053,M00006,SIP26006622,3,RF908053,2026-08-17,E,OP04,43,MNT-11,0.7461,E,MNT,MONTAJ,120.01.0011,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,30,5803,110,0,1.7,19,28,14.6,22.4,26.6,TAMAMLANDI,0.018,0.0187
908054,IE25908054,M00007,STK25000628,1,RF908054,2025-08-05,E,OP01,26,KSM-03,0.8783,H,KSM,KESIM,120.01.0012,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2025,27,3768,83,43.4,0,21,39.3,20,31.4,37.3,TAMAMLANDI,0.0166,0.0218
908055,IE25908055,M00007,STK25000628,1,RF908055,2025-07-15,E,OP02,32,MTB-03,0.9511,H,MTB,MATBAA,120.01.0012,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2025,27,3744,108,53.9,18.1,15.9,41,13.7,32.8,38.9,TAMAMLANDI,0.0189,0.0282
908056,IE25908056,M00007,STK25000628,1,RF908056,2025-07-20,E,OP03,37,MNT-05,0.8665,E,MNT,MONTAJ,120.01.0012,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2025,27,3797,180,19.9,3.5,42.1,120.2,36.7,96.2,114.2,TAMAMLANDI,0.0382,0.0452
908060,IE25908060,M00001,SIP25005221,4,RF908060,2025-12-05,E,OP01,29,KSM-06,0.7958,H,KSM,KESIM,120.01.0003,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,48,7641,494,36,2.6,34.8,86.2,35,69,81.9,TAMAMLANDI,0.0458,0.0608
908061,IE25908061,M00001,SIP25005221,4,RF908061,2025-12-14,E,OP02,30,MTB-01,0.9983,H,MTB,MATBAA,120.01.0003,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,48,8312,64,0,5,47.8,115.2,40.4,92.2,109.4,TAMAMLANDI,0.0048,0.0076
908062,IE25908062,M00001,SIP25005221,4,RF908062,2025-12-10,E,OP03,23,PRS-23,0.8285,E,PRS,PRES,120.01.0003,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,48,8188,248,58.3,0,45.9,127.2,35.4,101.8,120.8,TAMAMLANDI,0.0238,0.0295
908063,IE25908063,M00001,SIP25005221,4,RF908063,2026-01-01,E,OP04,33,MNT-01,0.8909,E,MNT,MONTAJ,120.01.0003,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,48,8227,113,75,12.4,28.6,127.4,22.7,101.9,121,TAMAMLANDI,0.0091,0.0136
908064,IE26908064,M00001,SIP25005340,1,RF908064,2026-01-27,O,OP01,27,KSM-04,1.0305,H,KSM,KESIM,120.01.0062,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2026,2,8095,193,0,8.2,73,100,72.9,80,95,TAMAMLANDI,0.0217,0.0233
908065,IE26908065,M00001,SIP25005340,1,RF908065,2026-01-29,E,OP02,30,MTB-01,1.1024,H,MTB,MATBAA,120.01.0062,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2026,2,8086,160,41.2,2.9,41.4,115.5,35.3,92.4,109.7,TAMAMLANDI,0.0171,0.0194
908066,IE26908066,M00001,SIP25005340,1,RF908066,2026-01-12,E,OP03,2,PRS-02,0.7803,E,PRS,PRES,120.01.0062,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2026,2,8087,118,0,17.8,45.2,136.6,46.3,109.3,129.8,TAMAMLANDI,0.0088,0.0144
908067,IE26908067,M00001,SIP25005340,1,RF908067,2026-01-12,E,OP04,37,MNT-05,0.8764,E,MNT,MONTAJ,120.01.0062,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2026,2,8321,79,25.9,1.2,27.7,125.1,24,100.1,118.8,TAMAMLANDI,0.0086,0.0094
