INCKEYNO,TAKIP_ID,ISEMRINO,TARIH,YIL,HAFTA,BASLANGICTARIH,BITISTARIHSAAT,DEVAM_EDIYOR,URETILENMIKTAR,FIREMIKTAR,ACIKLAMA,BRUT_SURE,MOLA,NET_SURE,AKTIVITEKODU,AKTIVITE_ADI,ARIZAKODU,ARIZA_ADI,SURE_DAHIL,HAZIRLIK,ISLEM,ARIZA,HATBOS,STDSURE_ISLEM,KONFIGURASYON_ID,STANDARTHAZIRLIK,STANDARTMIKTAR,STANDARTSURE,ADDK
3017101,906673,IE26906673,2026-07-22,2026,30,2026-07-22 15:15:24,2026-07-22 15:59:24,0,9854,248,,46.6,2.6,44,A02,ISLEM,,,E,0,44,0,12,45.9,1033,108.4,1000,5.852,263.9
3017102,906674,IE25906674,2025-08-03,2025,31,2025-08-03 20:45:00,2025-08-03 22:09:18,0,0,0,,89.4,5.1,84.3,A01,HAZIRLIK,,,E,84.3,0,0,0,2.4,1034,75.9,1000,104.207,230.2
3017103,906674,IE25906674,2025-08-03,2025,31,2025-08-03 22:09:18,2025-08-03 22:12:12,0,729,13,,3.1,0.2,2.9,A02,ISLEM,,,E,0,2.9,0,0,2.7,1034,75.9,1000,104.207,334.9
3017104,906674,IE25906674,2025-08-03,2025,31,2025-08-03 22:12:12,2025-08-03 22:48:06,0,0,0,Kalıp Değişimi,38.1,2.2,35.9,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,35.9,0,2.3,1034,75.9,1000,104.207,276.4
3017105,906675,IE25906675,2025-08-04,2025,32,2025-08-04 09:30:00,2025-08-04 09:58:42,0,0,0,,30.4,1.7,28.7,A01,HAZIRLIK,,,E,28.7,0,0,0,5.2,1035,25.8,1000,86.876,52.7
3017106,906675,IE25906675,2025-08-04,2025,32,2025-08-04 09:58:42,2025-08-04 10:03:36,0,728,5,,5.2,0.3,4.9,A02,ISLEM,,,E,0,4.9,0,48.4,5.1,1035,25.8,1000,86.876,214.6
3017107,906676,IE25906676,2025-08-05,2025,32,2025-08-05 07:15:00,2025-08-05 08:37:24,0,0,0,,87.3,4.9,82.4,A01,HAZIRLIK,,,E,82.4,0,0,0,5.8,1036,74.2,1000,89.898,301.9
3017108,906676,IE25906676,2025-08-05,2025,32,2025-08-05 08:37:24,2025-08-05 08:43:54,0,718,13,,6.9,0.4,6.5,A02,ISLEM,,,E,0,6.5,0,34.9,6.9,1036,74.2,1000,89.898,65.9
3017109,906676,IE25906676,2025-08-05,2025,32,2025-08-05 08:43:54,2025-08-05 09:02:24,0,0,0,Kalite Duruşu,19.6,1.1,18.5,A03,DURMA,AR11,Kalite Duruşu,H,0,0,18.5,0,6.1,1036,74.2,1000,89.898,301.9
3017110,906677,IE25906677,2025-08-06,2025,32,2025-08-06 17:15:00,2025-08-06 18:59:06,0,0,0,,110.3,6.2,104.1,A01,HAZIRLIK,,,E,104.1,0,0,0,2.9,1037,93.7,1000,98.668,293.1
3017111,906677,IE25906677,2025-08-06,2025,32,2025-08-06 18:59:06,2025-08-06 19:01:54,0,726,2,,3,0.2,2.8,A02,ISLEM,,,E,0,2.8,0,6.7,2.6,1037,93.7,1000,98.668,208.3
3017112,906678,IE26906678,2026-05-21,2026,21,2026-05-21 14:45:00,2026-05-21 16:47:24,0,0,0,,129.7,7.3,122.4,A01,HAZIRLIK,,,E,122.4,0,0,0,2.2,1038,110.2,1000,105.721,207.6
3017113,906678,IE26906678,2026-05-21,2026,21,2026-05-21 16:47:24,2026-05-21 16:49:30,0,590,24,,2.2,0.1,2.1,A02,ISLEM,,,E,0,2.1,0,0,1.9,1038,110.2,1000,105.721,128
3017114,906678,IE26906678,2026-05-21,2026,21,2026-05-21 16:49:30,2026-05-21 16:55:30,0,0,0,Enerji Kesintisi,6.4,0.4,6,A03,DURMA,AR10,Enerji Kesintisi,H,0,0,6,0,2.2,1038,110.2,1000,105.721,114.2
3017115,906679,IE26906679,2026-05-22,2026,21,2026-05-22 09:00:00,2026-05-22 11:22:06,0,0,0,,150.6,8.5,142.1,A01,HAZIRLIK,,,E,142.1,0,0,0,2.7,1039,127.9,1000,110.466,291.3
3017116,906679,IE26906679,2026-05-22,2026,21,2026-05-22 11:22:06,2026-05-22 11:24:54,0,591,20,,3,0.2,2.8,A02,ISLEM,,,E,0,2.8,0,20.7,2.5,1039,127.9,1000,110.466,116.2
3017117,906679,IE26906679,2026-05-22,2026,21,2026-05-22 11:24:54,2026-05-22 11:59:00,0,0,0,Sac Sıkışması,36.1,2,34.1,A03,DURMA,AR07,Sac Sıkışması,H,0,0,34.1,0,2.6,1039,127.9,1000,110.466,316.2
3017118,906680,IE26906680,2026-05-23,2026,21,2026-05-23 14:15:00,2026-05-23 15:11:18,0,0,0,,59.7,3.4,56.3,A01,HAZIRLIK,,,E,56.3,0,0,0,4,1000,50.7,1000,104.659,189.8
3017119,906680,IE26906680,2026-05-23,2026,21,2026-05-23 15:11:18,2026-05-23 15:16:06,0,618,1,,5.1,0.3,4.8,A02,ISLEM,,,E,0,4.8,0,26.2,4.5,1000,50.7,1000,104.659,228.4
3017120,906680,IE26906680,2026-05-23,2026,21,2026-05-23 15:16:06,2026-05-23 16:12:48,0,0,0,Vardiya Devri,60.1,3.4,56.7,A03,DURMA,AR09,Vardiya Devri,H,0,0,56.7,0,4.9,1000,50.7,1000,104.659,49.1
3017121,906681,IE26906681,2026-05-24,2026,21,2026-05-24 19:00:00,2026-05-24 20:33:54,0,0,0,,99.5,5.6,93.9,A01,HAZIRLIK,,,E,93.9,0,0,0,2.1,1001,84.5,1000,81.63,54.1
3017122,906681,IE26906681,2026-05-24,2026,21,2026-05-24 20:33:54,2026-05-24 20:36:00,0,609,13,,2.2,0.1,2.1,A02,ISLEM,,,E,0,2.1,0,0,1.9,1001,84.5,1000,81.63,313.7
3017123,906681,IE26906681,2026-05-24,2026,21,2026-05-24 20:36:00,2026-05-24 21:03:18,0,0,0,Malzeme Bekleme,28.9,1.6,27.3,A03,DURMA,AR06,Malzeme Bekleme,H,0,0,27.3,0,1.9,1001,84.5,1000,81.63,49.9
3017124,906682,IE25906682,2025-08-03,2025,31,2025-08-03 06:00:00,2025-08-03 06:27:24,0,0,0,,29,1.6,27.4,A01,HAZIRLIK,,,E,27.4,0,0,0,76.9,1002,24.7,1000,4.385,47.1
3017125,906682,IE25906682,2025-08-03,2025,31,2025-08-03 06:27:24,2025-08-03 07:50:12,0,12316,70,,87.8,5,82.8,A02,ISLEM,,,E,0,82.8,0,12.8,83.6,1002,24.7,1000,4.385,161.6
3017126,906682,IE25906682,2025-08-03,2025,31,2025-08-03 07:50:12,2025-08-03 08:44:48,0,0,0,Kalıp Değişimi,57.9,3.3,54.6,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,54.6,0,66.5,1002,24.7,1000,4.385,231.2
3017127,906683,IE25906683,2025-08-04,2025,32,2025-08-04 10:30:00,2025-08-04 11:59:30,0,0,0,,94.9,5.4,89.5,A01,HAZIRLIK,,,E,89.5,0,0,0,192.8,1003,80.5,1000,5.406,146.3
3017128,906683,IE25906683,2025-08-04,2025,32,2025-08-04 11:59:30,2025-08-04 15:29:48,0,12201,421,,222.9,12.6,210.3,A02,ISLEM,,,E,0,210.3,0,0,200.3,1003,80.5,1000,5.406,203.3
3017129,906683,IE25906683,2025-08-04,2025,32,2025-08-04 15:29:48,2025-08-04 16:55:30,0,0,0,Vardiya Devri,90.8,5.1,85.7,A03,DURMA,AR09,Vardiya Devri,H,0,0,85.7,0,220.3,1003,80.5,1000,5.406,83.6
3017130,906684,IE25906684,2025-08-05,2025,32,2025-08-05 17:15:00,2025-08-05 18:21:12,0,0,0,,70.2,4,66.2,A01,HAZIRLIK,,,E,66.2,0,0,0,58.9,1004,59.6,1000,5.029,339.6
3017131,906684,IE25906684,2025-08-05,2025,32,2025-08-05 18:21:12,2025-08-05 19:31:00,0,11838,638,,74,4.2,69.8,A02,ISLEM,,,E,0,69.8,0,20,66.3,1004,59.6,1000,5.029,317.8
3017132,906684,IE25906684,2025-08-05,2025,32,2025-08-05 19:31:00,2025-08-05 20:14:24,0,0,0,Planlı Bakım,46,2.6,43.4,A03,DURMA,AR08,Planlı Bakım,H,0,0,43.4,0,69.8,1004,59.6,1000,5.029,255.4
3017133,906685,IE25906685,2025-08-06,2025,32,2025-08-06 07:15:00,2025-08-06 08:14:54,0,0,0,,63.5,3.6,59.9,A01,HAZIRLIK,,,E,59.9,0,0,0,60,1005,53.9,1000,4.065,145
3017134,906685,IE25906685,2025-08-06,2025,32,2025-08-06 08:14:54,2025-08-06 09:14:06,0,12389,163,,62.8,3.6,59.2,A02,ISLEM,,,E,0,59.2,0,0,52.2,1005,53.9,1000,4.065,284
3017135,906685,IE25906685,2025-08-06,2025,32,2025-08-06 09:14:06,2025-08-06 10:16:42,0,0,0,Elektrik Arızası,66.4,3.8,62.6,A03,DURMA,AR02,Elektrik Arızası,H,0,0,62.6,0,50.6,1005,53.9,1000,4.065,310.3
3017136,906686,IE26906686,2026-02-21,2026,8,2026-02-21 12:15:00,2026-02-21 14:16:54,0,0,0,,129.2,7.3,121.9,A01,HAZIRLIK,,,E,121.9,0,0,0,29.2,1006,109.7,1000,10.306,54.6
3017137,906686,IE26906686,2026-02-21,2026,8,2026-02-21 14:16:54,2026-02-21 14:47:42,0,5629,180,,32.6,1.8,30.8,A02,ISLEM,,,E,0,30.8,0,2.7,26.6,1006,109.7,1000,10.306,182.6
3017138,906686,IE26906686,2026-02-21,2026,8,2026-02-21 14:47:42,2026-02-21 14:56:30,0,0,0,Mekanik Arıza,9.3,0.5,8.8,A03,DURMA,AR03,Mekanik Arıza,H,0,0,8.8,0,33.6,1006,109.7,1000,10.306,254.5
3017139,906687,IE26906687,2026-02-22,2026,8,2026-02-22 12:00:00,2026-02-22 14:24:18,0,0,0,,153,8.7,144.3,A01,HAZIRLIK,,,E,144.3,0,0,0,55.4,1007,129.9,1000,8.383,233.8
3017140,906687,IE26906687,2026-02-22,2026,8,2026-02-22 14:24:18,2026-02-22 15:25:30,0,5912,105,,64.9,3.7,61.2,A02,ISLEM,,,E,0,61.2,0,9.4,50.4,1007,129.9,1000,8.383,88.7
3017141,906687,IE26906687,2026-02-22,2026,8,2026-02-22 15:25:30,2026-02-22 15:49:06,0,0,0,Sac Sıkışması,25,1.4,23.6,A03,DURMA,AR07,Sac Sıkışması,H,0,0,23.6,0,63.6,1007,129.9,1000,8.383,81.7
3017142,906688,IE26906688,2026-02-23,2026,9,2026-02-23 08:15:00,2026-02-23 08:40:36,0,0,0,,27.1,1.5,25.6,A01,HAZIRLIK,,,E,25.6,0,0,0,30.4,1008,23,1000,10.073,223.7
3017143,906688,IE26906688,2026-02-23,2026,9,2026-02-23 08:40:36,2026-02-23 09:15:42,0,5744,161,,37.2,2.1,35.1,A02,ISLEM,,,E,0,35.1,0,20.3,31.7,1008,23,1000,10.073,224.6
3017144,906688,IE26906688,2026-02-23,2026,9,2026-02-23 09:15:42,2026-02-23 10:16:00,0,0,0,Vardiya Devri,63.9,3.6,60.3,A03,DURMA,AR09,Vardiya Devri,H,0,0,60.3,0,37.5,1008,23,1000,10.073,323.6
3017145,906689,IE26906689,2026-01-27,2026,5,2026-01-27 15:45:00,2026-01-27 17:31:12,0,0,0,,112.6,6.4,106.2,A01,HAZIRLIK,,,E,106.2,0,0,0,19.9,1009,95.6,1000,38.603,102.1
3017146,906689,IE26906689,2026-01-27,2026,5,2026-01-27 17:31:12,2026-01-27 17:53:12,0,1420,28,,23.3,1.3,22,A02,ISLEM,,,E,0,22,0,0,18.8,1009,95.6,1000,38.603,77.5
3017147,906689,IE26906689,2026-01-27,2026,5,2026-01-27 17:53:12,2026-01-27 19:04:18,0,0,0,Kalıp Değişimi,75.4,4.3,71.1,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,71.1,0,21.3,1009,95.6,1000,38.603,264.9
3017148,906690,IE26906690,2026-01-28,2026,5,2026-01-28 07:15:00,2026-01-28 07:40:36,0,0,0,,27.1,1.5,25.6,A01,HAZIRLIK,,,E,25.6,0,0,0,6.8,1010,23,1000,35.71,47.2
3017149,906690,IE26906690,2026-01-28,2026,5,2026-01-28 07:40:36,2026-01-28 07:47:06,0,1416,74,,6.9,0.4,6.5,A02,ISLEM,,,E,0,6.5,0,0,6.9,1010,23,1000,35.71,54.4
3017150,906691,IE26906691,2026-01-29,2026,5,2026-01-29 13:45:00,2026-01-29 15:48:42,0,0,0,,131.1,7.4,123.7,A01,HAZIRLIK,,,E,123.7,0,0,0,5.9,1011,111.3,1000,44.179,280.4
3017151,906691,IE26906691,2026-01-29,2026,5,2026-01-29 15:48:42,2026-01-29 15:54:42,0,1520,2,,6.4,0.4,6,A02,ISLEM,,,E,0,6,0,13.8,5.8,1011,111.3,1000,44.179,182.1
3017152,906691,IE26906691,2026-01-29,2026,5,2026-01-29 15:54:42,2026-01-29 16:47:24,0,0,0,Malzeme Bekleme,55.9,3.2,52.7,A03,DURMA,AR06,Malzeme Bekleme,H,0,0,52.7,0,6.4,1011,111.3,1000,44.179,72.4
3017153,906692,IE26906692,2026-01-30,2026,5,2026-01-30 08:45:00,2026-01-30 10:01:36,0,0,0,,81.2,4.6,76.6,A01,HAZIRLIK,,,E,76.6,0,0,0,5.5,1012,68.9,1000,36.771,84.8
3017154,906692,IE26906692,2026-01-30,2026,5,2026-01-30 10:01:36,2026-01-30 10:06:48,0,1457,9,,5.5,0.3,5.2,A02,ISLEM,,,E,0,5.2,0,15,4.3,1012,68.9,1000,36.771,93.2
3017155,906692,IE26906692,2026-01-30,2026,5,2026-01-30 10:06:48,2026-01-30 12:18:48,0,0,0,Mekanik Arıza,139.9,7.9,132,A03,DURMA,AR03,Mekanik Arıza,H,0,0,132,0,4.9,1012,68.9,1000,36.771,111.9
3017156,906693,IE25906693,2025-09-28,2025,39,2025-09-28 11:30:00,2025-09-28 12:43:54,0,0,0,,78.3,4.4,73.9,A01,HAZIRLIK,,,E,73.9,0,0,0,16.1,1013,66.5,1000,29.544,165.2
3017157,906693,IE25906693,2025-09-28,2025,39,2025-09-28 12:43:54,2025-09-28 13:01:24,0,2311,128,,18.6,1.1,17.5,A02,ISLEM,,,E,0,17.5,0,10.8,16.1,1013,66.5,1000,29.544,114.3
3017158,906693,IE25906693,2025-09-28,2025,39,2025-09-28 13:01:24,2025-09-28 13:12:00,0,0,0,Ayar / Numune Onayı,11.2,0.6,10.6,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,10.6,0,17.6,1013,66.5,1000,29.544,119.3
3017159,906694,IE25906694,2025-09-29,2025,40,2025-09-29 08:00:00,2025-09-29 08:41:36,0,0,0,,44.1,2.5,41.6,A01,HAZIRLIK,,,E,41.6,0,0,0,19.6,1014,37.4,1000,24.022,179.9
3017160,906694,IE25906694,2025-09-29,2025,40,2025-09-29 08:41:36,2025-09-29 09:00:42,0,2405,58,,20.2,1.1,19.1,A02,ISLEM,,,E,0,19.1,0,23.5,19.2,1014,37.4,1000,24.022,127.5
3017161,906695,IE25906695,2025-09-30,2025,40,2025-09-30 10:00:00,2025-09-30 10:44:36,0,0,0,,47.3,2.7,44.6,A01,HAZIRLIK,,,E,44.6,0,0,0,21.1,1015,40.1,1000,23.604,206.3
3017162,906695,IE25906695,2025-09-30,2025,40,2025-09-30 10:44:36,2025-09-30 11:05:36,0,2358,77,,22.3,1.3,21,A02,ISLEM,,,E,0,21,0,0,18.5,1015,40.1,1000,23.604,106.8
3017163,906696,IE25906696,2025-10-01,2025,40,2025-10-01 12:00:00,2025-10-01 13:34:30,0,0,0,,100.2,5.7,94.5,A01,HAZIRLIK,,,E,94.5,0,0,0,22.2,1016,85,1000,28.791,273.2
3017164,906696,IE25906696,2025-10-01,2025,40,2025-10-01 13:34:30,2025-10-01 13:57:12,0,2331,80,,24.1,1.4,22.7,A02,ISLEM,,,E,0,22.7,0,35.5,18.8,1016,85,1000,28.791,319.8
3017165,906696,IE25906696,2025-10-01,2025,40,2025-10-01 13:57:12,2025-10-01 14:08:12,0,0,0,Kalıp Değişimi,11.7,0.7,11,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,11,0,24.9,1016,85,1000,28.791,150.6
3017166,906697,IE26906697,2026-03-19,2026,12,2026-03-19 10:45:00,2026-03-19 12:44:36,0,0,0,,126.8,7.2,119.6,A01,HAZIRLIK,,,E,119.6,0,0,0,5.2,1017,107.6,1000,69.331,268.9
3017167,906697,IE26906697,2026-03-19,2026,12,2026-03-19 12:44:36,2026-03-19 12:50:54,0,970,39,,6.7,0.4,6.3,A02,ISLEM,,,E,0,6.3,0,0,5.8,1017,107.6,1000,69.331,270.7
3017168,906697,IE26906697,2026-03-19,2026,12,2026-03-19 12:50:54,2026-03-19 13:34:12,0,0,0,Sac Sıkışması,45.9,2.6,43.3,A03,DURMA,AR07,Sac Sıkışması,H,0,0,43.3,0,6.8,1017,107.6,1000,69.331,230.5
3017169,906698,IE26906698,2026-03-20,2026,12,2026-03-20 13:00:00,2026-03-20 15:06:42,0,0,0,,134.3,7.6,126.7,A01,HAZIRLIK,,,E,126.7,0,0,0,5.5,1018,114,1000,61.74,299.3
3017170,906698,IE26906698,2026-03-20,2026,12,2026-03-20 15:06:42,2026-03-20 15:12:12,0,974,30,,5.8,0.3,5.5,A02,ISLEM,,,E,0,5.5,0,19,5.5,1018,114,1000,61.74,197.6
3017171,906698,IE26906698,2026-03-20,2026,12,2026-03-20 15:12:12,2026-03-20 15:43:18,0,0,0,Ayar / Numune Onayı,33,1.9,31.1,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,31.1,0,5,1018,114,1000,61.74,151.7
3017172,906699,IE26906699,2026-03-21,2026,12,2026-03-21 12:45:00,2026-03-21 14:59:36,0,0,0,,142.7,8.1,134.6,A01,HAZIRLIK,,,E,134.6,0,0,0,3.9,1019,121.1,1000,66.578,58.2
3017173,906699,IE26906699,2026-03-21,2026,12,2026-03-21 14:59:36,2026-03-21 15:04:00,0,952,18,,4.7,0.3,4.4,A02,ISLEM,,,E,0,4.4,0,0.2,4.3,1019,121.1,1000,66.578,66.4
3017174,906699,IE26906699,2026-03-21,2026,12,2026-03-21 15:04:00,2026-03-21 15:45:00,0,0,0,Kalıp Değişimi,43.5,2.5,41,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,41,0,4.1,1019,121.1,1000,66.578,189
3017175,906700,IE26906700,2026-06-17,2026,25,2026-06-17 17:30:00,2026-06-17 19:01:18,0,0,0,,96.8,5.5,91.3,A01,HAZIRLIK,,,E,91.3,0,0,0,5.1,1020,82.2,1000,52.129,219.8
3017176,906700,IE26906700,2026-06-17,2026,25,2026-06-17 19:01:18,2026-06-17 19:07:18,0,1230,17,,6.4,0.4,6,A02,ISLEM,,,E,0,6,0,0,6.6,1020,82.2,1000,52.129,197.4
3017177,906700,IE26906700,2026-06-17,2026,25,2026-06-17 19:07:18,2026-06-17 19:58:18,0,0,0,Personel Yetersizliği,54.1,3.1,51,A03,DURMA,AR12,Personel Yetersizliği,H,0,0,51,0,5.5,1020,82.2,1000,52.129,143.1
3017178,906701,IE26906701,2026-06-18,2026,25,2026-06-18 15:15:00,2026-06-18 15:47:48,0,0,0,,34.8,2,32.8,A01,HAZIRLIK,,,E,32.8,0,0,0,4.2,1021,29.5,1000,42.869,231.7
3017179,906701,IE26906701,2026-06-18,2026,25,2026-06-18 15:47:48,2026-06-18 15:51:42,0,1222,28,,4.1,0.2,3.9,A02,ISLEM,,,E,0,3.9,0,0,3.9,1021,29.5,1000,42.869,316.9
3017180,906702,IE26906702,2026-06-19,2026,25,2026-06-19 12:45:00,2026-06-19 14:28:30,0,0,0,,109.7,6.2,103.5,A01,HAZIRLIK,,,E,103.5,0,0,0,9.3,1022,93.2,1000,50.438,70
3017181,906702,IE26906702,2026-06-19,2026,25,2026-06-19 14:28:30,2026-06-19 14:38:06,0,1206,31,,10.2,0.6,9.6,A02,ISLEM,,,E,0,9.6,0,33.8,8.3,1022,93.2,1000,50.438,259.2
3017182,906703,IE26906703,2026-06-20,2026,25,2026-06-20 09:15:00,2026-06-20 11:18:06,0,0,0,,130.5,7.4,123.1,A01,HAZIRLIK,,,E,123.1,0,0,0,12,1023,110.8,1000,52.502,173.7
3017183,906703,IE26906703,2026-06-20,2026,25,2026-06-20 11:18:06,2026-06-20 11:31:54,0,1211,52,,14.6,0.8,13.8,A02,ISLEM,,,E,0,13.8,0,10,12.4,1023,110.8,1000,52.502,166.5
3017184,906703,IE26906703,2026-06-20,2026,25,2026-06-20 11:31:54,2026-06-20 12:21:54,0,0,0,Kalıp Değişimi,53,3,50,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,50,0,11.2,1023,110.8,1000,52.502,208.8
3017185,906704,IE25906704,2025-07-23,2025,30,2025-07-23 07:15:00,2025-07-23 08:06:42,0,0,0,,54.8,3.1,51.7,A01,HAZIRLIK,,,E,51.7,0,0,0,30.5,1024,46.5,1000,8.535,276.2
3017186,906704,IE25906704,2025-07-23,2025,30,2025-07-23 08:06:42,2025-07-23 08:40:30,0,8033,265,,35.8,2,33.8,A02,ISLEM,,,E,0,33.8,0,32.3,31.3,1024,46.5,1000,8.535,128.9
3017187,906704,IE25906704,2025-07-23,2025,30,2025-07-23 08:40:30,2025-07-23 08:57:42,0,0,0,Kalıp Değişimi,18.2,1,17.2,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,17.2,0,33.2,1024,46.5,1000,8.535,170.6
3017188,906705,IE25906705,2025-07-24,2025,30,2025-07-24 09:30:00,2025-07-24 09:55:06,0,0,0,,26.6,1.5,25.1,A01,HAZIRLIK,,,E,25.1,0,0,0,23.1,1025,22.6,1000,6.373,180.1
3017189,906705,IE25906705,2025-07-24,2025,30,2025-07-24 09:55:06,2025-07-24 10:20:42,0,8057,76,,27.1,1.5,25.6,A02,ISLEM,,,E,0,25.6,0,29,20.6,1025,22.6,1000,6.373,88.8
3017190,906706,IE25906706,2025-07-25,2025,30,2025-07-25 07:00:00,2025-07-25 08:48:48,0,0,0,,115.3,6.5,108.8,A01,HAZIRLIK,,,E,108.8,0,0,0,22.3,1026,97.9,1000,7.176,287.6
3017191,906706,IE25906706,2025-07-25,2025,30,2025-07-25 08:48:48,2025-07-25 09:15:18,0,8179,13,,28.1,1.6,26.5,A02,ISLEM,,,E,0,26.5,0,0,26,1026,97.9,1000,7.176,94.9
3017192,906706,IE25906706,2025-07-25,2025,30,2025-07-25 09:15:18,2025-07-25 11:00:12,0,0,0,Kalıp Değişimi,111.2,6.3,104.9,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,104.9,0,23.9,1026,97.9,1000,7.176,248.2
3017193,906707,IE25906707,2025-07-26,2025,30,2025-07-26 08:45:00,2025-07-26 10:50:54,0,0,0,,133.5,7.6,125.9,A01,HAZIRLIK,,,E,125.9,0,0,0,38.2,1027,113.3,1000,7.52,232.3
3017194,906707,IE25906707,2025-07-26,2025,30,2025-07-26 10:50:54,2025-07-26 11:26:30,0,8133,108,,37.7,2.1,35.6,A02,ISLEM,,,E,0,35.6,0,0,35.5,1027,113.3,1000,7.52,214.5
3017195,906708,IE25906708,2025-12-18,2025,51,2025-12-18 18:15:00,2025-12-18 20:37:18,0,0,0,,150.8,8.5,142.3,A01,HAZIRLIK,,,E,142.3,0,0,0,18.8,1028,128.1,1000,15.429,40.7
3017196,906708,IE25906708,2025-12-18,2025,51,2025-12-18 20:37:18,2025-12-18 20:57:12,0,3864,147,,21.1,1.2,19.9,A02,ISLEM,,,E,0,19.9,0,36.2,16.6,1028,128.1,1000,15.429,172.6
3017197,906708,IE25906708,2025-12-18,2025,51,2025-12-18 20:57:12,2025-12-18 22:06:48,0,0,0,Kalıp Değişimi,73.8,4.2,69.6,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,69.6,0,20.6,1028,128.1,1000,15.429,235.5
3017198,906709,IE25906709,2025-12-19,2025,51,2025-12-19 07:00:00,2025-12-19 08:34:12,0,0,0,,99.9,5.7,94.2,A01,HAZIRLIK,,,E,94.2,0,0,0,12.2,1029,84.8,1000,12.364,171.3
3017199,906709,IE25906709,2025-12-19,2025,51,2025-12-19 08:34:12,2025-12-19 08:48:18,0,3955,73,,14.9,0.8,14.1,A02,ISLEM,,,E,0,14.1,0,7.2,13,1029,84.8,1000,12.364,333.1
3017200,906709,IE25906709,2025-12-19,2025,51,2025-12-19 08:48:18,2025-12-19 09:18:00,0,0,0,Kalıp Değişimi,31.5,1.8,29.7,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,29.7,0,11.8,1029,84.8,1000,12.364,100.6
3017201,906710,IE25906710,2025-12-20,2025,51,2025-12-20 10:30:00,2025-12-20 12:20:06,0,0,0,,116.7,6.6,110.1,A01,HAZIRLIK,,,E,110.1,0,0,0,50.5,1030,99.1,1000,16.971,243.3
3017202,906710,IE25906710,2025-12-20,2025,51,2025-12-20 12:20:06,2025-12-20 13:07:30,0,3831,26,,50.2,2.8,47.4,A02,ISLEM,,,E,0,47.4,0,13.4,48.2,1030,99.1,1000,16.971,270.3
3017203,906710,IE25906710,2025-12-20,2025,51,2025-12-20 13:07:30,2025-12-20 13:26:36,0,0,0,Malzeme Bekleme,20.2,1.1,19.1,A03,DURMA,AR06,Malzeme Bekleme,H,0,0,19.1,0,46.9,1030,99.1,1000,16.971,177.4
3017204,906711,IE26906711,2026-04-28,2026,18,2026-04-28 12:45:00,2026-04-28 13:58:30,0,0,0,,77.9,4.4,73.5,A01,HAZIRLIK,,,E,73.5,0,0,0,16.5,1031,66.2,1000,48.672,54
3017205,906711,IE26906711,2026-04-28,2026,18,2026-04-28 13:58:30,2026-04-28 14:15:00,0,1426,53,,17.5,1,16.5,A02,ISLEM,,,E,0,16.5,0,0,16,1031,66.2,1000,48.672,54.3
3017206,906712,IE26906712,2026-04-29,2026,18,2026-04-29 11:15:00,2026-04-29 13:31:30,0,0,0,,144.7,8.2,136.5,A01,HAZIRLIK,,,E,136.5,0,0,0,4.5,1032,122.9,1000,45.863,250.2
3017207,906712,IE26906712,2026-04-29,2026,18,2026-04-29 13:31:30,2026-04-29 13:36:30,0,1416,34,,5.3,0.3,5,A02,ISLEM,,,E,0,5,0,5.7,5.4,1032,122.9,1000,45.863,264.2
3017208,906712,IE26906712,2026-04-29,2026,18,2026-04-29 13:36:30,2026-04-29 13:59:18,0,0,0,Kalıp Değişimi,24.2,1.4,22.8,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,22.8,0,4.2,1032,122.9,1000,45.863,70.1
3017209,906713,IE26906713,2026-04-30,2026,18,2026-04-30 20:00:00,2026-04-30 21:24:06,0,0,0,,89.1,5,84.1,A01,HAZIRLIK,,,E,84.1,0,0,0,5.8,1033,75.7,1000,37.268,117.8
3017210,906713,IE26906713,2026-04-30,2026,18,2026-04-30 21:24:06,2026-04-30 21:30:24,0,1446,22,,6.7,0.4,6.3,A02,ISLEM,,,E,0,6.3,0,17.3,5.4,1033,75.7,1000,37.268,230.7
3017211,906713,IE26906713,2026-04-30,2026,18,2026-04-30 21:30:24,2026-04-30 22:31:18,0,0,0,Kalıp Değişimi,64.6,3.7,60.9,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,60.9,0,5.3,1033,75.7,1000,37.268,58.4
3017212,906714,IE25906714,2025-12-15,2025,51,2025-12-15 13:15:00,2025-12-15 13:46:36,0,0,0,,33.5,1.9,31.6,A01,HAZIRLIK,,,E,31.6,0,0,0,16.5,1034,28.4,1000,16.062,266.7
3017213,906714,IE25906714,2025-12-15,2025,51,2025-12-15 13:46:36,2025-12-15 14:03:54,0,3140,29,,18.3,1,17.3,A02,ISLEM,,,E,0,17.3,0,17.9,16.2,1034,28.4,1000,16.062,160.3
