INCKEYNO,TAKIP_ID,ISEMRINO,STOK_KODU,STOK_ADI,BASLANGICTARIH,BITISTARIHSAAT,SURE,ACIKLAMA,ARIZA_ADI,DEVAM_EDIYOR
4004626,906895,IE25906895,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2025-11-09 08:43:47,2025-11-09 09:22:05,38.3,Bakım çağrıldı,Kalıp Değişimi,0
4004627,906896,IE25906896,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2025-11-10 06:22:51,2025-11-10 07:23:03,60.2,Yedek parça bekleniyor,Ayar / Numune Onayı,0
4004628,906897,IE25906897,M00067,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,2025-07-08 21:20:38,2025-07-08 22:21:38,61,Bakım çağrıldı,Kalıp Değişimi,0
4004629,906898,IE25906898,M00067,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,2025-07-09 10:20:55,2025-07-09 11:15:49,54.9,Operatör müdahalesi,Sac Sıkışması,0
4004630,906899,IE25906899,M00067,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,2025-07-10 15:22:34,2025-07-10 16:09:10,46.6,Operatör müdahalesi,Malzeme Bekleme,0
4004631,906900,IE25906900,M00067,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,2025-07-11 18:36:48,2025-07-11 18:51:00,14.2,Operatör müdahalesi,Vardiya Devri,0
4004632,906901,IE25906901,M00069,YUVARLAK KUTU 245-175 VERNIKLI 2 PARÇA,2025-09-30 21:39:05,2025-09-30 22:38:35,59.5,,Vardiya Devri,0
4004633,906903,IE25906903,M00069,YUVARLAK KUTU 245-175 VERNIKLI 2 PARÇA,2025-10-02 15:29:40,2025-10-02 16:01:16,31.6,Kalıp söküldü,Ayar / Numune Onayı,0
4004634,906904,IE25906904,M00069,YUVARLAK KUTU 245-175 VERNIKLI 2 PARÇA,2025-10-03 08:00:37,2025-10-03 08:16:01,15.4,Yedek parça bekleniyor,Ayar / Numune Onayı,0
4004635,906906,IE25906906,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,2025-10-20 09:03:04,2025-10-20 10:24:10,81.1,Yedek parça bekleniyor,Personel Yetersizliği,0
4004636,906908,IE26906908,M00015,YUVARLAK KUTU Ø092 MAT LAK 2 PARÇA,2026-05-05 09:35:20,2026-05-05 11:38:20,123,Kalıp söküldü,Ayar / Numune Onayı,0
4004637,906909,IE26906909,M00015,YUVARLAK KUTU Ø092 MAT LAK 2 PARÇA,2026-05-06 10:51:06,2026-05-06 11:21:36,30.5,Kalıp söküldü,Mekanik Arıza,0
4004638,906910,IE26906910,M00015,YUVARLAK KUTU Ø092 MAT LAK 2 PARÇA,2026-05-07 11:33:42,2026-05-07 12:12:18,38.6,Bakım çağrıldı,Personel Yetersizliği,0
4004639,906913,IE26906913,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-02-09 11:41:35,2026-02-09 12:03:47,22.2,Bakım çağrıldı,Kalite Duruşu,0
4004640,906915,IE25906915,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-10-29 09:49:38,2025-10-29 10:58:38,69,,Planlı Bakım,0
4004641,906917,IE25906917,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-10-31 07:16:03,2025-10-31 07:27:27,11.4,Bakım çağrıldı,Kalıp Değişimi,0
4004642,906918,IE26906918,M00015,YUVARLAK KUTU Ø092 MAT LAK 2 PARÇA,2026-05-13 15:53:03,2026-05-13 16:32:27,39.4,Bakım çağrıldı,Mekanik Arıza,0
4004643,906919,IE26906919,M00015,YUVARLAK KUTU Ø092 MAT LAK 2 PARÇA,2026-05-14 11:34:36,2026-05-14 11:46:12,11.6,,Vardiya Devri,0
4004644,906920,IE26906920,M00015,YUVARLAK KUTU Ø092 MAT LAK 2 PARÇA,2026-05-15 13:05:41,2026-05-15 13:18:29,12.8,Bakım çağrıldı,Kalite Duruşu,0
4004645,906921,IE26906921,M00015,YUVARLAK KUTU Ø092 MAT LAK 2 PARÇA,2026-05-16 14:07:40,2026-05-16 14:35:52,28.2,Kalıp söküldü,Mekanik Arıza,0
4004646,906922,IE25906922,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-06-28 14:39:18,2025-06-28 15:17:48,38.5,Bakım çağrıldı,Vardiya Devri,0
4004647,906923,IE25906923,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-06-29 20:17:41,2025-06-29 20:25:41,8,Kalıp söküldü,Kalıp Değişimi,0
4004648,906924,IE25906924,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-06-30 16:14:16,2025-06-30 16:35:40,21.4,Bakım çağrıldı,Malzeme Bekleme,0
4004649,906925,IE25906925,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-07-01 18:17:40,2025-07-01 18:46:04,28.4,,Vardiya Devri,0
4004650,906926,IE26906926,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-03-15 06:59:15,2026-03-15 08:03:15,64,Yedek parça bekleniyor,Enerji Kesintisi,0
4004651,906927,IE26906927,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-03-16 12:50:12,2026-03-16 13:21:00,30.8,,Kalite Duruşu,0
4004652,906928,IE26906928,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-03-17 21:39:16,2026-03-17 22:14:16,35,Yedek parça bekleniyor,Kalıp Değişimi,0
4004653,906929,IE26906929,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-03-18 21:35:00,2026-03-18 22:10:24,35.4,Yedek parça bekleniyor,Elektrik Arızası,0
4004654,906930,IE26906930,M00084,TEPSI 325-125 VERNIKLI 2 PARÇA,2026-03-11 10:42:49,2026-03-11 10:56:43,13.9,,Personel Yetersizliği,0
4004655,906931,IE26906931,M00084,TEPSI 325-125 VERNIKLI 2 PARÇA,2026-03-12 07:21:43,2026-03-12 08:24:01,62.3,Operatör müdahalesi,Kalıp Değişimi,0
4004656,906932,IE26906932,M00084,TEPSI 325-125 VERNIKLI 2 PARÇA,2026-03-13 10:15:45,2026-03-13 10:59:09,43.4,Kalıp söküldü,Ayar / Numune Onayı,0
4004657,906933,IE26906933,M00239,KAPAK 090-065 MAT LAK 3 PARÇA,2026-03-24 08:51:20,2026-03-24 08:58:26,7.1,Operatör müdahalesi,Vardiya Devri,0
4004658,906934,IE26906934,M00239,KAPAK 090-065 MAT LAK 3 PARÇA,2026-03-25 10:35:58,2026-03-25 12:21:58,106,Yedek parça bekleniyor,Vardiya Devri,0
4004659,906935,IE26906935,M00239,KAPAK 090-065 MAT LAK 3 PARÇA,2026-03-26 10:06:43,2026-03-26 10:12:55,6.2,Bakım çağrıldı,Sac Sıkışması,0
4004660,906936,IE25906936,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-11-07 18:44:44,2025-11-07 18:58:26,13.7,Bakım çağrıldı,Kalite Duruşu,0
4004661,906937,IE25906937,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-11-08 16:20:51,2025-11-08 17:29:51,69,Yedek parça bekleniyor,Hidrolik Kaçak,0
4004662,906938,IE25906938,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-11-09 07:18:11,2025-11-09 07:46:23,28.2,Operatör müdahalesi,Enerji Kesintisi,0
4004663,906943,IE26906943,M00186,KOSELI SIVAMA KUTU 210-080 MAT LAK 2 PARÇA,2026-01-06 19:03:15,2026-01-06 20:40:57,97.7,,Vardiya Devri,0
4004664,906944,IE26906944,M00186,KOSELI SIVAMA KUTU 210-080 MAT LAK 2 PARÇA,2026-01-07 10:21:01,2026-01-07 10:49:43,28.7,Yedek parça bekleniyor,Vardiya Devri,0
4004665,906945,IE26906945,M00186,KOSELI SIVAMA KUTU 210-080 MAT LAK 2 PARÇA,2026-01-08 14:21:51,2026-01-08 15:36:33,74.7,Bakım çağrıldı,Kalıp Değişimi,0
4004666,906947,IE25906947,M00016,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2025-11-23 21:07:33,2025-11-23 21:42:27,34.9,Yedek parça bekleniyor,Kalıp Değişimi,0
4004667,906948,IE25906948,M00016,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2025-11-24 17:50:15,2025-11-24 18:18:09,27.9,Kalıp söküldü,Malzeme Bekleme,0
4004668,906949,IE25906949,M00016,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2025-11-25 21:07:39,2025-11-25 21:26:03,18.4,Operatör müdahalesi,Kalıp Değişimi,0
4004669,906953,IE25906953,M00106,TEPSI 325-125 HAM TENEKE 2 PARÇA,2025-10-03 20:52:41,2025-10-03 21:32:53,40.2,Bakım çağrıldı,Hidrolik Kaçak,0
4004670,906954,IE25906954,M00106,TEPSI 325-125 HAM TENEKE 2 PARÇA,2025-10-04 14:11:52,2025-10-04 14:41:16,29.4,,Ayar / Numune Onayı,0
4004671,906955,IE25906955,M00106,TEPSI 325-125 HAM TENEKE 2 PARÇA,2025-10-05 08:01:54,2025-10-05 09:01:18,59.4,Kalıp söküldü,Kalıp Değişimi,0
4004672,906956,IE25906956,M00106,TEPSI 325-125 HAM TENEKE 2 PARÇA,2025-10-06 21:17:06,2025-10-06 22:06:54,49.8,Operatör müdahalesi,Sac Sıkışması,0
4004673,906957,IE26906957,M00035,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-02-28 09:42:29,2026-02-28 10:06:29,24,Kalıp söküldü,Personel Yetersizliği,0
4004674,906958,IE26906958,M00035,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-03-01 17:25:36,2026-03-01 17:36:18,10.7,,Mekanik Arıza,0
4004675,906959,IE26906959,M00035,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-03-02 18:53:20,2026-03-02 19:11:20,18,Operatör müdahalesi,Kalıp Değişimi,0
4004676,906960,IE26906960,M00035,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-03-03 19:43:59,2026-03-03 20:01:23,17.4,Operatör müdahalesi,Kalıp Değişimi,0
4004677,906961,IE25906961,M00159,SEKILLI KUTU 175-205 MAT LAK 2 PARÇA,2025-11-15 19:06:55,2025-11-15 19:54:01,47.1,,Sac Sıkışması,0
4004678,906964,IE25906964,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-07-04 17:52:09,2025-07-04 18:38:03,45.9,Yedek parça bekleniyor,Elektrik Arızası,0
4004679,906965,IE25906965,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-07-05 14:14:49,2025-07-05 14:43:25,28.6,,Kalıp Değişimi,0
4004680,906966,IE25906966,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-07-06 08:53:02,2025-07-06 09:15:08,22.1,Bakım çağrıldı,Sac Sıkışması,0
4004681,906967,IE25906967,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-07-07 07:35:25,2025-07-07 07:48:01,12.6,Yedek parça bekleniyor,Kalıp Değişimi,0
4004682,906968,IE26906968,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-05-04 18:41:27,2026-05-04 19:36:33,55.1,Bakım çağrıldı,Elektrik Arızası,0
4004683,906969,IE26906969,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-05-05 21:11:36,2026-05-05 22:17:42,66.1,Yedek parça bekleniyor,Sac Sıkışması,0
4004684,906970,IE26906970,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-05-06 19:48:19,2026-05-06 20:08:13,19.9,Operatör müdahalesi,Kalıp Değişimi,0
4004685,906971,IE26906971,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-05-07 15:22:54,2026-05-07 15:49:42,26.8,Bakım çağrıldı,Ayar / Numune Onayı,0
4004686,906972,IE26906972,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-01-01 12:00:10,2026-01-01 12:27:40,27.5,Operatör müdahalesi,Mekanik Arıza,0
4004687,906973,IE26906973,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-01-02 09:50:55,2026-01-02 10:33:43,42.8,Bakım çağrıldı,Elektrik Arızası,0
4004688,906974,IE26906974,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-01-03 12:17:09,2026-01-03 13:00:45,43.6,Kalıp söküldü,Malzeme Bekleme,0
4004689,906975,IE26906975,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-01-04 15:06:23,2026-01-04 15:12:35,6.2,Kalıp söküldü,Kalıp Değişimi,0
4004690,906976,IE26906976,M00164,YUVARLAK KUTU 210-255 VERNIKLI 3 PARÇA,2026-03-29 17:15:01,2026-03-29 18:08:31,53.5,Kalıp söküldü,Sac Sıkışması,0
4004691,906977,IE26906977,M00164,YUVARLAK KUTU 210-255 VERNIKLI 3 PARÇA,2026-03-30 21:41:59,2026-03-30 21:57:17,15.3,Kalıp söküldü,Kalıp Değişimi,0
4004692,906979,IE25906979,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-09-06 21:14:25,2025-09-06 22:16:37,62.2,Operatör müdahalesi,Vardiya Devri,0
4004693,906980,IE25906980,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-09-07 20:08:22,2025-09-07 21:10:40,62.3,Bakım çağrıldı,Malzeme Bekleme,0
4004694,906981,IE25906981,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-09-08 18:07:38,2025-09-08 18:57:50,50.2,Bakım çağrıldı,Mekanik Arıza,0
4004695,906982,IE25906982,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-09-09 09:55:23,2025-09-09 11:12:23,77,Bakım çağrıldı,Elektrik Arızası,0
4004696,906984,IE26906984,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,2026-07-11 18:26:59,2026-07-11 19:07:47,40.8,Operatör müdahalesi,Mekanik Arıza,0
4004697,906986,IE25906986,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2025-12-21 06:54:03,2025-12-21 07:08:33,14.5,Operatör müdahalesi,Hidrolik Kaçak,0
4004698,906987,IE25906987,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2025-12-22 19:33:34,2025-12-22 20:04:52,31.3,Kalıp söküldü,Kalıp Değişimi,0
4004699,906988,IE25906988,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2025-12-23 15:45:02,2025-12-23 16:11:20,26.3,Yedek parça bekleniyor,Kalıp Değişimi,0
4004700,906990,IE25906990,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-11-19 13:23:13,2025-11-19 15:19:37,116.4,Kalıp söküldü,Elektrik Arızası,0
4004701,906992,IE25906992,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-11-21 12:36:42,2025-11-21 12:52:06,15.4,,Kalıp Değişimi,0
4004702,906994,IE25906994,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-07-26 15:37:58,2025-07-26 16:04:40,26.7,Kalıp söküldü,Malzeme Bekleme,0
4004703,906995,IE25906995,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-07-27 12:12:09,2025-07-27 12:44:03,31.9,Yedek parça bekleniyor,Ayar / Numune Onayı,0
4004704,906998,IE25906998,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,2025-08-26 19:52:30,2025-08-26 20:02:12,9.7,,Ayar / Numune Onayı,0
4004705,907000,IE26907000,M00166,ALTIGEN KUTU 125-085 LITOGRAFI 3 PARÇA,2026-04-25 15:57:36,2026-04-25 16:28:54,31.3,Operatör müdahalesi,Ayar / Numune Onayı,0
4004706,907001,IE26907001,M00166,ALTIGEN KUTU 125-085 LITOGRAFI 3 PARÇA,2026-04-26 17:03:05,2026-04-26 18:43:59,100.9,,Elektrik Arızası,0
4004707,907002,IE26907002,M00166,ALTIGEN KUTU 125-085 LITOGRAFI 3 PARÇA,2026-04-27 09:34:57,2026-04-27 10:02:45,27.8,,Sac Sıkışması,0
4004708,907004,IE26907004,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-01-28 16:58:54,2026-01-28 17:24:00,25.1,Kalıp söküldü,Kalıp Değişimi,0
4004709,907005,IE26907005,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-01-29 10:29:10,2026-01-29 10:39:34,10.4,,Kalıp Değişimi,0
4004710,907006,IE25907006,M00012,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,2025-10-27 16:36:38,2025-10-27 17:52:26,75.8,Bakım çağrıldı,Ayar / Numune Onayı,0
4004711,907007,IE25907007,M00012,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,2025-10-28 10:09:05,2025-10-28 11:08:05,59,Kalıp söküldü,Mekanik Arıza,0
4004712,907008,IE25907008,M00012,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,2025-10-29 17:22:23,2025-10-29 18:37:47,75.4,Yedek parça bekleniyor,Kalite Duruşu,0
4004713,907010,IE26907010,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-04-11 13:29:00,2026-04-11 13:49:48,20.8,,Ayar / Numune Onayı,0
4004714,907011,IE26907011,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-04-12 18:06:03,2026-04-12 18:55:57,49.9,Kalıp söküldü,Kalıp Değişimi,0
4004715,907012,IE26907012,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-04-13 22:13:41,2026-04-13 22:42:29,28.8,Kalıp söküldü,Mekanik Arıza,0
4004716,907013,IE26907013,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-06-07 10:43:12,2026-06-07 11:00:54,17.7,Kalıp söküldü,Kalıp Değişimi,0
4004717,907014,IE26907014,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-06-08 19:06:36,2026-06-08 19:33:06,26.5,Yedek parça bekleniyor,Mekanik Arıza,0
4004718,907015,IE26907015,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-06-09 10:44:59,2026-06-09 10:52:29,7.5,Kalıp söküldü,Elektrik Arızası,0
4004719,907016,IE26907016,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-06-10 09:43:08,2026-06-10 09:51:14,8.1,,Mekanik Arıza,0
4004720,907017,IE25907017,M00153,YUVARLAK KUTU 255-205 HAM TENEKE 2 PARÇA,2025-06-26 14:31:12,2025-06-26 15:00:36,29.4,,Malzeme Bekleme,0
4004721,907019,IE25907019,M00153,YUVARLAK KUTU 255-205 HAM TENEKE 2 PARÇA,2025-06-28 22:37:40,2025-06-28 23:10:10,32.5,Operatör müdahalesi,Kalıp Değişimi,0
4004722,907020,IE25907020,M00019,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,2025-12-31 14:04:08,2025-12-31 14:36:44,32.6,,Kalıp Değişimi,0
4004723,907021,IE26907021,M00019,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,2026-01-01 08:33:37,2026-01-01 09:32:13,58.6,,Ayar / Numune Onayı,0
4004724,907022,IE26907022,M00019,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,2026-01-02 18:29:43,2026-01-02 19:25:01,55.3,,Sac Sıkışması,0
4004725,907023,IE26907023,M00061,YUVARLAK KUTU Ø050 VERNIKLI 2 PARÇA,2026-04-15 10:17:28,2026-04-15 10:37:04,19.6,Bakım çağrıldı,Malzeme Bekleme,0
4004726,907024,IE26907024,M00061,YUVARLAK KUTU Ø050 VERNIKLI 2 PARÇA,2026-04-16 09:15:04,2026-04-16 09:32:10,17.1,Kalıp söküldü,Kalite Duruşu,0
4004727,907025,IE26907025,M00061,YUVARLAK KUTU Ø050 VERNIKLI 2 PARÇA,2026-04-17 14:18:20,2026-04-17 14:41:56,23.6,Operatör müdahalesi,Planlı Bakım,0
4004728,907026,IE26907026,M00061,YUVARLAK KUTU Ø050 VERNIKLI 2 PARÇA,2026-04-18 17:01:50,2026-04-18 18:19:44,77.9,Operatör müdahalesi,Kalıp Değişimi,0
4004729,907027,IE26907027,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-03-01 14:39:25,2026-03-01 14:56:07,16.7,Yedek parça bekleniyor,Personel Yetersizliği,0
4004730,907029,IE26907029,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-03-03 13:02:00,2026-03-03 14:10:12,68.2,Bakım çağrıldı,Hidrolik Kaçak,0
4004731,907030,IE26907030,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-04-05 19:23:31,2026-04-05 20:03:25,39.9,Kalıp söküldü,Vardiya Devri,0
4004732,907031,IE26907031,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-04-06 20:40:13,2026-04-06 21:06:43,26.5,Yedek parça bekleniyor,Kalıp Değişimi,0
4004733,907033,IE26907033,M00032,TEPSI Ø068 VERNIKLI 3 PARÇA,2026-05-05 14:05:15,2026-05-05 14:33:21,28.1,Kalıp söküldü,Kalıp Değişimi,0
4004734,907036,IE26907036,M00032,TEPSI Ø068 VERNIKLI 3 PARÇA,2026-05-08 18:48:32,2026-05-08 20:03:02,74.5,Kalıp söküldü,Kalıp Değişimi,0
4004735,907037,IE25907037,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-09-08 14:25:21,2025-09-08 14:43:27,18.1,Operatör müdahalesi,Hidrolik Kaçak,0
4004736,907038,IE25907038,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-09-09 16:50:05,2025-09-09 17:27:05,37,Operatör müdahalesi,Kalıp Değişimi,0
4004737,907039,IE25907039,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-09-10 19:39:28,2025-09-10 20:34:34,55.1,Bakım çağrıldı,Kalite Duruşu,0
4004738,907042,IE25907042,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-12-02 17:31:51,2025-12-02 18:25:09,53.3,Bakım çağrıldı,Elektrik Arızası,0
4004739,907043,IE25907043,M00041,YUVARLAK KUTU Ø050 HAM TENEKE 3 PARÇA,2025-08-03 20:23:16,2025-08-03 22:07:22,104.1,Operatör müdahalesi,Malzeme Bekleme,0
4004740,907044,IE25907044,M00041,YUVARLAK KUTU Ø050 HAM TENEKE 3 PARÇA,2025-08-04 11:22:14,2025-08-04 11:52:20,30.1,,Kalite Duruşu,0
4004741,907047,IE26907047,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2026-01-31 19:30:12,2026-01-31 20:11:48,41.6,,Enerji Kesintisi,0
4004742,907048,IE26907048,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2026-02-01 20:34:17,2026-02-01 20:41:53,7.6,Operatör müdahalesi,Vardiya Devri,0
4004743,907052,IE25907052,M00038,YUVARLAK KUTU 120-105 VERNIKLI 3 PARÇA,2025-10-14 11:33:00,2025-10-14 12:15:54,42.9,Operatör müdahalesi,Mekanik Arıza,0
4004744,907053,IE25907053,M00038,YUVARLAK KUTU 120-105 VERNIKLI 3 PARÇA,2025-10-15 19:01:00,2025-10-15 19:10:36,9.6,Bakım çağrıldı,Vardiya Devri,0
4004745,907054,IE25907054,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-11-29 09:11:37,2025-11-29 11:04:31,112.9,Kalıp söküldü,Personel Yetersizliği,0
4004746,907055,IE25907055,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-11-30 09:00:49,2025-11-30 09:07:01,6.2,Operatör müdahalesi,Hidrolik Kaçak,0
4004747,907057,IE25907057,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-12-02 07:26:34,2025-12-02 09:02:46,96.2,Bakım çağrıldı,Ayar / Numune Onayı,0
4004748,907058,IE26907058,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-03-04 16:58:47,2026-03-04 18:41:47,103,Operatör müdahalesi,Mekanik Arıza,0
4004749,907059,IE26907059,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-03-05 12:48:28,2026-03-05 13:22:34,34.1,Operatör müdahalesi,Mekanik Arıza,0
4004750,907060,IE26907060,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-03-06 18:42:33,2026-03-06 19:16:27,33.9,Operatör müdahalesi,Ayar / Numune Onayı,0
4004751,907061,IE26907061,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-04-21 19:56:18,2026-04-21 20:06:42,10.4,,Hidrolik Kaçak,0
4004752,907063,IE26907063,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-04-23 10:42:40,2026-04-23 11:07:28,24.8,,Kalıp Değişimi,0
4004753,907064,IE25907064,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2025-07-28 17:55:43,2025-07-28 18:21:19,25.6,Operatör müdahalesi,Ayar / Numune Onayı,0
4004754,907068,IE25907068,M00037,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,2025-09-20 08:17:48,2025-09-20 08:28:12,10.4,Kalıp söküldü,Kalıp Değişimi,0
4004755,907069,IE25907069,M00037,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,2025-09-21 14:47:27,2025-09-21 14:54:15,6.8,,Kalıp Değişimi,0
4004756,907071,IE25907071,M00037,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,2025-09-23 10:43:30,2025-09-23 11:40:42,57.2,Bakım çağrıldı,Sac Sıkışması,0
4004757,907076,IE26907076,M00060,YUVARLAK KUTU Y120-105 LITOGRAFI 3 PARÇA,2026-01-24 18:09:47,2026-01-24 18:53:41,43.9,Kalıp söküldü,Elektrik Arızası,0
4004758,907077,IE26907077,M00060,YUVARLAK KUTU Y120-105 LITOGRAFI 3 PARÇA,2026-01-25 06:46:53,2026-01-25 07:01:17,14.4,,Mekanik Arıza,0
4004759,907079,IE26907079,M00162,TEPSI 325-125 LITOGRAFI 3 PARÇA,2026-02-20 13:28:51,2026-02-20 14:30:33,61.7,Operatör müdahalesi,Mekanik Arıza,0
4004760,907080,IE26907080,M00162,TEPSI 325-125 LITOGRAFI 3 PARÇA,2026-02-21 10:56:46,2026-02-21 12:07:28,70.7,Kalıp söküldü,Elektrik Arızası,0
4004761,907082,IE26907082,M00162,TEPSI 325-125 LITOGRAFI 3 PARÇA,2026-02-23 14:14:29,2026-02-23 15:11:17,56.8,Operatör müdahalesi,Kalıp Değişimi,0
4004762,907083,IE26907083,M00053,SEKILLI KUTU 175-205 MAT LAK 3 PARÇA,2026-05-13 21:12:49,2026-05-13 21:18:13,5.4,Kalıp söküldü,Mekanik Arıza,0
4004763,907084,IE26907084,M00053,SEKILLI KUTU 175-205 MAT LAK 3 PARÇA,2026-05-14 22:27:17,2026-05-14 22:39:23,12.1,Yedek parça bekleniyor,Kalıp Değişimi,0
4004764,907085,IE26907085,M00053,SEKILLI KUTU 175-205 MAT LAK 3 PARÇA,2026-05-15 13:10:13,2026-05-15 13:33:01,22.8,,Elektrik Arızası,0
4004765,907086,IE26907086,M00053,SEKILLI KUTU 175-205 MAT LAK 3 PARÇA,2026-05-16 06:59:54,2026-05-16 07:19:00,19.1,Bakım çağrıldı,Hidrolik Kaçak,0
