TAKIPNO,ISEMRINO,KALIPADI,STOK_KODU,STOK_ADI,CARI_KOD,CARI_ISIM,SIPARIS_NO,REFISEMRINO,SIPARIS_KONT,OPKODU,MAKINA_NO,MAKINE_ADI,ISTKODU,ISTISIM,MIKTAR,DURUM_KOD,DURUM_ADI,ACIKLAMA,TESLIM_TARIHI,TRA_ACIKLAMA,STOK_GRUPKODU,STOK_GRUPADI,STOK_KOD1,STOK_AD1,STOK_KOD2,STOK_AD2,STOK_KOD3,STOK_AD3,STOK_KOD4,STOK_AD4
905863,IE25905863,145-095,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP25004262,RF905863,2,OP03,16,PRES 16 · 16 TON KULP,PRS,PRES,590,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-08-17,Fazla üretim,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,145-095,Kalıp 145-095,B4,Mat Lak
905864,IE25905864,145-095,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP25004262,RF905864,2,OP04,34,MONTAJ HATTI 02 · OTOMATİK,MNT,MONTAJ,610,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-08-20,Kısmi üretim,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,145-095,Kalıp 145-095,B4,Mat Lak
905865,IE25905865,295-165,M00017,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,120.01.0032,Jalezade Bisküvi Ltd. Şti.,STK25000669,RF905865,1,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,499,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-08-20,Kısmi üretim,01,Mamul,SK05,Oval Kutu,KA4,Hediyelik,295-165,Kalıp 295-165,B2,Vernikli
905866,IE25905866,295-165,M00017,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,120.01.0032,Jalezade Bisküvi Ltd. Şti.,STK25000669,RF905866,1,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,494,30,TAMAMLANDI,,2025-09-06,Kısmi üretim,01,Mamul,SK05,Oval Kutu,KA4,Hediyelik,295-165,Kalıp 295-165,B2,Vernikli
905867,IE25905867,295-165,M00017,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,120.01.0032,Jalezade Bisküvi Ltd. Şti.,STK25000669,RF905867,1,OP03,2,PRES 02 · 63 TON EKSANTRİK,PRS,PRES,487,30,TAMAMLANDI,Acil iş,2025-09-08,,01,Mamul,SK05,Oval Kutu,KA4,Hediyelik,295-165,Kalıp 295-165,B2,Vernikli
905868,IE25905868,295-165,M00017,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,120.01.0032,Jalezade Bisküvi Ltd. Şti.,STK25000669,RF905868,1,OP04,48,MANUEL SARIM 02,MNT,MONTAJ,505,30,TAMAMLANDI,Acil iş,2025-08-31,Fazla üretim,01,Mamul,SK05,Oval Kutu,KA4,Hediyelik,295-165,Kalıp 295-165,B2,Vernikli
905869,IE25905869,120-105,M00014,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,STK25000656,RF905869,1,OP01,26,KESİM HATTI 03 · DİLİMLEME,KSM,KESIM,146,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-08-21,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905870,IE25905870,120-105,M00014,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,STK25000656,RF905870,1,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,151,30,TAMAMLANDI,Numune onayı bekleniyor,2025-08-17,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905871,IE25905871,120-105,M00014,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,STK25000656,RF905871,1,OP03,16,PRES 16 · 16 TON KULP,PRS,PRES,153,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-09-04,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905872,IE25905872,120-105,M00014,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,STK25000656,RF905872,1,OP04,35,MONTAJ HATTI 03 · OTOMATİK,MNT,MONTAJ,151,30,TAMAMLANDI,,2025-08-26,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
905873,IE26905873,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0011,Vişneli Reçel San. ve Tic. A.Ş.,SIP26006247,RF905873,3,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,635,30,TAMAMLANDI,,2026-06-24,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905874,IE26905874,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0011,Vişneli Reçel San. ve Tic. A.Ş.,SIP26006247,RF905874,3,OP02,6,PRES 06 · 40 TON SIVAMA,PRS,PRES,616,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-07-01,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905875,IE26905875,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0011,Vişneli Reçel San. ve Tic. A.Ş.,SIP26006247,RF905875,3,OP03,40,MONTAJ HATTI 09 · SIVAMA,MNT,MONTAJ,622,30,TAMAMLANDI,,2026-06-13,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905876,IE25905876,120-105,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,120.01.0135,Dalyanlı Çay Gıda San. A.Ş.,SIP25005438,RF905876,3,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,3039,30,TAMAMLANDI,,2025-12-25,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,120-105,Kalıp 120-105,B3,Ham Teneke
905877,IE25905877,120-105,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,120.01.0135,Dalyanlı Çay Gıda San. A.Ş.,SIP25005438,RF905877,3,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,3149,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-01-29,,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,120-105,Kalıp 120-105,B3,Ham Teneke
905878,IE25905878,120-105,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,120.01.0135,Dalyanlı Çay Gıda San. A.Ş.,SIP25005438,RF905878,3,OP03,4,PRES 04 · 80 TON EKSANTRİK,PRS,PRES,3102,30,TAMAMLANDI,,2026-01-27,,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,120-105,Kalıp 120-105,B3,Ham Teneke
905879,IE25905879,120-105,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,120.01.0135,Dalyanlı Çay Gıda San. A.Ş.,SIP25005438,RF905879,3,OP04,48,MANUEL SARIM 02,MNT,MONTAJ,3094,30,TAMAMLANDI,,2026-01-08,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,120-105,Kalıp 120-105,B3,Ham Teneke
905880,IE25905880,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0019,Yaylalı Süt San. Tic. Ltd. Şti.,SIP25004511,RF905880,2,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,976,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-09-05,Fazla üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
905881,IE25905881,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0019,Yaylalı Süt San. Tic. Ltd. Şti.,SIP25004511,RF905881,2,OP02,45,DİJİTAL BASKI 01,DJT,DIJITAL,983,30,TAMAMLANDI,,2025-09-01,Fazla üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
905882,IE25905882,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0019,Yaylalı Süt San. Tic. Ltd. Şti.,SIP25004511,RF905882,2,OP03,21,PRES 21 · 45 TON ÇOK KADEMELİ,PRS,PRES,1014,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-08-14,Fazla üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
905883,IE25905883,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0019,Yaylalı Süt San. Tic. Ltd. Şti.,SIP25004511,RF905883,2,OP04,33,MONTAJ HATTI 01 · OTOMATİK,MNT,MONTAJ,986,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-09-13,,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
905884,IE26905884,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,SIP26005560,RF905884,1,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,633,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-01-27,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905885,IE26905885,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,SIP26005560,RF905885,1,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,624,30,TAMAMLANDI,,2026-02-07,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905886,IE26905886,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,SIP26005560,RF905886,1,OP03,17,PRES 17 · 16 TON KULP,PRS,PRES,619,30,TAMAMLANDI,,2026-02-23,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905887,IE26905887,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,SIP26005560,RF905887,1,OP04,38,MONTAJ HATTI 06 · YARI OTOMATİK,MNT,MONTAJ,618,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-01-27,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905888,IE26905888,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP26006185,RF905888,4,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,3137,30,TAMAMLANDI,,2026-05-21,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905889,IE26905889,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP26006185,RF905889,4,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,3054,30,TAMAMLANDI,,2026-05-10,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905890,IE26905890,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP26006185,RF905890,4,OP03,7,PRES 07 · 40 TON SIVAMA,PRS,PRES,3174,30,TAMAMLANDI,,2026-06-01,Fazla üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905891,IE26905891,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP26006185,RF905891,4,OP04,33,MONTAJ HATTI 01 · OTOMATİK,MNT,MONTAJ,3015,30,TAMAMLANDI,,2026-05-21,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
905892,IE25905892,145-095,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,120.01.0050,Casa Verde S.p.A.,STK25000671,RF905892,1,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,3868,30,TAMAMLANDI,,2025-09-04,Fazla üretim,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,145-095,Kalıp 145-095,B4,Mat Lak
905893,IE25905893,145-095,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,120.01.0050,Casa Verde S.p.A.,STK25000671,RF905893,1,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,3926,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-08-04,Fazla üretim,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,145-095,Kalıp 145-095,B4,Mat Lak
905894,IE25905894,145-095,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,120.01.0050,Casa Verde S.p.A.,STK25000671,RF905894,1,OP03,8,PRES 08 · 63 TON SIVAMA,PRS,PRES,4056,30,TAMAMLANDI,,2025-09-03,,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,145-095,Kalıp 145-095,B4,Mat Lak
905895,IE25905895,145-095,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,120.01.0050,Casa Verde S.p.A.,STK25000671,RF905895,1,OP04,41,MONTAJ HATTI 10 · KAPAK,MNT,MONTAJ,3892,30,TAMAMLANDI,Numune onayı bekleniyor,2025-08-04,,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,145-095,Kalıp 145-095,B4,Mat Lak
905900,IE25905900,210-255,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,120.01.0001,Nordwind Oy,SIP25004698,RF905900,1,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,371,30,TAMAMLANDI,Acil iş,2025-10-18,,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,210-255,Kalıp 210-255,B3,Ham Teneke
905901,IE25905901,210-255,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,120.01.0001,Nordwind Oy,SIP25004698,RF905901,1,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,369,30,TAMAMLANDI,Acil iş,2025-09-16,,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,210-255,Kalıp 210-255,B3,Ham Teneke
905902,IE25905902,210-255,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,120.01.0001,Nordwind Oy,SIP25004698,RF905902,1,OP03,17,PRES 17 · 16 TON KULP,PRS,PRES,368,30,TAMAMLANDI,,2025-10-18,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,210-255,Kalıp 210-255,B3,Ham Teneke
905903,IE25905903,210-255,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,120.01.0001,Nordwind Oy,SIP25004698,RF905903,1,OP04,47,MANUEL SARIM 01,MNT,MONTAJ,369,30,TAMAMLANDI,,2025-09-26,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,210-255,Kalıp 210-255,B3,Ham Teneke
905904,IE25905904,DIA-050,M00092,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,120.01.0061,Yaylalı Şekerleme Gıda San. A.Ş.,SIP25004795,RF905904,2,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,744,30,TAMAMLANDI,,2025-11-06,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,DIA-050,Kalıp DIA-050,B1,Litografi
905905,IE25905905,DIA-050,M00092,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,120.01.0061,Yaylalı Şekerleme Gıda San. A.Ş.,SIP25004795,RF905905,2,OP02,16,PRES 16 · 16 TON KULP,PRS,PRES,760,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-11-10,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,DIA-050,Kalıp DIA-050,B1,Litografi
905906,IE25905906,DIA-050,M00092,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,120.01.0061,Yaylalı Şekerleme Gıda San. A.Ş.,SIP25004795,RF905906,2,OP03,38,MONTAJ HATTI 06 · YARI OTOMATİK,MNT,MONTAJ,755,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-10-30,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,DIA-050,Kalıp DIA-050,B1,Litografi
905907,IE26905907,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0138,Vişneli Baharat San. Tic. Ltd. Şti.,SIP26005570,RF905907,3,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,3148,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-02-09,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905908,IE26905908,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0138,Vişneli Baharat San. Tic. Ltd. Şti.,SIP26005570,RF905908,3,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,3104,30,TAMAMLANDI,Acil iş,2026-02-19,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905909,IE26905909,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0138,Vişneli Baharat San. Tic. Ltd. Şti.,SIP26005570,RF905909,3,OP03,19,PRES 19 · 20 TON HALKA,PRS,PRES,3110,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-02-09,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905910,IE26905910,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0138,Vişneli Baharat San. Tic. Ltd. Şti.,SIP26005570,RF905910,3,OP04,34,MONTAJ HATTI 02 · OTOMATİK,MNT,MONTAJ,3046,30,TAMAMLANDI,,2026-02-18,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905911,IE25905911,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0043,Bahçelik Salça A.Ş.,SIP25004890,RF905911,2,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,585,30,TAMAMLANDI,,2025-12-12,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905912,IE25905912,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0043,Bahçelik Salça A.Ş.,SIP25004890,RF905912,2,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,602,30,TAMAMLANDI,Numune onayı bekleniyor,2025-12-02,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905913,IE25905913,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0043,Bahçelik Salça A.Ş.,SIP25004890,RF905913,2,OP03,36,MONTAJ HATTI 04 · YARI OTOMATİK,MNT,MONTAJ,584,30,TAMAMLANDI,,2025-11-23,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
905914,IE25905914,DIA-050,M00034,SEKIZGEN KUTU Ø050 LITOGRAFI 2 PARÇA,120.01.0096,Efelik Tarım Koll. Şti.,SIP25004010,RF905914,4,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,4047,30,TAMAMLANDI,Numune onayı bekleniyor,2025-07-23,,01,Mamul,SK07,Sekizgen Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B1,Litografi
905915,IE25905915,DIA-050,M00034,SEKIZGEN KUTU Ø050 LITOGRAFI 2 PARÇA,120.01.0096,Efelik Tarım Koll. Şti.,SIP25004010,RF905915,4,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,4067,30,TAMAMLANDI,Numune onayı bekleniyor,2025-08-04,Kısmi üretim,01,Mamul,SK07,Sekizgen Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B1,Litografi
905916,IE25905916,DIA-050,M00034,SEKIZGEN KUTU Ø050 LITOGRAFI 2 PARÇA,120.01.0096,Efelik Tarım Koll. Şti.,SIP25004010,RF905916,4,OP03,48,MANUEL SARIM 02,MNT,MONTAJ,3971,30,TAMAMLANDI,,2025-07-10,,01,Mamul,SK07,Sekizgen Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B1,Litografi
905917,IE26905917,090-065,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP26006032,RF905917,2,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,1475,30,TAMAMLANDI,,2026-04-27,Kısmi üretim,01,Mamul,SK12,Kapak,KA5,Endüstriyel,090-065,Kalıp 090-065,B4,Mat Lak
905918,IE26905918,090-065,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP26006032,RF905918,2,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,1481,30,TAMAMLANDI,,2026-04-28,Fazla üretim,01,Mamul,SK12,Kapak,KA5,Endüstriyel,090-065,Kalıp 090-065,B4,Mat Lak
905919,IE26905919,090-065,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP26006032,RF905919,2,OP03,5,PRES 05 · 100 TON EKSANTRİK,PRS,PRES,1479,30,TAMAMLANDI,,2026-05-05,Fazla üretim,01,Mamul,SK12,Kapak,KA5,Endüstriyel,090-065,Kalıp 090-065,B4,Mat Lak
905920,IE26905920,090-065,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,120.01.0003,Alaçatı Süt Gıda San. A.Ş.,SIP26006032,RF905920,2,OP04,44,MONTAJ HATTI 14 · ÖZEL ŞEKİL,MNT,MONTAJ,1450,30,TAMAMLANDI,Acil iş,2026-05-02,Kısmi üretim,01,Mamul,SK12,Kapak,KA5,Endüstriyel,090-065,Kalıp 090-065,B4,Mat Lak
905921,IE26905921,090-065,M00044,KAPAK 090-065 VERNIKLI 2 PARÇA,120.01.0001,Nordwind Oy,SIP26006110,RF905921,1,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,148,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-05-16,,01,Mamul,SK12,Kapak,KA4,Hediyelik,090-065,Kalıp 090-065,B2,Vernikli
905922,IE26905922,090-065,M00044,KAPAK 090-065 VERNIKLI 2 PARÇA,120.01.0001,Nordwind Oy,SIP26006110,RF905922,1,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,148,30,TAMAMLANDI,Acil iş,2026-06-01,Kısmi üretim,01,Mamul,SK12,Kapak,KA4,Hediyelik,090-065,Kalıp 090-065,B2,Vernikli
905923,IE26905923,090-065,M00044,KAPAK 090-065 VERNIKLI 2 PARÇA,120.01.0001,Nordwind Oy,SIP26006110,RF905923,1,OP03,3,PRES 03 · 80 TON EKSANTRİK,PRS,PRES,144,30,TAMAMLANDI,Numune onayı bekleniyor,2026-06-02,,01,Mamul,SK12,Kapak,KA4,Hediyelik,090-065,Kalıp 090-065,B2,Vernikli
905924,IE26905924,090-065,M00044,KAPAK 090-065 VERNIKLI 2 PARÇA,120.01.0001,Nordwind Oy,SIP26006110,RF905924,1,OP04,42,MONTAJ HATTI 11 · KAPAK,MNT,MONTAJ,146,30,TAMAMLANDI,,2026-05-24,Fazla üretim,01,Mamul,SK12,Kapak,KA4,Hediyelik,090-065,Kalıp 090-065,B2,Vernikli
905925,IE26905925,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP25005537,RF905925,2,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,8191,30,TAMAMLANDI,Acil iş,2026-02-02,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905926,IE26905926,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP25005537,RF905926,2,OP02,10,PRES 10 · 100 TON DERİN ÇEKME,PRS,PRES,8374,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-02-16,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905927,IE26905927,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP25005537,RF905927,2,OP03,41,MONTAJ HATTI 10 · KAPAK,MNT,MONTAJ,8030,30,TAMAMLANDI,Acil iş,2026-02-20,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
905928,IE25905928,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0001,Nordwind Oy,SIP25004196,RF905928,1,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,979,30,TAMAMLANDI,Numune onayı bekleniyor,2025-07-26,,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
905929,IE25905929,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0001,Nordwind Oy,SIP25004196,RF905929,1,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,1007,30,TAMAMLANDI,Numune onayı bekleniyor,2025-08-05,Fazla üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
905930,IE25905930,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0001,Nordwind Oy,SIP25004196,RF905930,1,OP03,14,PRES 14 · 35 TON DİP,PRS,PRES,994,30,TAMAMLANDI,,2025-07-26,Fazla üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
